"","zew","esi.eu","esi.ger","cli.eur","cli.ger","cons.conf","gfk","ip","u","dax","eur.stox","long.rate","short.rate","oil","manuf.order","usd","ex","im","trade.bal","ex.pr","im.pr","tot","infl","spread","MTI_all_all","MTI_DE_all","MTI_all_Gegenwart","MTI_all_Zukunft","MTI_all_Klima","MTI_DE_Gegenwart","MTI_DE_Zukunft","MTI_DE_Klima","MTI_all_Waehrungspolitik.EURO.Geldpolitik","MTI_all_Steuerpolitik","MTI_all_Konjunktur","MTI_all_Arbeitsmarkt","MTI_all_Haushaltspolitik","MTI_DE_Steuerpolitik","MTI_DE_Konjunktur","MTI_DE_Arbeitsmarkt","MTI_DE_Haushaltspolitik","idio MTI_all_all","idio MTI_DE_all","idio MTI_all_Gegenwart","idio MTI_all_Zukunft","idio MTI_all_Klima","idio MTI_DE_Gegenwart","idio MTI_DE_Zukunft","idio MTI_DE_Klima","idio MTI_all_Waehrungspolitik.EURO.Geldpolitik","idio MTI_all_Steuerpolitik","idio MTI_all_Konjunktur","idio MTI_all_Arbeitsmarkt","idio MTI_all_Haushaltspolitik","idio MTI_DE_Steuerpolitik","idio MTI_DE_Konjunktur","idio MTI_DE_Arbeitsmarkt","idio MTI_DE_Haushaltspolitik","mti_pc1","R1","R2","R3","R4","R5","R6","RWort","RWort_sc","CA","empl"
"1990/08",NA,106.3,119.4,100.97,101.369,0.7,NA,NA,6.3,0.198858706322716,0.101929688586816,8.85,6,0.174927113702624,NA,0.170027675588106,0.0412147505422993,0.160037435657464,NA,-0.00116550116550107,-0.0285714285714286,0.0275229357798166,0.0282317979197624,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990/09",NA,103.3,119.3,100.768,101.308,-4.7,NA,NA,6.2,0.0129886279557057,-0.0794904311736224,9.02,6,0.682080924855491,NA,0.237410393065338,0.0489913544668588,0.161616161616162,NA,0.00116414435389989,-0.00684931506849307,0.00815494393476057,0.0296296296296297,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990/10",NA,101.3,117.5,100.557,101.184,-5.1,NA,NA,6.1,-0.0995500063379389,-0.148012613384202,9.02,6,1.04032258064516,NA,0.204805286840105,0.0813308687615526,0.136,NA,0.00232828870779955,0.011467889908257,-0.00913705583756352,0.0324963072378139,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990/11",NA,100.4,118.7,100.358,101.012,-4.1,NA,NA,6,-0.0399203354581728,-0.0902995588371399,8.93,6,0.858638743455497,NA,0.216427290552883,0.0462490895848506,0.234573502722323,NA,0.00349650349650354,0.00809248554913289,-0.00504032258064513,0.0294985250737463,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990/12",NA,100.9,118.8,100.184,100.817,-2.9,NA,NA,5.9,-0.0929398923370793,-0.138301164274939,8.82,6,0.658666666666667,NA,0.176573854821589,0.0585241730279897,0.198669623059867,NA,0.00701754385964914,0.00580046403712298,0.001008064516129,0.0279411764705884,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/01",NA,98.3,117.4,100.047,100.618,-5.9,NA,NA,5.7,-0.219027351888157,-0.218272355688263,8.89,6,0.37708830548926,NA,0.132989875529021,0.0339157245632065,0.2751228226887,NA,0.0105386416861826,0.00701754385964914,0.00300300300300305,0.002923976608187,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/02",NA,94.8,114.4,99.959,100.435,-8.3,NA,NA,5.7,-0.232266640833549,-0.19397105737667,8.37,6.5,0.0451127819548873,NA,0.132636463849895,0.0203789774758669,0.220246238030096,NA,0.00936768149882905,0.00234741784037551,0.00698602794411185,0.00145348837209314,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/03",NA,96.8,111,99.919,100.292,-12.1,NA,NA,5.6,-0.151649728447818,-0.0872886084229563,8.4,6.5,0.0282776349614395,NA,0.101769010200404,-0.00524842547235826,0.20993733213966,NA,0.00935672514619879,0.00468384074941453,0.00499500499500494,0.0029112081513829,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/04",NA,96.5,109.6,99.912,100.191,-10.6,NA,NA,5.6,-0.211515559467716,-0.103262200375466,8.32,6.5,-0.0485175202156335,NA,-0.0124750460240646,-0.0588235294117648,0.147483588621444,NA,0.0128504672897198,0.0248226950354611,-0.0118577075098815,0.0058139534883721,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/05",NA,95.5,109.3,99.923,100.126,-9.4,NA,NA,5.6,-0.114413346201572,-0.0765596853056872,8.35,6.5,0.187311178247734,NA,-0.0274608629247806,0.0525735294117646,0.3416551086454,NA,0.0128654970760234,0.0309523809523808,-0.0176817288801572,0.00579710144927548,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/06",NA,94.1,107.5,99.939,100.097,-8.4,NA,NA,5.6,-0.0876921834190474,-0.0610480482363799,8.34,6.5,0.19047619047619,NA,-0.0433337436907546,0.0324039186134137,0.221633554083885,NA,0.0140350877192983,0.0394736842105265,-0.0244379276637341,0.0130624092888243,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/07",NA,92.8,103.1,99.951,100.093,-14.7,NA,NA,5.7,-0.151464522529108,-0.106558252081702,8.59,6.5,0.140243902439025,NA,-0.106358520477546,-0.00381546999653137,0.202370872142252,NA,0.014002333722287,0.0406698564593302,-0.0253658536585365,0.0246734397677792,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/08",NA,93,101.8,99.958,100.108,-15.3,NA,NA,5.7,-0.142813370032067,-0.094872673495888,8.54,7.5,-0.0397022332506202,NA,-0.112932420835527,0.0347222222222223,0.137958854376765,NA,0.0128354725787632,0.02,-0.00694444444444442,0.0202312138728322,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/09",NA,94.3,101.9,99.957,100.131,-9.9,NA,NA,5.7,0.013036913369588,0.0612019120379068,8.41,7.5,-0.288659793814433,NA,-0.105720325226713,-0.029532967032967,0.105928853754941,NA,0.00930232558139532,-0.0114942528735632,0.0202224469160768,0.0158273381294962,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/10",NA,94.4,102,99.95,100.152,-9.1,NA,NA,5.7,0.132952777797329,0.151530728809687,8.31,7.5,-0.442687747035573,NA,-0.0835530232162598,-0.0321367521367522,0.0770735524256652,NA,0.00813008130081294,-0.0238095238095239,0.0327868852459017,0.0257510729613732,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/11",NA,95.4,101.8,99.941,100.148,-9.3,NA,NA,5.6,0.110276166687834,0.129128891501436,8.28,7.5,-0.36056338028169,NA,-0.106078558340107,0.039331709014967,0.0308710033076074,NA,0.00813008130081294,-0.0160550458715597,0.0253292806484295,0.0315186246418337,0.779999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991/12",-59,93.4,101.8,99.929,100.112,-9.8,NA,NA,5.7,0.0566533112718621,0.0931096397710696,8.2,8,-0.371382636655949,NA,-0.0764495645234047,0.0274725274725276,-0.00517943026267109,NA,0.00696864111498274,-0.0219146482122261,0.02920443101712,0.0314735336194563,0.199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/01",-49.2,94,102,99.914,100.045,-10.6,NA,-0.0107526881720431,7.6,0.128555387883252,0.16452394261226,7.94,8,-0.38474870017331,-0.0273972602739726,-0.0293534939394356,-0.0361166335321405,-0.0122591943957969,NA,0.00695249130938591,-0.0185830429732868,0.0259481037924152,0.0568513119533529,-0.0599999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/02",-41.1,96,101.7,99.879,99.943,-9.4,NA,0.0169286577992744,7.4,0.184015534416162,0.212382984581498,7.88,8,-0.119904076738609,0.0200573065902581,-0.0818490563469431,0.0283812193412756,0.0429745889387145,NA,0.0104408352668213,-0.0070257611241219,0.0178394449950445,0.058055152394775,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/03",-41.7,94.8,98.6,99.811,99.798,-11.8,NA,-0.00365408038976855,7.4,0.15238603847726,0.142390387858347,7.94,8,-0.1425,-0.00563380281690151,-0.0678650662722566,0.0485402743580725,0.0196078431372548,NA,0.00926998841251447,-0.00815850815850816,0.017892644135189,0.062409288824383,-0.0599999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/04",-26.5,94.3,96.4,99.713,99.608,-15.1,NA,0.00368550368550369,7.5,0.121158392434988,0.0703904851482144,7.94,8,0.0509915014164308,-0.0115440115440115,0.0217256216029136,0.167177914110429,0.0968726163234173,NA,0.00807381776239913,-0.0196078431372549,0.028,0.0621387283236994,-0.0599999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/05",-4,94.8,95.2,99.582,99.37,-16.8,NA,0.0099750623441397,7.6,0.0798610029954103,0.0776021657344188,7.96,8,0.0127226463104326,-0.0261627906976744,0.0307175275217111,-0.0328326929793922,-0.0685733976567884,NA,0.00923787528868369,-0.0196304849884525,0.0290000000000001,0.0619596541786742,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/06",3.2,92.8,95.4,99.414,99.083,-13.8,NA,-0.0454545454545454,7.6,0.0614068744060303,0.052956499336851,8.12,8,0.117333333333333,-0.0629470672389129,0.0781752670184017,-0.0441605839416057,-0.0766172750271052,NA,0.00807381776239913,-0.0264672036823936,0.0350701402805611,0.0587392550143269,0.119999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992/07",-5.6,89.7,95.9,99.208,98.751,-12.6,NA,-0.0357142857142858,7.8,0.080642382476003,0.043801652892562,8.14,8.75,0.0989304812834226,-0.06158357771261,0.192002757669769,0.0170612813370474,-0.000704225352112675,NA,0.0046029919447641,-0.0344827586206896,0.04004004004004,0.0495750708215297,-0.609999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.856307898569996,NA
"1992/08",-36.8,86.8,92.7,98.969,98.392,-12.9,NA,-0.0162297128589263,7.8,-0.0171642342964204,-0.0157808219178083,7.99,8.75,0.0413436692506459,-0.100139082058414,0.182168494475924,-0.02751677852349,-0.0794044665012408,NA,0.00460829493087567,-0.0380622837370241,0.0449550449550449,0.0495750708215297,-0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10297874586404,NA
"1992/09",-32.1,83.7,88.6,98.709,98.04,-15.8,NA,-0.0176544766708701,7.8,-0.0798322891799862,-0.0697692716221797,7.65,8.25,-0.0338164251207729,-0.0468521229868228,0.233548730608195,0.00601556970983719,-0.0682630450321658,NA,0.00345622119815658,-0.036046511627907,0.041625371655104,0.0495750708215297,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24366764597495,NA
"1992/10",-53.9,80.7,85,98.441,97.73,-18.1,NA,-0.0395061728395062,7.9,-0.0780246269305799,-0.0486880611080799,7.38,8.25,-0.0406619385342789,-0.119081779053085,0.109482051995855,0.0102437301306959,-0.0443152924082819,NA,0.00230414746543772,-0.0360046457607432,0.0396825396825398,0.0334728033472802,-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12289582965414,NA
"1992/11",-59.3,77.8,80.3,98.182,97.496,-22.6,NA,-0.0647130647130648,8,-0.0641733659559595,-0.0190819442358713,7.31,8.25,-0.144493392070485,-0.125528913963329,0.00816078047577573,-0.102143335565975,-0.0759358288770053,NA,0.00345622119815658,-0.0291375291375291,0.0335968379446638,0.0333333333333334,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07743217220498,NA
"1992/12",-62.2,77.7,80.4,97.951,97.355,-26.2,NA,-0.0770171149144254,8.1,-0.000355885702453596,0.0376051002494686,7.29,8.25,-0.0501278772378517,-0.115760111576011,-0.0351595668738117,-0.0858957219251337,0.000371885459278465,NA,0.00461361014994233,-0.0188679245283018,0.0244618395303327,0.0332871012482663,-0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.977402689768,NA
"1993/01",-49.7,77.4,80.8,97.755,97.282,-25.7,NA,-0.0990338164251208,8.2,-0.0208684520716359,0.0335099999999999,7.16,8.25,0.0152112676056337,-0.122535211267606,-0.115252411427437,-0.119284977655552,-0.147163120567376,NA,0.00230149597238194,-0.0177514792899408,0.0204280155642025,0.0455172413793103,-1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.983427054815773,NA
"1993/02",-36.8,78.7,81,97.612,97.267,-24.5,NA,-0.127229488703924,8.3,-0.0614857224054327,-0.00517595405039695,6.93,8,0.017983651226158,-0.150280898876405,-0.0883153080361445,-0.0272572402044293,-0.0906485130777499,NA,0,-0.0200471698113208,0.0204479065238559,0.0480109739368999,-1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57862128735401,NA
"1993/03",-29.4,78.8,79.8,97.529,97.312,-27.5,NA,-0.101466992665037,8.4,-0.0268441016780423,0.0523018728665003,6.63,7.5,0.105539358600583,-0.161473087818697,-0.0751861345050653,-0.118752096611875,-0.15021770682148,NA,0,-0.0223266745005875,0.0224609375,0.0464480874316939,-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6614364256405,NA
"1993/04",-24.1,79.7,81,97.504,97.409,-22.9,NA,-0.107711138310894,8.5,-0.0209219235049494,0.0677173389268404,6.66,7.25,0.0183288409703504,-0.132846715328467,-0.0478855673515892,-0.134691195795007,-0.143602225312935,NA,-0.00343249427917636,-0.0282352941176471,0.0252918287937745,0.0448979591836733,-0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55353299044758,NA
"1993/05",-14,80.7,81.2,97.535,97.554,-23.7,NA,-0.0987654320987654,8.7,-0.0604776157275249,0.0318737242659624,6.8,7.25,-0.0437185929648239,-0.0940298507462686,-0.0399113250956074,-0.0465872156013002,-0.124306326304107,NA,-0.00343249427917636,-0.0294464075382803,0.0272108843537415,0.0434192672998643,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59337820656694,NA
"1993/06",-7.6,78.1,80.5,97.618,97.737,-23.6,NA,-0.0927318295739348,8.8,-0.0991302123305193,0.00348880411044572,6.79,7.25,-0.126491646778043,-0.0870229007633588,-0.0668228203138986,-0.00229095074455909,-0.0841487279843445,NA,-0.00228832951945079,-0.0224586288416074,0.0203291384317523,0.0433017591339646,-0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.9446060001412,NA
"1993/07",24.3,78.7,80.3,97.751,97.949,-26.2,NA,-0.0932311621966794,9.1,-0.0282589138282486,0.103549590285131,6.61,6.75,-0.174209245742093,-0.0546875,-0.166584378394391,-0.105785689832249,-0.153981677237491,NA,0.00114547537227949,-0.00714285714285712,0.00866217516843104,0.0458839406207827,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95929516467926,NA
"1993/08",26.8,80.5,82.1,97.926,98.182,-25.3,NA,-0.0596446700507615,9.2,0.138188134519756,0.26113714812078,6.39,6.75,-0.172704714640198,-0.0695517774343122,-0.215858061410446,-0.0741890959282264,-0.0539083557951482,NA,0.00114678899082565,-0.00359712230215836,0.0047801147227533,0.0458839406207827,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.83033602223335,NA
"1993/09",29.6,82.9,83,98.132,98.422,-23.4,NA,-0.0590500641848525,9.4,0.263304141700138,0.382453691956356,6.12,6.25,-0.177,-0.0384024577572963,-0.231774869692035,-0.0517059444249033,-0.0552359033371692,NA,0,-0.00965018094089276,0.00951474785918172,0.0445344129554657,-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09940701715285,NA
"1993/10",31.1,83.6,83.3,98.368,98.672,-26.7,NA,-0.0526992287917737,9.6,0.288444303686583,0.342575888713933,5.94,5.75,-0.156234598324298,0.00814332247557004,-0.169268727870863,-0.0440559440559442,-0.0843785632839225,NA,0.00229885057471257,-0.00963855421686743,0.0124045801526718,0.0445344129554657,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547871810821253,NA
"1993/11",19.6,84.9,84.3,98.633,98.946,-27,NA,-0.0456919060052219,9.6,0.400354482299653,0.388838424560365,5.86,5.75,-0.173532440782698,-0.00161290322580643,-0.121673061929586,0.0171577769488998,-0.0266203703703705,NA,0.00229621125143509,-0.0084033613445379,0.0105162523900575,0.0416666666666665,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5880541908004,NA
"1993/12",29.6,86,85.3,98.93,99.255,-25.6,NA,-0.0211920529801324,9.6,0.352762979888536,0.33311566241219,5.83,5.75,-0.212708669897684,0.0126182965299686,-0.120218068535826,0.0248628884826325,-0.0881040892193308,NA,0.00574052812858783,-0.00600961538461542,0.0114613180515759,0.0429530201342283,0.0800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85476359916096,NA
"1994/01",37.2,89.1,86.7,99.252,99.598,-24.6,NA,-0.0120643431635388,9.7,0.467900715187211,0.39419067062728,5.77,5.75,-0.252497225305216,-0.0176565008025681,-0.0987527736167964,0.0694769711163152,0.017047817047817,NA,0.00688863375430548,-0.00120481927710836,0.00857959961868437,0.0303430079155673,0.0199999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.6419279749573,NA
"1994/02",44,91.7,89.2,99.587,99.964,-24.5,NA,0.0190735694822888,9.7,0.375047313835827,0.382568912055092,5.97,5.25,-0.182012847965739,0.0446280991735537,-0.0749497922578442,-0.0199649737302977,-0.00354609929078009,NA,0.00688863375430548,-0.00120336943441635,0.00763358778625944,0.0301047120418847,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55012378673759,NA
"1994/03",61.7,93.3,92.4,99.922,100.33,-18.9,NA,0.0108843537414967,9.7,0.215232664099474,0.204666006189779,6.29,5.25,-0.282700421940928,0.10304054054054,-0.0567424442391449,0.0913589645984012,0.124252775405636,NA,0.00688863375430548,-0.00360576923076916,0.0105062082139447,0.0287206266318538,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.90819071176784,NA
"1994/04",78.5,95.5,94.3,100.246,100.674,-15.7,NA,0.0315500685871055,9.8,0.276104045274531,0.210682807688223,6.43,5,-0.276866066701959,0.0942760942760943,-0.0620426447163085,0.100987091875474,0.0308566788469347,NA,0.00688863375430548,0.00484261501210659,0.00284629981024676,0.0273437500000002,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.94458502976157,NA
