,m,month,year,ym,IS.M,IS.D,IS.3M,IL.3,IL.5,IL.10,SPR.C.G,SPR.10Y.M,SPR.10Y.D,SPR.10Y.3M,SPR.1D.M,EX,EXR,DAX,VOLA1,VOLA2,HWWA.E,HWWA.EX,HWWA,ZEW,GFK.EXP,ALQ,VAC,CAPA,FAZ,OIL,OECDL1,OECDL3,OECDL2,IFO.C,IFO.EXP,IFOM.C,IFOM.EXP,IFOMI.C,IFOMI.EXP,IFOMV.C,IFOMV.EXP,IFOWH.C,IFOWH.EXP,ESI.INDU,ESI.SERV,ESI.C,ESI.TRADE,ESI.CTR,ESI,ECBS2,ECBS3,ECBS4,ECBS5,ECBS6,ECBS7,ECCS99,ECCS1,ECCS2,ECCS3,ECCS4,ECCS5,ECCS6,ECCS7,ECCS8,ECCS9,ECCS10,ECCS11,ECCS12,rword,rword_sc,perc_dif.zeit.eco,perc_pnword.zeit.eco,perc_nword.zeit.eco,perc_pword.zeit.eco,npword.zeit.eco,nnword.zeit.eco,nword.zeit.eco,pvalue.zeit.eco,nvalue.zeit.eco,rpvalue.zeit.eco,rnvalue.zeit.eco,rvalue.zeit.eco,perc_dif.zeit,perc_pnword.zeit,perc_nword.zeit,perc_pword.zeit,npword.zeit,nnword.zeit,nword.zeit,pvalue.zeit,nvalue.zeit,rpvalue.zeit,rnvalue.zeit,rvalue.zeit,qdap_value,qdap_nword,sent_nneg,sent_npos,sent_negv,sent_posv,sent_nwords,sent_val,posextind,negextind,valuext,qdap_value_median,qdap_nword_median,sent_nneg_median,sent_npos_median,sent_negv_median,sent_posv_median,sent_nwords_median,sent_val_median,posextind_median,negextind_median,valuext_median,qdap_value_rel,sent_negv_rel,sent_posv_rel,sent_val_rel,posextind_rel,negextind_rel,valuext_rel,qdap_value_rel_50,sent_negv_rel_50,sent_posv_rel_50,sent_val_rel_50,posextind_rel_50,negextind_rel_50,valuext_rel_50,qdap_value_rel_sd,sent_negv_rel_sd,sent_posv_rel_sd,sent_val_rel_sd,posextind_rel_sd,negextind_rel_sd,valuext_rel_sd,qdap_value_total,sent_negv_total,sent_posv_total,sent_val_total,posextind_total,negextind_total,valuext_total,qdap_rel_val_total,qdap_value_rela_25,qdap_value_rela_mean,qdap_value_rela_50,qdap_value_rela_75,qdap_value_rela_sd,qdap_value_rel_sum,qdap_negator_rel_val_total,qdap_negator_value_rel_25,qdap_negator_value_rel_mean,qdap_negator_value_rel_50,qdap_negator_value_rel_75,qdap_negator_value_rel_sd,qdap_negator_value_rel_sum,Notrend,Rising,Falling,Volume,Badrising,Otherrising,MT_all,MT_monetary,MT_inflation,MT_all_climate,MT_monetary_climate,MT_inflation_climate,ALL_Genios_Deflation,ALL_Genios_der_CountryDeutschland,ALL_Genios_der,ALL_Genios_Inflation_CountryDeutschland,ALL_Genios_Inflation,ALL_Genios_inflationär,ALL_Genios_Inflationsangst,ALL_Genios_Inflationsbekämpfung,ALL_Genios_Inflationsdruck,ALL_Genios_Inflationsrate,ALL_Genios_Inflationsrisiko,ALL_Genios_Kaufkraft,ALL_Genios_Kaufkraftverlust,ALL_Genios_Preisanstieg,ALL_Genios_Preisniveau,ALL_Genios_Preisstabilität,ALL_Genios_Preissteigerung,ALL_Genios_Stagflation,ALL_Genios_steigendePreise,ALL_Genios_Teuerung,ALL_Genios_Teuerungsrate,ALL_Genios_Verteuerung,IWord,DWord,Preisanstieg,Steigende_Preise,Preissteigerung,Teuerung,Teuerungsrate,Verteuerung,Preisstabilitaet,Kaufkraft,Kaufkraftverlust,Inflationsrate,inflationaer,Inflationsrisiko,Preisniveau,Inflationsbekaempfung,Inflationsangst,Inflationsdruck,Stagflation,AllinflationWords,FirstPC_genios_indicators,FirstPChighly,qdap_negator_value_rel_infl_mean,qdap_value_rel_infl_mean,And_Or,Inflation_only,MT.de,MT.de.present,MT.de.future,MT.de.taxation,MT.de.cycle,MT.de.labor,MT.de.budget,MTI_All,MTI_Present,MTI_Future,MTI_Monetary,MTI_Inflation,MTI_Taxation,MTI_Cycle,MTI_Labor,MTI_Budget
713,5,5,2007,2007-05,3.79,2.7,4.07,4.26,4.27,4.28,0.44,0.49,1.58,0.21,-1.09,112.3607,104.0162,5156.24,16.34,11.87,80.9,90.5,84.4,24,5.7,9.1,445439,68.4,2115.12,50.2504,101.742,101.5249,99.79129,18.6,11.7,27.2,13.2,28.26,12.7,30.15,12.68,21.71,18.31,9.5,20.3,10.2,-1.7,-26.2,110.9,15,8.4,1.9,15.4,10.8,4.9,10.2,-4.5,0.6,19.5,14.7,35.5,21.1,-18.6,-5,-23.7,50.6,6.7,24.9,2.966666667,0.02417999,0.026152642,0.094754799,0.034301079,0.06045372,19.66961897,11.18329846,313.5848122,1.230617779,-3.211156056,0.065715822,-0.268897228,-0.058241507,0.016525094,0.096405206,0.039940056,0.05646515,18.52055165,12.83089919,311.329314,1.2718921,-3.645244677,0.067092892,-0.275729639,-0.07824008,-0.005465517,819.4390244,16.73170732,27.22222222,-4.691140108,2.214759079,821.4769648,-2.47638103,1.721348238,-3.796617615,-2.075269377,-0.002507314,613,12,20,-3.2205,1.5375,615,-1.4536,1.2702,-2.9363,-1.3833,-2.58E-05,-0.005501216,0.002790187,-0.002711029,0.002166174,-0.004566712,-0.002400538,-1.25E-07,-0.004964466,0.002408478,-0.002369162,0.001986232,-0.004230876,-0.002083329,0.000217341,0.003658505,0.002013807,0.004235111,0.001541296,0.00291494,0.003290034,-1.39E-05,-0.005642586,0.002782773,-0.002859814,0.002149887,-0.004545666,-0.002395779,-0.002271515,-0.004734043,-0.002385981,-0.001932817,0.000790419,0.00461618,-251.03652,-0.002393316,-0.004567381,-0.002444505,-0.001803761,0.000328813,0.004548578,-264.49732,2,1,0,3,0,1,0.268987342,0,0,100.2814814,100,100,46,277387,867930,643,2119,79,7,16,95,457,28,864,32,373,542,177,191,22,189,344,105,351,0.244144113,0.005299967,0.042975816,0.02177595,0.022006383,0.039634533,0.01209775,0.040441049,0.02039335,0.099547199,0.003686933,0.052654016,0.009102117,0.003226067,0.062447432,0.001843467,0.000806517,0.010945583,0.002534767,0.695563006,3.018268214,-1.693840552,-0.000161801,-0.000152505,2.69572431,0.373071561,27.06270627,26.13065327,30.20833333,-14.70588235,81.13207547,11.11111111,58.62068966,26.89873418,25.60386473,30.69306931,0,0,57.62711864,75.40983607,11.76470588,0
714,6,6,2007,2007-06,3.96,2.7,4.15,4.52,4.55,4.56,0.38,0.6,1.86,0.41,-1.26,111.8289,103.36,5237.97,19.2,18.07,86.7,90.1,87.2,20.3,7.4,9,453724,68.2,2213.62,52.5685,101.6998,101.488,99.84642,15.3,8.7,23.66,9.25,26.99,10.86,24.63,7.57,16.48,15.2,10.8,19.4,9.2,-3.5,-26.9,111,14.8,10.5,0.5,18,14.7,5.2,9.2,-4.2,1,21,14.1,33.6,19.1,-17.2,-1.8,-24.7,49,4.4,25,2.715412186,0.02404135,0.024167964,0.088992323,0.03241218,0.056580143,18.38047619,10.59238095,306.2352381,1.404753095,-3.123032905,0.066498327,-0.251490912,-0.062309993,0.012240729,0.095743619,0.041751445,0.053992174,17.75828027,13.47626171,317.5409694,1.354698522,-3.870418701,0.073376183,-0.272094583,-0.087657261,-0.006000069,791.1621622,16.77702703,26,-4.592308784,2.227714527,794.1486486,-2.364594257,1.732878378,-3.748235135,-2.015356757,-0.007420105,623,13,19,-3.3135,1.575,625.5,-1.5731,1.2648,-2.85495,-1.5042,-4.31E-05,-0.005477072,0.002954656,-0.002522416,0.002357043,-0.004702089,-0.002345046,-2.09E-05,-0.005066436,0.002832466,-0.001835655,0.002272539,-0.004241904,-0.00196472,0.000206699,0.003775866,0.002051038,0.004206941,0.001809551,0.003285629,0.003632834,-1.13E-05,-0.005441054,0.003090498,-0.002350556,0.002351643,-0.004436498,-0.002084855,-0.001876844,-0.005130078,-0.002143764,-0.001969303,0.001179961,0.004696859,-155.50776,-0.001853639,-0.004987282,-0.002195984,-0.001831408,0.001099519,0.004634395,-153.58508,6,2,0,8,2,0,0.122186495,-0.444444444,-0.375,100.1121598,99.58329847,99.58329847,53,273665,888758,588,2320,76,33,31,118,440,30,869,26,397,383,293,235,6,150,441,194,370,0.261038438,0.005963378,0.044669078,0.016877485,0.026441393,0.049619807,0.021828214,0.04163113,0.032967354,0.097776898,0.002925431,0.04950729,0.008551259,0.003375497,0.043093846,0.003488014,0.003713047,0.013276955,0.000675099,0.727419613,2.659485398,-1.442061303,-0.00016679,-0.000170128,2.754180553,0.401571631,14,17.4863388,8,-25,71.73913043,0.819672131,37.03703704,12.21864952,14.43298969,8,-44.44444444,-37.5,37.03703704,71.73913043,-1.550387597,-44.44444444
715,7,7,2007,2007-07,4.06,3.19,4.22,4.5,4.51,4.5,1,0.44,1.31,0.28,-0.87,112.434,103.8037,4961.15,24.86,21.24,91.5,89.2,92.4,10.4,8.4,8.9,455324,68.2,2220.72,55.2325,101.6295,101.4264,99.87132,15.6,7.4,25.08,10.75,30.56,15.52,25.73,9.5,10.66,4.26,9.3,19,9,-1.8,-25.2,110.2,14.1,10.1,1.7,15.6,13.1,6.7,9,-2.7,0.5,20.7,14.2,32.9,16.7,-17.1,-4.1,-24.6,49.8,4.3,24.5,1.685714286,0.012256989,0.026130828,0.095416792,0.034642982,0.06077381,18.61759311,10.48800967,287.2670542,1.474862262,-3.124137629,0.073258144,-0.275263317,-0.060330685,0.015531701,0.09724452,0.04085641,0.05638811,17.3391804,12.11776903,292.3561254,1.281936201,-3.488124107,0.069083611,-0.270289618,-0.075054581,-0.001350572,781.2996516,15.57839721,25.29965157,-4.3875,2.134467944,784.3623693,-2.253032056,1.679519512,-3.560483972,-1.88096446,-8.30E-05,568,10,18,-2.9719,1.3751,572,-1.3571,1.1748,-2.5807,-1.2213,6.98E-06,-0.004939426,0.002764575,-0.002174851,0.002212993,-0.004230395,-0.002017402,1.27E-06,-0.004480635,0.002382196,-0.001921654,0.001901343,-0.003785027,-0.00168888,0.000138098,0.002982352,0.00223167,0.003487674,0.00189341,0.002515683,0.002931101,4.68E-06,-0.00524954,0.002977457,-0.002272083,0.002305516,-0.004294971,-0.001989455,-0.001951315,-0.003910749,-0.001846021,-0.001822297,0.000134131,0.003992537,-162.22844,-0.001943674,-0.003803871,-0.001871956,-0.00174205,0.000318195,0.003870712,-161.59314,5,3,0,8,3,0,0.078167116,-0.6,-0.75,100.0869641,99.39979879,99.26664428,52,273635,873975,785,2459,74,4,33,67,417,24,871,24,554,488,268,268,3,249,363,187,349,0.281358162,0.005949827,0.063388541,0.028490517,0.030664493,0.041534369,0.021396493,0.039932492,0.030664493,0.099659601,0.002746074,0.047713035,0.008467061,0.002746074,0.055836837,0.003775852,0.000457679,0.007666123,0.000343259,0.772790984,2.461890637,-0.87090217,-0.000210015,-0.000217906,2.584398867,0.401956578,7.202216066,15.38461538,1.769911504,-30.23255814,53.84615385,12.87128713,7.272727273,7.81671159,16.52173913,0.877192982,-60,-75,7.01754386,55.55555556,12.26415094,-60
716,8,8,2007,2007-08,4.05,3.19,4.54,4.2,4.25,4.3,1.3,0.25,1.11,-0.24,-0.86,112.401,103.4705,4996.5,22.6,17.2,85.2,86.4,88.5,-6.9,8.3,8.8,450146,68.3,2123.23,52.3674,101.5527,101.3592,99.88715,14.3,6.4,23.76,9.01,29.43,11.43,22.75,7.01,8.62,4.29,8.2,22.7,4.4,-5.1,-24.6,109.4,14.9,10.8,2.1,11.8,15.2,4.9,4.4,-5.4,-1.3,19.2,9.8,46.5,35.9,-4.8,-7,-24.3,48.9,4.3,23.6,2.683154122,0.016500245,0.020974015,0.087795559,0.033410772,0.054384787,17.32497882,11.35382274,305.5995084,1.249531862,-3.142304517,0.070636765,-0.237645459,-0.053286091,0.01368923,0.089019677,0.037665224,0.051354454,16.74888272,12.90900603,316.0498911,1.317125513,-3.548083506,0.079747161,-0.24945721,-0.063800399,-0.007578439,835.3019481,16.90584416,24.76298701,-4.686533442,2.171923052,837.5909091,-2.51461039,1.737020779,-3.747807792,-2.010787013,-0.000479883,654.5,12,20,-3.092,1.4316,656.5,-1.4782,1.21925,-2.8527,-1.41705,1.00E-05,-0.005410864,0.002648812,-0.002762051,0.002184594,-0.004465571,-0.002280976,3.24E-06,-0.0047,0.002460253,-0.002240519,0.002097748,-0.003901208,-0.002120721,0.000181196,0.00383781,0.001853869,0.004168687,0.001577078,0.003325237,0.003572224,3.30E-06,-0.005608878,0.002818274,-0.002790603,0.002237906,-0.004445725,-0.002207819,-0.002109891,-0.004599332,-0.002135247,-0.001968889,0.001013383,0.005384836,-199.3552,-0.002063825,-0.004668435,-0.002154049,-0.001977025,0.000855282,0.004784839,-195.00254,6,7,0,13,7,0,-0.096692112,-0.583333333,-0.615384615,99.91537394,99.68131037,99.20811459,48,295800,910367,1399,3073,97,4,20,62,793,18,1120,42,1039,630,289,588,3,391,558,250,670,0.337556172,0.005272599,0.114129796,0.042949711,0.064589336,0.061293962,0.027461452,0.073596692,0.031745439,0.123027307,0.004613524,0.087107727,0.010655044,0.001977225,0.06920286,0.002196916,0.000439383,0.00681044,0.000329537,1.064955122,-0.172961345,1.644114507,-2.33E-05,-3.06E-05,2.772947613,0.516714688,-9.230769231,-11.4893617,-4.6875,0,3.125,-16,43.75,-9.669211196,-12.23628692,-4.6875,-58.33333333,-61.53846154,43.75,1.515151515,-16.66666667,-58.33333333
717,9,9,2007,2007-09,4.03,3.19,4.74,4.09,4.16,4.22,1.51,0.19,1.03,-0.52,-0.84,113.2635,104.2599,5142.6,18.36,16.36,90.4,87.1,94.8,-18.1,7.3,8.7,436399,69.3,2143.53,55.1692,101.4896,101.304,99.91378,12.6,5.3,22.1,8.84,26.74,11.87,20.98,4.65,12.67,9.62,6.5,17,2.3,-11.5,-24.6,106.7,10.8,9.6,3.2,11.8,11.9,4.2,2.3,-5.3,-2.2,16.1,6.1,49.6,33.9,-1.7,-10.5,-26.3,49.7,3.5,24.5,5.71483871,0.044970168,0.023951322,0.091743003,0.03389584,0.057847162,20.82978109,12.32645688,344.2004915,1.686463226,-3.634156156,0.070526143,-0.266428661,-0.060199314,0.011289938,0.095426212,0.042068137,0.053358075,19.37215707,14.72282853,354.5713935,1.474180262,-4.164338455,0.069830526,-0.268085592,-0.078472737,-0.007011709,916.0085837,18.88841202,29.12017167,-5.155798283,2.597206867,918.6137339,-2.558591416,2.052048498,-4.163683262,-2.111634764,-0.005599732,801,14,23,-3.6479,1.8818,803,-1.6638,1.4638,-3.1435,-1.6069,-1.49E-05,-0.005158202,0.002825701,-0.002332501,0.002294044,-0.004451064,-0.00215702,-1.36E-05,-0.004760781,0.002664439,-0.0021438,0.002192605,-0.004149321,-0.001909099,0.000229018,0.003040569,0.001939861,0.003309507,0.001705566,0.002535825,0.002979671,-1.43E-06,-0.005285469,0.003228285,-0.002057184,0.002549215,-0.004365206,-0.001815992,-0.001652796,-0.004072311,-0.002125564,-0.002002043,-0.000105511,0.004276257,-158.8601,-0.001661452,-0.004325775,-0.002120418,-0.001916364,-2.22E-06,0.004191757,-159.6921,4,6,0,10,5,1,-0.024390244,-0.571428571,-0.8,99.97088564,99.12492119,99.14275422,43,295256,901885,1014,2862,71,19,45,88,653,29,1043,56,635,482,322,419,16,384,548,242,638,0.317335359,0.004767792,0.07040809,0.04257749,0.046458251,0.060761627,0.026832689,0.070740726,0.035703,0.115646673,0.006209217,0.07240391,0.007872401,0.003215488,0.053443621,0.00498955,0.002106699,0.009757342,0.001774062,0.953003986,0.696038344,0.052256005,-0.000318968,-0.000316825,2.752679111,0.4777771,-2.867383513,-7.058823529,1.075268817,-12.19512195,28.125,6.666666667,32.43243243,-2.43902439,-6.896551724,1.075268817,-57.14285714,-80,32.43243243,32.43243243,5.194805195,-57.14285714
718,10,10,2007,2007-10,3.94,3.19,4.69,4.15,4.21,4.28,1.35,0.34,1.09,-0.41,-0.75,114.0599,104.809,5245.77,18.79,12.82,95.2,87.6,100.9,-18.1,6.4,8.6,420564,68.6,2216.69,57.7252,101.4482,101.2677,99.95896,12.4,3.6,22.21,6.94,30.73,12.02,20.45,3.09,7.09,2.17,4.5,17.7,2.9,-9.5,-23.7,106,9.3,7.1,4,8.3,12.1,1.6,2.9,-7,-2.7,14.6,7.1,57.1,31.5,-7.1,-13.5,-22.5,48.6,0.3,23.5,10.62727273,0.082764066,0.025748016,0.092821277,0.033536631,0.059284647,18.02306548,10.88135302,297.1646635,1.469460022,-3.003464955,0.074818387,-0.262943279,-0.051353391,0.019881923,0.096650647,0.038384362,0.058266285,20.51765493,14.59910962,349.4503695,1.604955158,-3.991415105,0.079205083,-0.266302606,-0.05844437,-0.004838337,934.0670732,19.08231707,30.25914634,-5.127108537,2.728607927,935.5762195,-2.39850061,2.178518598,-4.216367073,-2.037848476,2.67E-05,776.5,14,24,-3.64575,1.93345,778,-1.27715,1.5882,-3.1216,-1.31135,-2.68E-05,-0.004942221,0.00274378,-0.002198441,0.002243276,-0.004380523,-0.002137247,-1.28E-05,-0.0046375,0.002575163,-0.001966777,0.002140936,-0.004259898,-0.002036,0.000188491,0.003439856,0.001873351,0.004098405,0.001673946,0.00303745,0.00366744,-1.89E-05,-0.00537369,0.003006572,-0.002367118,0.002348759,-0.00455429,-0.00220553,-0.002026034,-0.004784627,-0.002040076,-0.001700459,0.000608202,0.004404049,-237.50386,-0.002021748,-0.004485679,-0.002003694,-0.001830461,0.000573026,0.004290081,-237.0014,7,16,0,23,11,5,0.070621469,-0.695652174,-0.695652174,100.0805978,99.28288929,99.28288929,54,316995,969467,974,3054,105,84,42,130,861,31,1204,48,903,682,343,446,20,387,734,319,630,0.315018459,0.005570071,0.093143965,0.039918842,0.04600466,0.075711706,0.032904679,0.064984161,0.035380266,0.124191953,0.004951174,0.088811687,0.010830694,0.003197633,0.070347933,0.004332277,0.008664555,0.01340943,0.002062989,1.039437134,-0.243554466,0.606549579,-0.000200699,-0.000198494,2.952137618,0.483152083,8,4.017857143,15.625,-4.166666667,14.03508772,15.49295775,31.81818182,7.062146893,4,12.12121212,-69.56521739,-69.56521739,31.81818182,13.79310345,14.68531469,-69.56521739
719,11,11,2007,2007-11,4.02,3.19,4.64,3.92,4,4.09,1.38,0.07,0.9,-0.55,-0.83,115.896,106.3189,5148.5,19.22,18.07,103.7,84.2,110,-32.5,4.7,8.5,397569,69,2197.84,62.8231,101.4133,101.2372,100.0081,11.8,3.7,22.36,7.39,31.4,14.4,20.1,2.91,2.76,-3.09,4.8,11.2,1.9,-7.5,-22.5,104.8,7.5,5.4,5,12,11.8,4.7,1.9,-8.6,-2.2,13.9,4.1,62,30.2,-4.1,-18.5,-27.3,50.2,1.5,23.8,8.039296188,0.058579171,0.02877475,0.10049111,0.03585818,0.06463293,18.90464803,11.31463319,295.6823316,1.341478522,-3.004000795,0.070648329,-0.256146021,-0.048152315,0.019147821,0.099331404,0.040091791,0.059239612,19.09440559,14.20543827,326.9663533,1.386173559,-3.921017523,0.073307663,-0.26144142,-0.064674245,-0.006861151,902.99,19.28,28.16333333,-5.269546,2.381586,904.5333333,-2.88796,1.927906667,-4.293835333,-2.365928667,-0.003002321,715.5,15,22.5,-3.8895,1.65505,717.5,-2.10595,1.35605,-3.28885,-1.9336,5.64E-06,-0.005088121,0.002863739,-0.002224382,0.002294749,-0.004361517,-0.002066768,-3.76E-06,-0.00472362,0.002463629,-0.002006977,0.001961716,-0.004049687,-0.002008706,0.00016406,0.003223235,0.002033538,0.003942588,0.001824431,0.002660157,0.003261791,-1.03E-05,-0.005324332,0.002794681,-0.002529651,0.002200822,-0.004451943,-0.002251121,-0.002229077,-0.00434146,-0.002097584,-0.001794669,-3.05E-05,0.00401823,-231.8976,-0.00219941,-0.004368598,-0.002024348,-0.001653477,5.00E-05,0.003820803,-228.81118,5,16,0,21,9,7,-0.078239609,-0.590909091,-0.571428571,99.90408098,99.39156571,99.43328305,50,313341,964233,940,3264,111,24,33,139,1126,28,1549,106,880,632,334,441,61,445,957,399,632,0.338507394,0.005185469,0.091264248,0.046150671,0.045735834,0.09924987,0.04138004,0.065544324,0.034638931,0.160645819,0.010993194,0.116776754,0.01151174,0.002903862,0.065544324,0.003422409,0.002489025,0.014415603,0.006326272,1.162685782,-1.263849786,0.676150773,-7.22E-05,-7.87E-05,3.363294971,0.522591531,-7.01754386,4.048582996,-20.86956522,-40,5.309734513,18.27956989,-2.083333333,-7.82396088,4.365079365,-23.52941176,-59.09090909,-57.14285714,-2.083333333,4.310344828,18.75,-59.09090909
720,12,12,2007,2007-12,3.88,3.19,4.85,4.02,4.11,4.21,1.48,0.33,1.02,-0.64,-0.69,115.4661,105.7586,5277.23,17.41,14.5,102.8,85.3,107.9,-37.2,4.4,8.4,369088,68.9,2190.88,62.7599,101.365,101.1949,100.0413,9,1,20.34,5.24,28.17,10.28,18.92,1.23,2.25,0.17,4.7,10.2,1.4,-14.5,-22.6,104.3,7.1,6.3,5.9,12.8,12.8,6.6,1.4,-7.6,-1.9,10.2,0.8,65.4,26.8,-2.1,-15.2,-25.6,50.1,4.8,24.9,9.874011299,0.062943489,0.018156978,0.099901359,0.04087219,0.059029169,26.8275974,18.8974026,478.4224026,2.198765747,-5.395650682,0.0763737,-0.271064586,-0.068174349,0.015686852,0.10077838,0.042545764,0.058232616,26.90293503,19.20883746,466.4571794,2.029730974,-5.397264234,0.078643333,-0.270995999,-0.073928852,-0.019872745,1183.802469,24.44444444,39.04938272,-6.632054321,3.163658025,1185.098765,-3.468396296,2.500211111,-5.483664198,-2.983453086,-0.01032589,1231,24,39,-6.3676,3.0056,1233,-2.6943,2.4218,-5.5072,-2.6326,-6.77E-06,-0.005676216,0.002905168,-0.002771048,0.002300217,-0.004785327,-0.00248511,-7.60E-06,-0.0057125,0.002855899,-0.003013951,0.002294093,-0.004943182,-0.002745248,8.55E-05,0.002440765,0.000957225,0.002826904,0.000828677,0.001846141,0.002244259,-7.24E-06,-0.005777466,0.00289711,-0.002880356,0.002276657,-0.004763368,-0.002486711,-0.002718672,-0.004886551,-0.002767036,-0.003216591,-0.000283165,0.003387218,-119.36058,-0.002634211,-0.004543782,-0.002648781,-0.002557603,-0.000664763,0.003415596,-115.6524,6,13,0,19,10,2,-0.104529617,-0.6,-0.578947368,99.94231587,99.43076447,99.44998743,60,276559,906058,1042,3470,92,16,50,128,1305,31,1307,58,744,525,365,417,71,304,954,453,583,0.38297769,0.006622093,0.082113949,0.033551936,0.046023544,0.105291273,0.049996799,0.064344667,0.040284397,0.144251251,0.006401356,0.144030515,0.010153875,0.003421415,0.05794331,0.005518411,0.001765891,0.014127131,0.007836143,1.206655645,-1.153481711,0.730877544,-0.000696124,-0.000656437,3.140196323,0.582523415,-9.964412811,-16.16766467,5.555555556,-10.71428571,20,-17,-18.75,-10.45296167,-16.95906433,5.434782609,-60,-57.89473684,-18.75,20,-18.44660194,-60
721,1,1,2008,2008-01,4.02,3.32,4.48,3.72,3.87,4.03,1.78,0.01,0.71,-0.45,-0.7,116.0458,106.173,4470.89,29.35,40.3,103.2,93.5,111.2,-41.6,4.5,8.2,351628,68.7,2217.48,62.4387,101.2976,101.1359,100.0531,10.6,0.3,19.88,3.26,26.79,5.8,15.58,-2.95,8.45,-1.93,2.8,12,-0.8,-10.5,-21.6,103.3,5,3.8,6.8,10.1,14.5,2.7,-0.8,-8.1,-3.9,9,-1.8,63.9,31.3,-2.2,-9.5,-25.8,51.1,0.3,23,13.15090213,0.103857219,0.020281307,0.099350611,0.039534652,0.059815959,22.11068263,13.00173637,350.0896697,1.68742527,-3.834349435,0.070528886,-0.273501338,-0.070753706,0.019621666,0.095288856,0.037833595,0.057455261,22.79489752,14.84246772,386.0378732,1.82402191,-4.198935596,0.076323726,-0.274635707,-0.065328914,-0.009382413,893.6906907,18.31231231,28.82882883,-5.064858859,2.553060961,896.4954955,-2.511797898,1.983537838,-4.080987087,-2.097449249,-0.000647232,756,14,23,-3.8409,1.9473,757,-1.5839,1.6332,-3.3019,-1.4268,-2.84E-05,-0.006020104,0.00246353,-0.003556574,0.001960009,-0.004949707,-0.002989698,-1.01E-05,-0.005470944,0.002366091,-0.003048332,0.001906731,-0.004418123,-0.002441618,0.000162857,0.003951857,0.001450083,0.004522184,0.001263717,0.00313636,0.003684583,-2.47E-05,-0.006037856,0.002628296,-0.00340956,0.002081035,-0.00479954,-0.002718505,-0.002921176,-0.006730561,-0.003284884,-0.002842415,0.000245508,0.005262774,-321.5251,-0.002941205,-0.006803481,-0.003273727,-0.002656218,0.000241697,0.005111767,-323.7296,5,12,0,17,10,2,0.019230769,-0.555555556,-0.647058824,100.0442206,99.88447873,99.88447873,71,290969,1186091,1107,4400,108,41,67,142,1362,31,1642,73,896,731,291,528,106,367,1050,416,720,0.370966477,0.00598605,0.075542264,0.030941977,0.044515977,0.088526091,0.035073194,0.060703605,0.024534374,0.138437944,0.006154671,0.114830987,0.009105541,0.002613627,0.061631022,0.005648808,0.003456733,0.0119721,0.00893692,1.099578363,-0.281434761,0.368184494,-0.000673375,-0.000658459,2.981137198,0.549283318,1.290322581,2.252252252,6.153846154,-42.5,20.51282051,17.64705882,13.63636364,1.923076923,2.69058296,6.153846154,-55.55555556,-64.70588235,13.63636364,20.51282051,19.54022989,-55.55555556
722,2,2,2008,2008-02,4.03,3.32,4.36,3.45,3.68,3.95,2.05,-0.08,0.63,-0.41,-0.71,115.7968,105.4162,4402.65,28.39,25.65,107.9,100.1,116.7,-39.5,4.5,8,376477,74.2,1954.21,64.0862,101.1942,101.0454,100.0268,8.8,-1.3,17.04,0.68,26.34,6.13,14.28,-2.4,5.67,-1.88,3.2,11.6,-3.6,-6.4,-22.9,102.9,5.2,4.2,5.2,9.5,11.6,1.7,-3.6,-8.9,-3.4,4.6,-6,62.4,32.2,3.2,-8.5,-26.7,48.7,-1.8,23.5,33.10259122,0.20762434,0.011258777,0.09840678,0.043574001,0.054832779,16.93761447,12.29409913,295.7376946,1.335383242,-3.787553228,0.0851953,-0.306038732,-0.090340736,0.011175214,0.098004345,0.043414566,0.05458978,17.34683399,13.78535636,308.1393446,1.358100297,-3.977616783,0.082674895,-0.28401376,-0.079623607,-0.006659208,897.9749104,18.65232975,27.55913978,-5.086204659,2.513933333,900.6774194,-2.572271326,1.974539427,-4.060501434,-2.085962007,-0.003590481,678,14,21,-3.5526,1.7879,680,-1.3671,1.424,-3.0954,-1.3163,-3.16E-05,-0.006300678,0.00271017,-0.003590508,0.002206237,-0.005293791,-0.003087554,-7.70E-06,-0.005723926,0.002847479,-0.002936433,0.002266564,-0.004841134,-0.002820908,0.00019856,0.003566804,0.001592925,0.003813535,0.001383656,0.002882459,0.003122736,-1.41E-05,-0.00602291,0.003029452,-0.002993458,0.002351407,-0.004923492,-0.002572085,-0.002573485,-0.005870415,-0.003656349,-0.002927632,-0.000831451,0.00449728,-244.83876,-0.002518673,-0.005500084,-0.00352215,-0.002480038,-0.000338675,0.00459457,-239.624,2,3,0,5,3,0,-0.042857143,-0.333333333,-0.6,99.89326175,100.1211766,99.62429423,70,298969,1008479,1034,4443,109,17,333,130,1042,20,1332,73,707,835,231,427,96,308,1263,360,617,0.440564454,0.006941146,0.070105575,0.030541043,0.042340991,0.125238106,0.035697322,0.061181244,0.022905782,0.132080093,0.007238624,0.103323917,0.010808356,0.001983185,0.082797956,0.033020023,0.001685707,0.0128907,0.009519286,1.230863508,-1.576517387,1.291108423,-0.000549836,-0.000557824,3.372901171,0.646319854,-4.326923077,-5.625,-15.78947368,-41.93548387,34.375,-1.612903226,10.52631579,-4.285714286,-5.555555556,-15.78947368,-33.33333333,-60,10.52631579,34.375,-1.5625,-33.33333333
