"","m","month","year","ym","IFO-C","IFO-EXP","IFOM-C","IFOM-EXP","IFOMI-C","IFOMI-EXP","IFOMV-C","IFOMV-EXP","IFOWH-C","IFOWH-EXP","ESI-INDU","ESI-SERV","ESI-C","ESI-TRADE","ESI-CTR","ESI","ECBS2","ECBS3","ECBS4","ECBS5","ECBS6","ECBS7","ECCS99","ECCS1","ECCS2","ECCS3","ECCS4","ECCS5","ECCS6","ECCS7","ECCS8","ECCS9","ECCS10","ECCS11","ECCS12"
"447",3,"03",1985,"1985-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",4,"04",1985,"1985-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",5,"05",1985,"1985-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",6,"06",1985,"1985-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",7,"07",1985,"1985-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",8,"08",1985,"1985-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",9,"09",1985,"1985-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",10,"10",1985,"1985-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",11,"11",1985,"1985-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",12,"12",1985,"1985-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",1,"01",1986,"1986-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",2,"02",1986,"1986-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",3,"03",1986,"1986-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",4,"04",1986,"1986-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",5,"05",1986,"1986-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",6,"06",1986,"1986-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",7,"07",1986,"1986-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",8,"08",1986,"1986-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",9,"09",1986,"1986-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",10,"10",1986,"1986-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",11,"11",1986,"1986-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",12,"12",1986,"1986-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",1,"01",1987,"1987-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",2,"02",1987,"1987-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",3,"03",1987,"1987-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",4,"04",1987,"1987-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",5,"05",1987,"1987-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",6,"06",1987,"1987-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",7,"07",1987,"1987-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",8,"08",1987,"1987-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",9,"09",1987,"1987-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",10,"10",1987,"1987-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",11,"11",1987,"1987-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",12,"12",1987,"1987-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",1,"01",1988,"1988-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",2,"02",1988,"1988-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",3,"03",1988,"1988-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",4,"04",1988,"1988-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",5,"05",1988,"1988-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",6,"06",1988,"1988-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",7,"07",1988,"1988-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",8,"08",1988,"1988-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",9,"09",1988,"1988-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",10,"10",1988,"1988-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",11,"11",1988,"1988-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",12,"12",1988,"1988-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",1,"01",1989,"1989-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",2,"02",1989,"1989-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",3,"03",1989,"1989-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",4,"04",1989,"1989-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",5,"05",1989,"1989-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",6,"06",1989,"1989-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",7,"07",1989,"1989-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",8,"08",1989,"1989-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",9,"09",1989,"1989-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",10,"10",1989,"1989-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",11,"11",1989,"1989-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",12,"12",1989,"1989-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",1,"01",1990,"1990-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,0,6.5,-2.2,116.2,10.2,0,-1.8,12.5,17.9,7.8,0,2.4,3.1,12.3,5.3,23.6,31.3,27.4,2,-13.6,44.4,19,20.3
"506",2,"02",1990,"1990-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,-4,6.3,2.2,114.9,10.9,1.1,-0.8,11.2,14.6,8.1,-4,3.9,3.3,11.1,2.7,22.8,33.4,38.8,1.2,-15.2,46.7,16.7,20.1
"507",3,"03",1990,"1990-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,-4.7,5.2,0.3,115.9,12,-0.9,-4.7,11.5,12.3,4.5,-4.7,3.7,1.1,6.1,-4.1,23.5,40.8,36.4,-2.4,-14.4,48.1,20.6,20.8
"508",4,"04",1990,"1990-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,0.9,9,-0.9,117.5,12.5,-0.6,-3.5,13.2,16,4.6,0.9,2.9,2.4,10.6,0.4,17.9,41.1,18.4,-0.8,-14.3,46.1,19.3,21.1
"509",5,"05",1990,"1990-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,1.1,10.2,-3.5,117.3,12.2,-1.3,-4.3,9.8,14.5,4.7,1.1,4.2,3,10.9,1.1,18.9,42.7,20.4,1.5,-15.7,45.7,20.5,20.6
"510",6,"06",1990,"1990-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,0.5,18.8,-2.4,116.9,10.8,-3.2,-2.5,10.9,13.6,6.4,0.5,3.1,2.6,10.2,-0.4,20.7,42.4,18,-4,-14.7,44.8,17.6,19
"511",7,"07",1990,"1990-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,3.3,13.9,-4.6,119.1,14.4,-4.1,-4.4,13.1,12,6.6,3.3,3,2.7,12.2,5,18.8,40.8,16.4,-2,-15.4,48.8,22,22.2
"512",8,"08",1990,"1990-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.7,18.1,-2.4,119.2,12.4,-6.4,-7.6,10.1,13.4,6.7,0.7,3.7,2.7,10.3,2.6,19.2,42.8,25.7,-1.5,-14.9,50.4,23.4,21.5
"513",9,"09",1990,"1990-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,-4.7,19.4,-0.8,119.1,12.8,-10.5,-9,14.8,17,4,-4.7,0.9,0.3,0.1,-6.5,29.3,50.1,33.3,-8.7,-17.1,46.2,20.7,20.8
"514",10,"10",1990,"1990-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,-5.1,21.6,-1.4,117.4,13.4,-12.7,-7.9,11.6,18.4,4.1,-5.1,-0.9,-1.5,0,-6.8,30.3,51.6,28.4,-11.1,-17.4,43.7,16.2,19.6
"515",11,"11",1990,"1990-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,-4.1,21.5,1.4,118.6,12.5,-16.4,-7.8,12.5,14.9,4.3,-4.1,0.8,0.8,-1.8,-6.4,29.3,49.5,32.3,-8.9,-15.5,51.4,21.3,20.8
"516",12,"12",1990,"1990-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,-2.9,22.3,0.1,118.6,8.3,-23,-7.2,14.3,15.5,0.2,-2.9,0.6,0.6,2.2,-3.8,26.7,43.6,30.8,-12.3,-17.6,52.7,22.6,21
"517",1,"01",1991,"1991-01",12.7,1.9,11.05,-3.03,3.53,-16.3,9.49,-0.43,17.2,8.07,9.4,NA,-5.9,19.4,1.2,117.3,8.4,-24.6,-8.2,11.7,17.6,0.2,-5.9,0.4,-0.8,-1.5,-10.8,26.9,52.7,31.4,-13.5,-17.6,46.9,19.6,20.2
"518",2,"02",1991,"1991-02",12,1.3,11.1,-2.82,4.8,-16.6,10.42,0.63,15.77,8.12,6.6,NA,-8.3,15.6,-1.7,114.2,3.4,-26.9,-6.1,10.4,17.4,0.2,-8.3,0.3,-2.1,-4.5,-15.5,25.3,55.5,36.3,-12,-16.1,49.8,20.6,20.6
"519",3,"03",1991,"1991-03",10.1,-0.2,7.64,-4.11,5.75,-9.65,4.31,-3.31,12.09,3.64,3.8,NA,-12.1,17.8,-5.3,110.8,-1.4,-34.1,-3.8,8.9,18.5,-1.2,-12.1,-2.9,-7.2,-10.5,-15.8,28.7,57.9,43.1,-6.9,-19.3,51.5,17.9,20.5
"520",4,"04",1991,"1991-04",9.3,0.9,7.59,-1.05,5.52,-6.48,3.01,-2.68,11.61,-2.77,2.2,NA,-10.6,12.6,-10.9,109.4,-3.8,-33.5,-1.3,9.2,17.2,-6.2,-10.6,-2,-3.6,-10.2,-14.7,29,50,39,-9.8,-20.2,48.6,14.9,19.1
"521",5,"05",1991,"1991-05",7,-0.4,5.79,-2.88,5.24,-7.49,-0.93,-4.43,12.38,4.31,1.1,NA,-9.4,11.6,-12.9,109,-5.4,-35.3,0.9,9.7,18.3,-6.4,-9.4,-1.4,-2.9,-13.4,-12.5,31.4,53.5,39.4,-8.6,-17.7,47.6,17.4,18.6
"522",6,"06",1991,"1991-06",6,-2.4,3.68,-3.44,2.38,-11.56,-1.09,-3.24,7.77,-8.8,-1.2,NA,-8.4,12.9,-13.3,107.2,-6.9,-37.4,3,6.2,15.6,-6.3,-8.4,-3.1,-4.7,-15.9,-14.9,32.2,53.5,30.2,-10.2,-17.8,44.5,16.4,20.6
"523",7,"07",1991,"1991-07",4.1,-1.5,1.37,-3.94,2.12,-10.3,-5.07,-4.61,6.86,0.26,-3.2,NA,-14.7,14.2,-14.2,102.8,-9.8,-40.1,4.4,4.6,13.5,-8.9,-14.7,-11.2,-11.6,-26.1,-21.4,45.4,57.5,33.5,-15.6,-19.7,34.2,7.7,15.8
"524",8,"08",1991,"1991-08",2.4,-1.3,2.22,-1.25,2.81,-7.86,-3.92,-2.8,3.21,-2.71,-4.4,NA,-15.3,4.7,-16.1,101.6,-13.7,-40.1,4.9,5.4,12.2,-9,-15.3,-13.4,-10.7,-27.6,-21.7,50.1,57.4,35.9,-13.5,-21,34.8,7.1,14.4
"525",9,"09",1991,"1991-09",2.5,-1.2,1.61,-2.6,2.54,-9.67,-4.96,-3.02,6.24,-1.38,-6,NA,-9.9,0.9,-17.3,101.7,-14.2,-40.3,5.8,2.1,12.4,-10.4,-9.9,-13,-8.9,-30,-17.8,48,53.2,22.3,-15.6,-20.4,32.4,9.2,15.5
"526",10,"10",1991,"1991-10",4.1,0.9,2.41,0.03,3.83,-6.91,-2.57,0.26,5.81,0.17,-6.4,NA,-9.1,2.2,-17.7,101.7,-17,-39.8,5.5,3.4,11.5,-13,-9.1,-13.4,-8.3,-26.4,-15.3,45.7,48.3,20.1,-16.9,-20,35.9,7.3,15.5
"527",11,"11",1991,"1991-11",3.3,0.8,2.99,0.16,5.37,-4.72,-1.53,0.59,3.05,-0.09,-7.4,NA,-9.3,3.4,-14.8,101.5,-19,-39.4,7,3.7,13.4,-13.2,-9.3,-13.4,-7.6,-25.2,-13.1,45.7,48.1,23.6,-17,-23.5,36.1,7.3,14.7
"528",12,"12",1991,"1991-12",1.6,-1.3,0.29,-3.03,5.08,-5.44,-5.08,-3.89,3.9,-0.83,-7.8,NA,-9.8,-0.4,-6.6,101.5,-18.1,-37.8,7.8,2.7,14.1,-13.6,-9.8,-12.6,-6.6,-26.6,-15.2,46.9,48.9,26.3,-12,-19.1,37.5,9.1,16.6
"529",1,"01",1992,"1992-01",-1.1,-3.3,-2.27,-5.02,1.55,-7.19,-10.03,-7.49,-2.84,-3.93,-7.5,NA,-10.6,-1.7,-3.7,101.7,-17.6,-38,7.7,2.9,13.9,-17.8,-10.6,-12.4,-6.8,-25.7,-17.1,46.9,44.8,27.4,-15,-22,40,8.9,15.9
"530",2,"02",1992,"1992-02",-3,-5.4,-3.15,-5.88,1.2,-6.78,-9.59,-9.32,-7.37,-9.88,-8.6,NA,-9.4,-1.1,-10.4,101.4,-21.1,-39.8,7.6,2.8,13.6,-18,-9.4,-10.9,-5.7,-22.7,-12.2,49.4,45.9,30.8,-13.6,-20.9,40.2,11.1,15.6
"531",3,"03",1992,"1992-03",-4.9,-5.5,-2.78,-3.16,2.88,-3.65,-9.26,-6.48,-6.31,-8.36,-10,NA,-11.8,-13.2,-14,98.2,-21.7,-40.5,10.6,2.4,15.2,-19,-11.8,-12.9,-7,-24.3,-15.9,50.7,44.3,33.2,-15.8,-22.4,40.8,8.7,14.9
"532",4,"04",1992,"1992-04",-6.6,-7.8,-4.28,-5.1,-0.49,-5.58,-8.21,-5.66,-9.22,-11.77,-11.2,NA,-15.1,-8.5,-18,96.1,-23.6,-40.7,10,0.1,14.3,-20.5,-15.1,-16.9,-10.5,-31.4,-23.3,52.7,47.4,30.9,-17.2,-22.3,36.2,4.2,12.1
"533",5,"05",1992,"1992-05",-7.3,-5.7,-5.4,-2.88,-0.8,-4.49,-9.28,-3.44,-10.77,-11.69,-12.6,NA,-16.8,-7.7,-17.7,94.8,-25.8,-39.6,12.1,0.2,14.6,-20.8,-16.8,-18,-11.6,-38.1,-27.2,55.4,47.9,33.1,-18.6,-22.6,35.4,4.7,11.6
"534",6,"06",1992,"1992-06",-8.7,-6.5,-7.8,-6.36,-4.16,-8.44,-13.35,-7.18,-7.24,-3.8,-13.3,NA,-13.8,-12.4,-16.5,95.1,-28.7,-40.7,12.6,1.6,11.8,-21.1,-13.8,-17.6,-9.4,-36.5,-24.1,53,45.8,25.4,-18.2,-21.9,33.6,3.7,12.4
"535",7,"07",1992,"1992-07",-11.3,-8.4,-11.06,-7.9,-9.53,-14.28,-13.29,-3.57,-12.56,-9.74,-14.1,NA,-12.6,-10.9,-16.2,95.5,-30.4,-41.4,13.9,2,13.1,-23.9,-12.6,-13.7,-6.9,-33.7,-21.3,50.8,42.7,27.3,-15.9,-20.3,35.1,5.2,13.2
"536",8,"08",1992,"1992-08",-17.5,-17,-17.37,-17.23,-16.76,-22.77,-21.89,-17.76,-18.18,-19.71,-18.2,NA,-12.9,-16.6,-20.6,92.3,-34.8,-41.9,16.3,-3.5,7.6,-24.2,-12.9,-11.9,-7.3,-32.9,-21.3,50.9,42.7,29.7,-13.9,-20.5,33.8,6.7,12.7
"537",9,"09",1992,"1992-09",-19.7,-19.8,-22.83,-23.62,-25.56,-33.75,-27.22,-22.01,-18.78,-17.38,-23.1,NA,-15.8,-13.7,-24.9,88.1,-37.4,-45.8,17.9,-14,4,-25.4,-15.8,-13.7,-8.3,-37,-23.9,49.8,44.2,35.6,-15.7,-23.8,32.1,4.7,13.3
"538",10,"10",1992,"1992-10",-26,-27.5,-30.63,-31.96,-34.64,-43.86,-33.66,-29.75,-27.73,-31.83,-28,NA,-18.1,-15.5,-24.2,84.4,-43.3,-48.8,19.5,-21.2,2.7,-37.4,-18.1,-14.3,-9.9,-41.4,-28.5,47.9,46.7,37.6,-14.7,-22.1,31.9,3.7,12.7
"539",11,"11",1992,"1992-11",-29.6,-30.2,-34.34,-35.86,-41.34,-50.74,-38.11,-32.41,-31.39,-31.09,-32,NA,-22.6,-19.8,-23.5,79.8,-47,-50.5,24.2,-24.7,1.4,-38.4,-22.6,-15.9,-12.7,-44.4,-34.6,48.9,50.7,43.4,-16.7,-24.4,28.5,0.3,13.6
"540",12,"12",1992,"1992-12",-27,-26.8,-31.6,-28.96,-38.15,-42.4,-34.26,-23.87,-25.88,-27.83,-31.2,NA,-26.2,-17.3,-19.8,79.8,-48.5,-51.3,21.8,-23.3,3.9,-39.4,-26.2,-17.6,-14.1,-50.4,-40.8,49.6,51.5,50.3,-12.8,-26.2,31.5,0.4,11.7
"541",1,"01",1993,"1993-01",-28.6,-23.3,-31.43,-25.03,-36.24,-34.11,-34.96,-24.54,-34.02,-31.93,-30.5,NA,-25.7,-23.4,-16.8,80.3,-49.8,-54.5,23.7,-18,-2.4,-45.9,-25.7,-17.6,-14.6,-51.4,-39.7,50.2,51,50.1,-20.2,-26.2,34.8,1.5,12.8
"542",2,"02",1993,"1993-02",-32.2,-25.8,-36.17,-27.96,-40.25,-33.96,-40.3,-27.31,-35.6,-33.88,-32,NA,-24.5,-20.4,-21.6,80.5,-53.7,-53.4,22.1,-20.1,-2.2,-47,-24.5,-18,-13.5,-50.5,-37.6,51.7,48.7,50.4,-19.6,-24,33.8,3.7,11.1
"543",3,"03",1993,"1993-03",-28.2,-19.8,-33.31,-22.21,-40.55,-32.67,-37.59,-20.63,-31.82,-26.36,-33.1,NA,-27.5,-13.4,-22.7,79.2,-55.6,-54.9,23.8,-19.9,-1.4,-48.3,-27.5,-18.6,-13.2,-52.7,-41.1,51.2,47.2,57.9,-18.1,-25.4,32.4,2,12.1
"544",4,"04",1993,"1993-04",-29.7,-22.1,-36.16,-25.17,-44.74,-35.72,-38.93,-22.62,-26.75,-22.77,-33.6,NA,-22.9,-14.4,-22.8,80.4,-57.8,-55.8,24.2,-19,-2.6,-49.8,-22.9,-17.1,-11.4,-50.4,-34.7,50.5,46.1,47.9,-16.1,-26.2,33.9,2.5,11.9
