,zew  ,esi eu,esi ger,cli eur,cli ger,cons conf,gfk,bus exp,ip,u,dax,eur stox,gold,long rate,short rate,oil,wholesale,retail sales,manuf order,constr order,m0,m1,m2,m3,usd,eer,tot,cpi,prod,empl
15/11/2005,38.7,102.3,96.1,100.284,100.525,-12.2,3.5,103,96.7,11.5,4922.55,3312.45,459.95,3.46,2,58.31,97.7,102.7,99.3,108.5,181.4,734.4,1471.9,1585.8,1.19905,102.38,100.3,92.7,94.7,39365
15/12/2005,61.6,102.8,98.2,100.439,100.701,-8.3,3.5,104.1,96.6,11.3,5266.55,3501.54,501.6,3.37,2.25,53.84,97.5,102.8,98.8,116.5,191.4,725.8,1477.1,1589.9,1.1713,103.09,99.9,93.4,96.2,39378
15/01/2006,71,103.6,100.4,100.588,100.855,-6.3,4,106.7,97.1,11.4,5449.98,3604.33,512.55,3.34,2.25,58.33,97.6,102.1,99.6,112.8,186.2,728.2,1487.3,1599.9,1.17955,102.86,99.4,93.1,95.4,39214
15/02/2006,69.8,105.2,101.1,100.722,100.983,-8.2,4.7,107.1,97.5,11.4,5726.53,3728.34,566.15,3.48,2.25,65.7,98.7,102.9,100,108.3,183.5,725.6,1489.2,1599.6,1.20995,102.36,99.5,93.5,95,39226
15/03/2006,63.4,105.6,102.3,100.835,101.085,-8.4,5.1,108,96.7,11.4,5866.61,3806.03,565.45,3.66,2.5,61.22,98.7,102.8,99.1,105.3,182.5,733.4,1498.7,1617.8,1.19315,102.54,99.6,93.5,95,39253
15/04/2006,62.7,109.2,104.6,100.934,101.162,-5.4,5.4,107.4,99,11.3,6024.05,3878.64,590.25,3.92,2.5,67.53,99.8,102.9,101.7,113.7,185.9,742.5,1517.1,1632.6,1.21145,102.91,99.1,93.8,96.2,39338
15/05/2006,50,109.1,105.9,101.021,101.217,-2.7,5.9,106.4,100.5,10.9,6009.89,3839.9,650.3,3.97,2.5,73.31,100,103.2,102.1,112.7,200.5,746.9,1505.3,1626.2,1.26185,103.56,99.2,93.8,97.8,39485
15/06/2006,37.8,109.6,105,101.106,101.262,-4.4,7.1,106.1,99.8,10.8,5707.59,3648.33,631,3.99,2.75,69.81,100.8,104.3,100.6,113.4,192.8,750.3,1522.6,1642.9,1.2818,104.19,99.2,94,98.1,39598
15/07/2006,15.1,110.4,105.5,101.191,101.297,-5.4,7.9,105.3,101.5,10.6,5712.69,3662.92,624.75,4.02,2.75,73.75,100.3,102.3,103.4,120.6,204.3,740.4,1518.6,1635.8,1.28025,104.64,98.4,94.4,98.5,39663
15/08/2006,-5.6,109.6,103.8,101.284,101.335,-7.3,8.5,104.8,102.3,10.5,5596.74,3640.6,639.65,3.88,3,76.18,100.8,103.4,106.8,108.1,197.1,734.1,1521.5,1643.5,1.27425,104.1,98.6,94.2,99.9,39702
15/09/2006,-22.2,110.8,104.5,101.383,101.383,-6.3,8.7,102.6,102.2,10.5,5876.54,3820.89,623.7,3.76,3,68.06,101.7,101.5,105,107.6,198.8,735,1525.4,1648.2,1.28035,103.65,99.3,93.9,99,39723
15/10/2006,-27.4,111.3,105.7,101.485,101.434,-7.4,8.9,104.2,101.9,10.3,5999.46,3892.48,600.2,3.79,3.25,59.6,101.1,102.4,104.6,107.3,201.5,728.2,1523.6,1641.6,1.27445,103.38,99.7,94,99.3,39744
15/11/2006,-28.5,112.3,107.6,101.584,101.48,-5.5,9.1,105,103.8,10.1,6291.9,4014.34,615.3,3.72,3.25,56.25,102,102.7,105,103.6,195.9,755.7,1535.5,1648,1.27725,103.55,99.9,94,100.3,39832
15/12/2006,-19,112.8,107.6,101.675,101.509,-1.8,9.1,106.7,104.8,9.8,6241.13,3932.09,646.95,3.8,3.5,64.44,103.8,105.5,105.8,110.8,209.6,760,1555.2,1669.7,1.33355,104.59,100.1,94.7,101.7,39918
15/01/2007,-3.6,111.9,108.2,101.753,101.515,-0.1,8.6,106.2,105,9.6,6596.92,4119.938,634.5,4.02,3.5,59.44,99.7,100.3,107.1,107.8,195.3,759.1,1561,1682.3,1.31865,104.11,100.7,94.7,101.1,39980
15/02/2007,2.9,112.5,107.4,101.818,101.508,1.7,4.8,104.4,105.4,9.5,6851.28,4211.316,657.55,4.05,3.5,57.31,99.6,102.9,110.3,101,200.2,758.3,1564.9,1687.5,1.30225,104.31,100.6,95.1,101.5,40055
15/03/2007,5.8,113.9,109,101.873,101.501,3,4.4,105.6,105.7,9.3,6640.24,4031.3,669.07,3.95,3.75,61.46,102.3,103.2,110.3,97.1,208.3,762,1576.7,1705.7,1.31645,104.43,100.6,95.3,101.9,40100
15/04/2007,16.5,113.4,110.5,101.919,101.497,7.2,4.5,107.1,104.9,9.2,6937.17,4189.547,658.8,4.15,3.75,68.9,100.5,105.3,109,104.8,206.1,759.7,1582.5,1707.5,1.33745,104.83,100.4,95.8,102,40183
15/05/2007,24,114.6,111,101.953,101.489,10.2,5.7,107.6,106.8,9.1,7408.87,4392.406,673.85,4.28,3.75,68.21,100.5,100.5,112.5,102.6,206.8,768,1591.5,1717.9,1.35965,104.45,100.3,95.8,101.8,40225
15/06/2007,20.3,114.6,111.1,101.961,101.464,9.2,7.4,106.2,106.7,9,7987.85,4556.969,668.35,4.58,4,68.22,101.2,101.8,116.5,101,205,777.8,1612.2,1743.7,1.34185,104.06,100,95.8,102.2,40249
15/07/2007,10.4,113.1,110.3,101.932,101.411,9,8.4,105.9,107.6,8.9,7958.24,4470.258,656.85,4.51,4,71.34,101.4,101.5,111.3,99.1,214.4,780.4,1624.2,1759.2,1.36285,104.91,99.9,96.3,102.9,40286
15/08/2007,-6.9,112.5,109.4,101.87,101.346,4.4,8.3,104.7,107.7,8.8,7473.93,4237.047,664.75,4.3,4,77.33,101,102.3,111.9,101.8,198.5,773,1641.1,1769.6,1.36755,104.59,100.5,96.2,102.8,40325
15/09/2007,-18.1,111.2,106.8,101.789,101.288,2.3,7.3,103.8,108.8,8.7,7648.58,4295.988,672.2,4.24,4,73.26,99.9,101.8,111.9,98.4,206.9,785.5,1664.1,1790,1.3611,104.97,100,96.4,102.9,40346
15/10/2007,-18.1,110.1,106.1,101.696,101.242,2.9,6.4,103.6,109,8.6,7922.42,4409.648,747.3,4.29,4,78.14,101.8,101.5,116.9,99.8,209.9,774.2,1662.2,1784.9,1.42425,104.92,99,96.6,103.9,40429
15/11/2007,-32.5,108.5,105,101.589,101.201,1.9,4.7,103.4,108.7,8.5,7880.85,4415.27,791.5,4.1,4,90.7,101.9,101.2,119,90,219.3,804.9,1684.5,1816.6,1.44345,105.79,98.2,97.1,103.5,40463
15/12/2007,-37.2,107.5,104.5,101.469,101.145,1.4,4.4,102.2,109.9,8.4,7837.26,4371.668,787.55,4.27,4,88.16,101.6,99.2,117.9,101.8,237,789.7,1715.9,1845.9,1.46585,105.95,98.1,97.7,102.8,40476
15/01/2008,-41.6,106.3,103.4,101.335,101.073,-0.8,4.5,102.1,111.4,8.2,8067.32,4399.719,836.15,4.04,4,93.82,105.6,101.8,115.1,99.9,211.6,792.9,1728.3,1873.9,1.46205,105.49,98.1,97.4,105.4,40642
15/02/2008,-39.5,103.6,103.1,101.185,100.979,-3.6,4.5,99.9,111.1,8,6968.67,3867.47,910.45,3.96,4,90.96,106.5,103,115.4,98.3,221.6,788.4,1748.1,1891,1.48225,105.11,97.5,97.8,104.4,40693
15/03/2008,-32,104.8,104.5,101.007,100.843,-2.8,4.6,100.2,110.4,7.9,6689.95,3675.51,981.35,3.8,4,101.8,105.4,100.6,113.4,96.8,240.5,796.6,1757.5,1899,1.52015,106.64,97.6,98.3,103.6,40721
15/04/2008,-40.7,102.2,103.5,100.79,100.639,0.7,4.6,99.4,110.8,7.9,6720.33,3753.55,879.55,4.05,4,100.23,105.6,100.9,114.1,84.6,227.5,783.4,1763.3,1913,1.55955,106.39,97.3,98.1,103.4,40734
15/05/2008,-41.4,100.7,103.2,100.518,100.345,-2.7,5,99.6,108.5,7.9,6948.82,3825.02,850.15,4.2,4,109.17,106.1,101.2,111.2,91.5,224.3,788.1,1779,1923.5,1.54505,105.97,95.8,98.7,102.8,40746
15/06/2008,-52.4,97.9,101.8,100.167,99.912,-2.6,4.3,97.8,109.7,7.7,7008.77,3720.5,896.7,4.53,4,128.32,104.8,100.5,107.3,92.9,231,796.3,1782.8,1930,1.55285,105.55,94.9,98.9,102.2,40786
15/07/2008,-63.9,94.7,98.3,99.731,99.326,-6.6,3.4,92,108,7.7,6315.94,3292.86,942.9,4.5,4.25,141.37,104.9,100.3,106.6,93.6,219.4,773.9,1796.2,1943.4,1.57545,105.98,94.8,99.5,101.9,40839
15/08/2008,-55.5,92.9,95.8,99.206,98.584,-10.2,1.8,90.7,110.1,7.6,6396.46,3316.61,914.4,4.21,4.25,123.98,104.6,101.7,108.7,90.5,225.5,776.2,1811.2,1954.4,1.55615,104.31,95.6,99.2,101.6,40833
15/09/2008,-41.1,90.9,92.9,98.6,97.716,-9.1,1.5,89.4,107.5,7.6,6421.8,3364.4,817.95,4.1,4.25,107.83,105.9,102.5,101.4,97.4,246.2,793.1,1820.9,1963.6,1.45895,103.44,95.9,99.1,101.3,40886
15/10/2008,-63,84.3,88.5,97.949,96.796,-12.1,1.7,84.9,105.2,7.6,5806.33,3067.35,878.1,3.89,3.75,92.53,103.9,101.5,94.8,90.3,239.7,823.6,1865.3,2008,1.4002,102.19,98.1,98.9,98.8,40931
15/11/2008,-53.5,79.2,82.2,97.325,95.935,-16.3,1.9,80.4,100.8,7.6,5026.84,2610.04,727.75,3.54,3.25,59.79,101.7,102.4,87.9,97.4,244.3,832.8,1870.3,2026.7,1.2759,101.78,99.9,98.4,95.4,40928
15/12/2008,-45.2,72.7,76.5,96.808,95.259,-23.4,2.1,78.7,96.8,7.7,4394.79,2288.39,773.65,3.04,2.5,46.15,101.5,102.7,82,83.3,297.8,832.8,1860.6,2023.1,1.25955,105.58,102.5,98.8,94.3,40932
15/01/2009,-31,71.1,74.9,96.459,94.858,-27.5,2.2,81.1,88.9,7.8,4810.2,2447.62,862.2,3.08,2,36.24,95.6,99,75.7,78.1,228.8,891.8,1896.2,2048.7,1.39005,105.25,103.1,98.3,89.9,40968
15/02/2009,-5.8,68.6,73.1,96.296,94.753,-29.9,2.3,83,86,7.9,4271.04,2198.74,915.55,3.15,2,42.72,96.5,98.7,73.5,84.2,232.2,909.1,1903,2057.8,1.28055,105.69,103.2,98.9,88.3,40984
15/03/2009,-3.5,67.2,72.4,96.333,94.945,-32.8,2.5,83.5,86.5,8.1,3710.07,1882.79,932.7,3.06,1.5,42.13,95.8,98.8,76.4,83.9,233.1,906.4,1888,2039.5,1.25895,106.12,103.8,98.7,88.7,40945
15/04/2009,13,70.3,73.9,96.559,95.39,-32.9,2.5,86.6,84.2,8.3,4131.07,2097.57,923.2,3.18,1.25,46.27,94.9,100.6,76,95.3,229.2,922,1896.2,2056.6,1.32285,105.18,104.6,98.8,88,40917
15/05/2009,31.1,74,75.2,96.93,96.018,-32.4,2.6,88.9,88,8.2,4769.45,2375.34,884.4,3.39,1,51.29,92.8,98.1,78.8,90.7,254,925.5,1885.3,2044.6,1.3253,105.11,104.6,98.7,91.1,40846
15/06/2009,44.8,77,79,97.389,96.745,-28.8,2.7,93.1,88.9,8.3,5142.56,2537.35,978.7,3.54,1,66.51,92.9,96.5,82,91,260.3,945.2,1874.7,2024.1,1.4157,105.91,104.2,99,92.3,40788
15/07/2009,39.5,79.6,81.2,97.887,97.492,-25.5,3,96.1,88,8.3,4905.44,2449.73,926.75,3.36,1,68.37,93.4,98.9,85.2,96.5,241,947.5,1867.3,2012,1.4131,105.94,105,99,92,40772
15/08/2009,56.1,84.5,85.8,98.383,98.192,-22.6,3.4,100.3,89.3,8.2,5426.85,2674.07,954.9,3.33,1,73.22,93.6,97.6,86,94.3,245.4,960.2,1864.9,1993.4,1.4416,105.87,103.9,99.2,92.6,40780
15/09/2009,57.7,86.9,88.3,98.85,98.803,-19.2,3.8,100.6,93.2,8.2,5327.29,2715.74,951.15,3.29,1,68.27,92.7,98.2,89,96,272.4,980.3,1861,1995.1,1.43035,106.03,104.6,98.9,96,40799
15/10/2009,56,89.8,90.4,99.263,99.32,-16.3,4.2,101.2,91.1,8.1,5554.55,2810.46,1007.7,3.23,1,67.23,93.7,99.2,86.7,99.5,246.2,1008,1859.6,1993,1.45615,106.15,103.9,98.9,94.1,40780
15/11/2009,51.1,91.8,92.4,99.61,99.764,-18.5,3.9,103.8,92,8.1,5430.82,2762.95,1044.9,3.24,1,75.91,95.3,99.4,89.3,97.8,260.4,1031.9,1850.5,1979.4,1.48175,105.84,103.3,98.8,94.4,40777
15/12/2009,50.4,94.4,94.3,99.885,100.155,-15.7,3.6,102.6,92,8.1,5776.61,2871.75,1179.5,3.22,1,78.79,95.7,100.5,87.8,91.9,269.8,1015.9,1849.3,1989.6,1.50935,105.91,103,99.6,95.2,40804
15/01/2010,47.2,96.4,95.4,100.101,100.52,-17.8,3.4,103.7,92.9,8,5957.43,2964.96,1096,3.29,1,77.4,96,97,91.1,76.5,248.8,1045.8,1872.5,2002.6,1.43475,103.87,102.4,99,95.1,40760
15/02/2010,45.1,97.8,96.2,100.268,100.867,-17.4,3.3,105,92.3,8,5654.48,2793.29,1094.7,3.19,1,71.63,97,99.5,91.1,91.5,247.7,1046.5,1876.8,2010.7,1.38955,102.34,102.1,99.4,94.9,40751
15/03/2010,44.5,99.7,99.5,100.404,101.198,-13.2,3.2,105.6,95.4,8,5713.51,2772.7,1118.7,3.12,1,77.23,101.1,99.8,95.7,99.8,281,1031.8,1866.7,2000.4,1.34785,101.72,101,99.9,97.4,40813
15/04/2010,53,101.3,103.8,100.512,101.485,-6.5,3.4,107.7,96.9,7.8,6235.56,2978.5,1125.25,3.08,1,82.93,98.9,99.7,98.5,102.2,258.5,1072.5,1883.2,2033.2,1.35375,100.56,100,100,97.4,40884
15/05/2010,45.8,100,103.5,100.602,101.702,-9.3,3.7,107.3,99.8,7.7,6166.92,2816.5,1179.85,2.75,1,88.15,100.7,100.1,98.6,101,250.8,1085.6,1890.4,2041,1.3175,98.73,99.8,99.9,100.9,40936
15/06/2010,28.7,100.4,103.9,100.69,101.854,-9.5,3.5,106.5,99.6,7.7,5981.27,2606.58,1226.7,2.63,1,73.11,101.6,100.4,101.3,90.9,311.6,1087.6,1895.6,1961.2,1.22875,97.74,99.1,99.9,100.5,40983
15/07/2010,21.2,102.4,108.3,100.793,101.956,0.1,3.7,110.1,99,7.6,5857.43,2518.65,1217.8,2.65,1,71.51,100,102,100.3,101.2,264,1084.9,1900.2,1957.6,1.2455,99.16,99.2,100.1,100.1,40981
15/08/2010,14,103.3,109.3,100.917,102.028,2.9,4.1,109.4,100.8,7.6,6292.13,2822.17,1184.65,2.36,1,81.03,100,100.7,102.9,106.7,262.6,1087.2,1910,1967.1,1.31855,98.84,99.6,100.2,101,41039
15/09/2010,-4.3,104,112.3,101.062,102.094,4.7,4.4,108.7,102.1,7.5,6083.9,2715.27,1244.35,2.33,1,75.34,100.2,100.2,101.3,112.8,269.6,1087.9,1911.9,1971.5,1.282,98.7,99.6,100.1,101.8,41086
15/10/2010,-7.2,104.6,112.9,101.217,102.168,6.7,5,110,104.2,7.4,6211.34,2732.91,1318.63,2.37,1,82.93,100.1,100.4,102.2,102.1,259.9,1090.3,1915.2,1970,1.37465,100.27,99.8,100.2,102.8,41136
15/11/2010,1.8,105.8,115.6,101.368,102.25,10.9,5.2,110.6,103.8,7.4,6604.86,2836.73,1352.8,2.55,1,84.34,100.5,100,107.5,102.9,254.2,1116.8,1920.7,1976.4,1.3888,99.53,99.2,100.3,102.1,41185
15/12/2010,4.3,106.8,117.5,101.495,102.329,9.6,5.5,110.7,105.1,7.4,6866.63,2721.874,1387.15,2.9,1,87.17,99.4,100.6,104.6,100.9,280,1106.7,1929.3,1984.2,1.3063,98.54,98.3,100.9,103.1,41247
15/01/2011,15.4,106.4,115.2,101.578,102.381,8.9,5.6,110.3,105.1,7.4,6989.74,2839.425,1417.63,3.04,1,96.1,100.8,100.3,108.6,103.2,251.6,1121.5,1950.7,2002.6,1.3362,97.88,97.9,100.7,102.9,41270
15/02/2011,15.7,108,116.7,101.595,102.372,8.7,5.8,110.2,106.6,7.3,7184.27,3006.812,1332.2,3.22,1,100.62,101.9,102.5,109.6,112.5,259.1,1105.8,1946.1,1995.5,1.3792,98.63,97.3,101.3,103.8,41345
15/03/2011,14.1,108.1,116.4,101.539,102.284,8.5,5.8,108.5,107.2,7.2,7223.3,2983.268,1422.8,3.24,1,114.26,101.4,99.9,106.4,120.5,265,1108.6,1962.1,2010.5,1.3829,99.52,96.4,101.9,103.9,41389
15/04/2011,7.6,105.9,115.1,101.41,102.104,7.9,6,106.9,107.8,7.1,7179.81,2962.923,1424.82,3.35,1.25,118.4,101.9,101.3,108.1,119.4,248.7,1114.2,1974,2023,1.4146,99.8,96.4,101.9,104.3,41439
15/05/2011,3.1,105.9,114.5,101.22,101.829,9,5.9,106.8,109,7.1,7527.64,3008.895,1535.8,3.08,1.25,126.46,100.8,98.4,111.1,132.8,257.3,1116,1983.9,2029.7,1.48915,99.04,97.1,101.9,103.7,41477
15/06/2011,-9,104.9,113.7,100.975,101.467,9.8,5.6,106,107.2,7,7217.43,2827.655,1545.3,2.98,1.25,116.69,100.7,101,110.9,104.9,270.1,1124.1,1991.5,2040.3,1.44255,99.37,97.5,102,104.9,41531
15/07/2011,-15.1,102.9,112.2,100.692,101.046,8.4,5.6,105,110.6,7,7419.44,2875.666,1485.05,2.79,1.5,110.85,102,102.4,108.3,117.2,263,1119.7,2006.5,2052.3,1.44825,99.03,97,102.2,105.4,41537
15/08/2011,-37.6,98.2,107,100.397,100.622,0.2,5.4,100.3,110.1,7,6953.98,2593.342,1631.09,2.25,1.5,117.67,102.2,101.1,107.6,119,268.9,1131.9,2021.8,2070.3,1.4201,99.25,97.5,102.3,105.6,41585
15/09/2011,-43.3,94.7,104.7,100.127,100.252,-1.9,5.3,98.5,108,6.9,5730.63,2305.75,1826.35,1.87,1.5,115.16,102.9,101.4,103.7,108.3,284.6,1140.5,2039.2,2083.3,1.42505,98.9,97.2,102.5,103.8,41612
15/10/2011,-48.3,94.5,103.6,99.911,99.98,-3.3,5.2,98,109.2,6.9,5376.7,2138.239,1648.95,2.04,1.5,105.61,102.2,101.7,105.8,117.7,280.2,1149.9,2036.4,2074.4,1.3274,99.03,97.3,102.5,103.3,41632
15/11/2011,-55.2,93.6,103.5,99.755,99.815,-2.9,5.3,98.1,108.4,6.8,5834.51,2259.735,1701.8,1.93,1.25,109.19,102.2,100.9,102.3,128.8,266.7,1171.5,2047.9,2089.6,1.3676,98.87,96.8,102.7,103.5,41696
15/12/2011,-53.8,92.6,104.1,99.66,99.756,-2.2,5.4,98.7,106.7,6.8,6035.88,2313.84,1745.15,1.98,1,109.03,102.1,102.2,105,124.6,306.6,1170.4,2059.5,2099.7,1.347,97.95,96.7,102.9,103,41758
15/01/2012,-21.6,93.8,105.6,99.601,99.757,0.5,5.6,100.5,107.5,6.8,6075.52,2370.199,1574.57,1.86,1,108.28,100.9,99.3,102.6,132.4,259.4,1170.9,2077,2115.3,1.29815,96.39,96.2,102.8,102.3,41847
15/02/2012,5.4,95.1,106.2,99.554,99.762,-0.8,5.7,102.1,107.7,6.8,6616.64,2470.788,1749.24,1.9,1,112,101.7,100.9,103.2,129.6,260.2,1180.3,2085.6,2125.2,1.3198,96.68,95.9,103.5,101.9,41848
15/03/2012,22.3,94.1,104.5,99.49,99.726,-0.6,5.9,102.5,108.8,6.8,6941.77,2548.655,1713.15,1.88,1,124.97,102.2,101.8,105.9,125.4,285.1,1189.1,2101.5,2138.2,1.3332,96.75,95.4,104.1,103.2,41889
15/04/2012,23.4,94.4,103.5,99.393,99.624,-2.3,5.9,102.3,106.7,6.8,7056.65,2501.181,1682.34,1.67,1,124.35,100.3,101.3,103.8,124.5,265.7,1199.7,2106.6,2143.4,1.3301,96.18,95.8,103.9,102.3,41904
15/05/2012,10.8,91.7,102.3,99.266,99.458,0.4,5.8,100.4,108.9,6.8,6761.19,2306.69,1662.4,1.39,1,120.09,101.3,101,104.8,118.4,288.8,1218,2129.9,2162.8,1.3225,95.79,96.2,103.9,102.8,41936
15/06/2012,-16.9,91.7,101,99.119,99.247,-1.3,5.7,97,107.5,6.8,6050.29,2068.664,1611.34,1.43,1,98.36,101.8,102,102.8,132.1,304.4,1235.7,2157.2,2188.9,1.2363,95.49,97.2,103.7,101.9,41954
15/07/2012,-19.6,90.1,96.5,98.972,99.033,-4.6,5.7,95.5,108.8,6.8,6496.08,2292.079,1598.2,1.31,0.75,96.11,100.6,101.2,103.2,122.2,402.4,1256.7,2182.6,2218,1.2584,94.62,96.9,104.1,102.4,41997
15/08/2012,-25.5,88.1,95.9,98.846,98.868,-8.8,5.8,94.3,108.9,6.8,6754.46,2333.384,1603.59,1.42,0.75,107.21,100.3,100.9,102.7,126.9,419.4,1268.5,2191.5,2224.1,1.2297,94.59,96.2,104.5,103.4,42025
15/09/2012,-18.2,87.1,94,98.758,98.786,-10.3,6,93.6,107.2,6.8,7014.83,2463.173,1693.98,1.52,0.75,115.64,99.7,101.2,100.3,120.4,389.8,1291.6,2201.9,2233.4,1.2583,95.58,96.9,104.6,101,42042
15/10/2012,-11.5,87.2,93,98.725,98.809,-9.3,6,93.8,105.7,6.9,7326.73,2498.814,1777.3,1.52,0.75,113.04,100.9,100.4,104.5,127.1,393,1347.2,2234.3,2267.9,1.2905,95.57,97.1,104.6,100.6,42084
15/11/2012,-15.7,89.3,95.8,98.751,98.933,-10.2,6.1,95.6,105.1,6.9,7335.67,2533.866,1717.4,1.39,0.75,109.04,100.7,101.1,101.4,129.4,399.7,1373.1,2235.5,2268.7,1.2937,95.5,97.2,104.7,100.3,42110
15/12/2012,6.9,89.5,96.4,98.822,99.118,-10.4,6,98,106.1,6.9,7435.21,2582.365,1716.22,1.36,0.75,112.67,100.7,100,103,125.2,350.6,1365.7,2212.1,2244,1.30715,96.37,97.6,105,99.8,42110
15/01/2013,31.5,91.3,99.5,98.918,99.322,-7.6,5.8,100.4,104.9,6.9,7612.39,2635.933,1662.41,1.53,0.75,110.36,101.1,101.4,101.9,131.7,346,1363,2218.9,2248,1.3184,96.52,97.9,104.5,99.5,42117
15/02/2013,48.2,91.8,100,99.021,99.509,-6.4,5.7,104.5,106,6.9,7833.39,2710.082,1668.8,1.6,0.75,116.9,99.7,101.2,103.4,122.3,315.8,1366.1,2218.6,2250.2,1.3696,97.09,97.5,105.1,100.6,42142
15/03/2013,48.5,91.6,100.3,99.12,99.651,-5.4,5.9,103.5,107,6.9,7708.16,2616.752,1578.51,1.41,0.75,110.89,99.8,101.1,106,126.2,327.5,1356.6,2223.5,2254.2,1.2984,96.39,97.7,105.6,101.7,42134
15/04/2013,36.3,89.9,97.9,99.23,99.769,-4.9,6,101.3,107.5,6.9,7795.31,2624.025,1595.8,1.25,0.75,110.87,100.5,101.4,103.4,124.1,320.9,1386.1,2239.1,2275.4,1.2847,96.03,98.4,105.1,100.8,42146
15/05/2013,36.4,91,98.6,99.366,99.896,-4.5,6.2,101.5,106.5,6.9,7913.71,2711.74,1445.78,1.36,0.5,98.54,101.3,102.2,103.1,127.5,307.5,1391,2244.7,2276.9,1.3193,96.45,98.7,105.5,102.3,42194
15/06/2013,38.5,92.8,99.7,99.528,100.038,-3.2,6.5,102.5,108.5,6.8,8285.8,2747.74,1408.95,1.62,0.5,102.01,99.7,100.8,108.4,145.3,311.5,1390.3,2244.1,2272.5,1.30295,97.66,98.8,105.6,100.6,42207
15/07/2013,36.3,95.4,100.4,99.713,100.191,-2.3,6.8,102.4,106.5,6.8,7983.92,2622.619,1246.84,1.62,0.5,103.18,101.1,101.4,105.3,137.2,311.2,1399.1,2250,2281.2,1.30355,98.09,98.8,106.1,100.6,42254
15/08/2013,42,98.5,103.7,99.915,100.361,-3.4,7,103.4,109.4,6.8,8410.73,2808.642,1314.44,1.8,0.5,110.05,101.7,101.1,105.9,132.1,312.4,1412.2,2264.2,2291.5,1.32335,98.75,98.7,106.1,102.9,42272
15/09/2013,49.6,100.9,104.1,100.118,100.529,-4,7,104.5,108.2,6.9,8243.87,2774.089,1393.3,1.92,0.5,115.24,101.3,101.4,108.7,131.6,318.8,1424.8,2263.7,2289.5,1.31885,98.51,98.6,106.1,101.5,42285
15/10/2013,52.8,101.9,104.9,100.304,100.682,-4.2,7.1,104,107.5,6.9,8689.14,2933.017,1290.24,1.81,0.5,108.13,100.6,100.5,108.3,129.6,282.4,1451.6,2279.8,2311,1.35255,98.74,99,105.9,101.6,42298
15/11/2013,54.6,102.5,105.7,100.465,100.809,-2.1,7.1,106.7,110,6.9,9007.83,3052.139,1309.9,1.72,0.25,106.83,100.4,102.7,109.1,127.7,285.4,1462.1,2273.4,2298.9,1.34875,98.99,99,106.1,102.4,42315
15/12/2013,62,103.9,106,100.598,100.893,-2.2,7.4,107.4,110.1,6.8,9401.96,3077.233,1227.74,1.85,0.25,111.25,101.4,100.9,109.1,137.6,312.2,1448.1,2278.2,2304.1,1.35565,100.1,99,106.5,103.2,42338
15/01/2014,61.7,104.7,106.7,100.703,100.929,-0.8,7.6,108.8,110.1,6.8,9552.16,3109,1207.85,1.79,0.25,111.39,101.9,102.3,109.1,142.9,287.7,1453.9,2293.8,2317.8,1.37795,99.64,99.3,105.9,103.3,42381
15/02/2014,55.7,105,107.1,100.774,100.909,-0.7,8.3,108.2,110.6,6.8,9186.52,2963.962,1263.9,1.65,0.25,105.6,102.3,103.5,109.9,146.7,278.7,1462,2311.2,2336.8,1.35185,100.17,99.5,106.4,103.4,42442
15/03/2014,46.6,105.5,107.5,100.814,100.833,2.3,8.5,106.3,110.2,6.7,9358.89,3053.993,1353.99,1.59,0.25,111.57,101.5,102.9,107.4,134.2,278.6,1454.1,2312.8,2333.2,1.37735,100.71,99.9,106.7,102.4,42493
15/04/2014,43.2,106.4,107.1,100.821,100.709,3.1,8.5,107.2,110.4,6.7,9603.71,3186.336,1281.15,1.53,0.25,107,102.8,102.3,110.3,141.8,297.5,1489.9,2335.8,2358.6,1.37945,99.93,100,106.5,103.5,42548
15/05/2014,33.1,106.6,107.8,100.797,100.538,5.5,8.5,106.1,108.9,6.7,9603.23,3198.661,1282.28,1.4,0.25,107.53,99.8,102,109,138.9,291.7,1501.7,2355,2375.8,1.38655,99.21,100.1,106.4,101.7,42560
15/06/2014,29.8,106.5,106.5,100.752,100.332,4.3,8.6,104.7,109.2,6.7,9950.12,3247.8,1245.43,1.35,0.15,110.23,102,103.1,106.4,128.2,295.4,1493.3,2343.2,2368.3,1.36075,98.94,99.9,106.7,102.5,42600
15/07/2014,27.1,105.9,106,100.696,100.108,3.9,8.9,103.3,111,6.7,9902.41,3258.712,1329.03,1.2,0.15,112.45,101.7,102.4,111.5,123.8,286.9,1499.4,2355.4,2381.3,1.36795,98.98,100.4,107,102.9,42644
15/08/2014,8.6,104.7,104.1,100.645,99.888,0.3,8.9,101.6,107.6,6.7,9210.08,3072.565,1294.69,1.02,0.15,103.31,100.3,103,106.8,113.9,297.5,1515.6,2376.3,2406,1.3429,98.7,100.5,107,101.4,42649
15/09/2014,6.9,103.6,103.8,100.612,99.696,-1.1,8.6,99.3,108.9,6.7,9479.03,3175.047,1287.29,0.97,0.05,101.48,102,101.1,108,127.8,321,1522.9,2373,2400.1,1.3137,97.81,100.4,107,102.9,42671
15/10/2014,-3.6,104.2,104.4,100.603,99.553,-0.7,8.4,98.3,109.1,6.6,9382.03,3195.081,1213.9,0.83,0.05,94.68,102.5,102.7,110.7,136.9,299.5,1548.6,2373.9,2403.1,1.25955,97.38,100.6,106.7,101.3,42704
