;Metadaten;;;;;;;Bewertungsteil;;;;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;46;Vergangenheit;Deutschland;;vertritt Eigeninteressen-Ackermann-de-Maizière, Deutsche-Bank, IKB, untergejubelt riskanter-Kredite-Ackermann, tragen Kosten-Steuerzahler;-2;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;47;Gegenwart;Deutschland;Bayern, München;Hypo-Real-Estate, hoch Geld-Hilfe, klagt Gehaltsnachzahlung-Funke;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;48;Gegenwart;Deutschland, USA;;selbsicher Asmusssen, lässig Asmussen, jovial Asmussen, Goldman-Sachs;0;"US-Finanzminister = Tim-Geithner; Goldman-Sachs-Chef = Blankfein";
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;49;Gegenwart;Deutschland;;künstlich Konfliktlinie-Frage-Asmussen;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;50;Gegenwart, Vergangenheit;Deutschland;;verstehen Standpunkt-Ford, IKB, True-Sale-Innitiative, zu-gut Standpunkt-Verständnis-Asmussen, etablieren Verbriefungsgeschäft-Vergangenheit-Asmussen, mitverursacht Krise-Asmussen, wertlose Papiere-IKB-Bilanzen, groß Markt-Vergangenheit, unreguliert Markt-Vergangenheit, Marktvertrauen-Asmussen;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;51;Gegenwart;Deutschland;;erkennen Fehler;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;52;Vergangenheit;Deutschland;;blenden lassen-Finanzministerium-Mitarbeiter, ungeschaffen Werte, gedroht Ausland-Banker, erpressen-Banker;-3;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;53;Gegenwart;Deutschland, Welt;Nordhein-Westfallen, Bonn;G-20-Gipfel, begonnen Wähler-Schlacht, Generalanzeiger, gut-laufen Abwrackprämie-de-Maizière;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;54;Gegenwart;Deutschland, Welt;;zurückerobert Macht-Politik, Deute-Bank, verzichtet Bonuszahlungen, stabilisiert Banken, beschließen Bank-Enteignung;2;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;55;Gegenwart;Deutschland;;Commerzbank, Talkshows, lassen Vortritt-Banker, zuhören Manager, reden Minister;1;Chef-Commerzbank = Marti-Blessing;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;56;Gegenwart, Zukunft;Deutschland, Großbritannien;;G-20-Gipfel, Finanzwelt-Pläne-Zukunft, abschaffen Steueroasen-Zukunft, Bankenwirtschaft-Regelungen-Zukunft, historische Chance, möglicher Politik-Triumph, abhalten Banken-Treffen-Brown ;1;56, nicht 55 Absätze;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;1;Gegenwart, Zukunft;Deutschland;Berlin;Magista, Insolvenzverfahren, kopflos Mitarbeiter-Reaktion-Dietrich, Dammbruch, davongespült Boom-Profiteuren-Zukunft;-1;;1 Stunde 20 Minuten
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;2;Vergangenheit, Gegenwart;Deutschland;;gesunken Leihkräfte-Anzahl, Jobmotor-Zeitarbeit-Vergangenheit, droht Absturz, zurückschicken Leiharbeiter, kündigen Mitarbeiter-Verleiher, knapp Aufträge, wegbrechen Umsätze, schlittern Insolvenz, Magista, bedroht kleine-Betriebe;-2;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;3;Gegenwart;Deutschland;;kaum Trauer, begrüßen Gewitter, BZA, Bereinigung-Bäumer, IG-Metall, egal Kleinbetrieb-Pleite-Grzonka;0;Bundesverband-Zeitarbeit = BZA;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;4;Vergangenheit, Gegenwart ;Deutschland;;Magista, stark abbestellt-Kunden, verglichgeblich Facharbeiter-Vermittlung, Zahlungsunfähigkeit, Überschuldung ;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;5;Vergangenheit, Gegenwart ;Deutschland;;Boomjahren, leicht-verdienen Geld-Vergangenheit, hoch Zeitarbeitsfirmen-Anzahl-Vergangenheit, satte Renditen-Vergangenheit;0;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;6;Gegenwart, Zukunft;Deutschland;;hoch kleine-Zeitarbeitsfirmen-Anzahl, existieren Nischenanbieter, wenig-spüren Krise, unaufhaltbar Erdrutsch-Bäumer, Magista, bedroht Helfermarkt;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;7;Vergangenheit, Gegenwart ;Deutschland;;verschwinden unsolide-kleine-Unternehmen, unvermittelbar unbeschäftigte-Mitarbeiter, hohe Kosten-Zukunft, weitergezahlt Löhne, Zeitkonten, Liquiditätsschwierigkeiten, keine Rücklagenbildung-Vergangenheit;-2;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;8;Gegenwart, Zukunft;Deutschland;; zusätzliches Ungemach-Zukunft, fällig Jahresbeiträge-Zukunft, hoch Unfallhäufigkeit-Leiharbeiter, hoch Gefahrenklasse-Einstufung, Randstad, hohe Unfallkosten-Reinhardt;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;9;Gegenwart;Deutschland;;Kurzarbeit, uninteressiert Auffanglösung, gestiegen Kurzarbeit-Anzahl, teuer Kurzarbeit, weiterlaufen Sozialabgaben, ungewollt Kurzarbeit-Zeitarbeitsfirmen, DGB, fehlen soziale-Verantwortung-Buntenbach, überbrücken Krise ;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;10;Gegenwart, Zukunft;Deutschland;Berlin;schnell Personaltrennung, befristeten Arbeitsverträgen, hohen Fluktuation, hoch Probezeit-Beschäftigte-Anzahl, massiv-unterschritten Kündigungsfristen-Scottorf, Hensche, CGZP, absprach Tariffähigkeit-Arbeitsgericht, weite Kosten-Zukunft, nachzahlen Löhne-Zukunft, nachzahlen Sozialbeiträge-Zukunft;-2;Christliche-Tarifgemeinschaft-für-Zeitarbeit-und-Personalserviceagenturen = CGZP;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;11;Vergangenheit, Gegenwart;Deutschland;"Hessen, Dornheim; Niedersachsen, Sottrum; Niedersachen, Nordhorn";Arron, Insolvenz-Arron, A.S.T.-Dienstleistungen-und-Zeitarbeit, Zahlungsunfähigkeit-A.S.T.-Dienstleistungen-und-Zeitarbeit, Euro-Time, Zahlungsunfähigkeit-Euro-Time, abendliche Frust-Disponentin;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;12;Vergangenheit, Gegenwart, Zukunft;Deutschland, Schweiz;;betroffen Branchenriesen, Randstad, Adecco, rote Zahlen-Randstad, rote Zahlen-Adecco, I.K.-Hofmann, stark gebeutet-I.K.-Hofmann, Manpower, mehr Büros-Vergangenheit-Manpower, gelassen geben-Branchenriesen, ausbauen Position-Zukunft-Branchenriesen;0;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;13;Gegenwart, Zukunft;Deutschland;;sehen Chance, Bereinigung, abzuschütteln Schmuddelimage, schwarzen-Schafe, abstrusen Haustarifen-Reitz, CGZP, gering Stundenlohn-CGZP, ver.di, BZA, anschieben überfälligen-Selbstreinigungsprozess-Zukunft, übersehen Leiharbeiterschicksal, weniger schwarze-Schafe-Zukunft, anstieg Leiharbeiter-Arbeitslosigkeit-Zukunft, tot Helfermarkt, bedroht Facharbeiter;-1;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;14;Gegenwart;Deutschland ;;Manpower, Bankpower, verantwortlich Krise-Banken, konzentrieren Firmenkundengeschäft-Reitz, offene Vertriebsstellen, dringend-gesucht Personal;1;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;1;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;2;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;3;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;4;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;5;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;6;;;;;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;7;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;1;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;2;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;3;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;4;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;5;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;6;;;;;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;7;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;1;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;2;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;3;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;4;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;5;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;6;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;7;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;8;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;9;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;10;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;11;;;;;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;12;;;;;;;
44;http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true;2009;25;Zeit;Der Vertrauensbonus;Felix Rohrbeck;1;;;;;;;
44;http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true;2009;25;Zeit;Der Vertrauensbonus;Felix Rohrbeck;2;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;1;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;2;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;3;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;4;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;5;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;6;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;7;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;8;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;9;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;10;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;11;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;12;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;13;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;14;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;15;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;16;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;17;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;18;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;19;;;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;20;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;1;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;2;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;3;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;4;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;5;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;6;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;7;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;8;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;9;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;10;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;11;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;12;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;13;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;14;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;15;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;16;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;17;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;18;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;19;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;20;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;21;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;22;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;23;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;24;;;;;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;25;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;1;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;2;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;3;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;4;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;5;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;6;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;7;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;8;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;9;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;10;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;11;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;12;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;13;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;14;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;15;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;16;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;1;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;2;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;3;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;4;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;5;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;6;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;7;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;8;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;9;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;10;;;;;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;11;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;1;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;2;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;3;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;4;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;5;;;;;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;6;;;;;;;
