"",BBEX3.D.NZD.EUR.BB.AC.000,BBEX3.D.NZD.EUR.BB.AC.000_FLAGS
2001-11-27,2.1148,
2001-11-28,2.1335,
2001-11-29,2.1474,
2001-11-30,2.1338,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,2.1533,
2001-12-04,2.1523,
2001-12-05,2.1551,
2001-12-06,2.1360,
2001-12-07,2.1422,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,2.1338,
2001-12-11,2.1375,
2001-12-12,2.1242,
2001-12-13,2.1392,
2001-12-14,2.1582,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,2.1630,
2001-12-18,2.1588,
2001-12-19,2.1565,
2001-12-20,2.1751,
2001-12-21,2.1621,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,2.1177,
2001-12-25,.,No value available
2001-12-26,.,No value available
2001-12-27,2.1340,
2001-12-28,2.1215,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,2.1469,
2002-01-03,2.1279,
2002-01-04,2.0916,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,2.0838,
2002-01-08,2.0774,
2002-01-09,2.0812,
2002-01-10,2.0740,
2002-01-11,2.1030,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,2.1077,
2002-01-15,2.1105,
2002-01-16,2.1010,
2002-01-17,2.0945,
2002-01-18,2.0847,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,2.0686,
2002-01-22,2.0587,
2002-01-23,2.0655,
2002-01-24,2.0626,
2002-01-25,2.0436,
2002-01-26,.,No value available
2002-01-27,.,No value available
2002-01-28,2.0368,
2002-01-29,2.0410,
2002-01-30,2.0832,
2002-01-31,2.0720,
2002-02-01,2.0680,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,2.0645,
2002-02-05,2.0770,
2002-02-06,2.0800,
2002-02-07,2.0865,
2002-02-08,2.0920,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,2.0871,
2002-02-12,2.0943,
2002-02-13,2.0900,
2002-02-14,2.0671,
2002-02-15,2.0660,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,2.0625,
2002-02-19,2.0680,
2002-02-20,2.0795,
2002-02-21,2.0810,
2002-02-22,2.0859,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,2.0915,
2002-02-26,2.0770,
2002-02-27,2.0673,
2002-02-28,2.0576,
2002-03-01,2.0575,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,2.0315,
2002-03-05,2.0426,
2002-03-06,2.0460,
2002-03-07,2.0360,
2002-03-08,2.0464,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,2.0473,
2002-03-12,2.0450,
2002-03-13,2.0390,
2002-03-14,2.0508,
2002-03-15,2.0370,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,2.0214,
2002-03-19,2.0330,
2002-03-20,2.0041,
2002-03-21,2.0020,
2002-03-22,1.9989,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,1.9941,
2002-03-26,1.9999,
2002-03-27,2.0068,
2002-03-28,1.9825,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,1.9892,
2002-04-03,2.0082,
2002-04-04,1.9976,
2002-04-05,1.9998,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,2.0223,
2002-04-09,2.0099,
2002-04-10,2.0098,
2002-04-11,1.9925,
2002-04-12,1.9904,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,1.9966,
2002-04-16,2.0066,
2002-04-17,1.9966,
2002-04-18,1.9998,
2002-04-19,1.9857,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,1.9886,
2002-04-23,1.9900,
2002-04-24,1.9915,
2002-04-25,1.9890,
2002-04-26,1.9965,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,2.0122,
2002-04-30,2.0163,
2002-05-01,.,No value available
2002-05-02,2.0213,
2002-05-03,2.0284,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,2.0429,
2002-05-07,2.0366,
2002-05-08,2.0162,
2002-05-09,2.0129,
2002-05-10,2.0160,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,2.0020,
2002-05-14,1.9895,
2002-05-15,1.9777,
2002-05-16,1.9820,
2002-05-17,1.9767,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,1.9764,
2002-05-21,1.9730,
2002-05-22,1.9605,
2002-05-23,1.9635,
2002-05-24,1.9630,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,1.9419,
2002-05-28,1.9449,
2002-05-29,1.9541,
2002-05-30,1.9658,
2002-05-31,1.9441,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,1.9302,
2002-06-04,1.9158,
2002-06-05,1.9193,
2002-06-06,1.9166,
2002-06-07,1.9268,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,1.9365,
2002-06-11,1.9355,
2002-06-12,1.9255,
2002-06-13,1.9246,
2002-06-14,1.9443,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,1.9542,
2002-06-18,1.9439,
2002-06-19,1.9602,
2002-06-20,1.9590,
2002-06-21,1.9486,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,1.9605,
2002-06-25,1.9867,
2002-06-26,1.9960,
2002-06-27,2.0096,
2002-06-28,2.0397,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,2.0400,
2002-07-02,2.0218,
2002-07-03,2.0080,
2002-07-04,2.0152,
2002-07-05,2.0053,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,2.0059,
2002-07-09,2.0185,
2002-07-10,2.0114,
2002-07-11,2.0470,
2002-07-12,2.0420,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,2.0518,
2002-07-16,2.0805,
2002-07-17,2.0850,
2002-07-18,2.0900,
2002-07-19,2.0926,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,2.0820,
2002-07-23,2.0763,
2002-07-24,2.1401,
2002-07-25,2.1451,
2002-07-26,2.1555,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,2.1070,
2002-07-30,2.0863,
2002-07-31,2.0788,
2002-08-01,2.1074,
2002-08-02,2.1216,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,2.1295,
2002-08-06,2.1505,
2002-08-07,2.1415,
2002-08-08,2.1292,
2002-08-09,2.1256,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,2.1108,
2002-08-13,2.1243,
2002-08-14,2.1330,
2002-08-15,2.1050,
2002-08-16,2.1138,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,2.0990,
2002-08-20,2.0876,
2002-08-21,2.0845,
2002-08-22,2.1054,
2002-08-23,2.0740,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,2.0757,
2002-08-27,2.0727,
2002-08-28,2.0820,
2002-08-29,2.0980,
2002-08-30,2.0970,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,2.0891,
2002-09-03,2.1055,
2002-09-04,2.1339,
2002-09-05,2.1375,
2002-09-06,2.1165,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,2.0902,
2002-09-10,2.0715,
2002-09-11,2.0760,
2002-09-12,2.0539,
2002-09-13,2.0635,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,2.0601,
2002-09-17,2.0600,
2002-09-18,2.0663,
2002-09-19,2.0640,
2002-09-20,2.0772,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,2.0862,
2002-09-24,2.0905,
2002-09-25,2.0737,
2002-09-26,2.0941,
2002-09-27,2.0747,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,2.0936,
2002-10-01,2.0996,
2002-10-02,2.0732,
2002-10-03,2.0788,
2002-10-04,2.0653,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,2.0268,
2002-10-08,2.0321,
2002-10-09,2.0461,
2002-10-10,2.0571,
2002-10-11,2.0515,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,2.0616,
2002-10-15,2.0465,
2002-10-16,2.0485,
2002-10-17,2.0274,
2002-10-18,2.0218,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,2.0198,
2002-10-22,2.0205,
2002-10-23,2.0150,
2002-10-24,2.0002,
2002-10-25,2.0055,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,1.9961,
2002-10-29,2.0125,
2002-10-30,2.0310,
2002-10-31,2.0405,
2002-11-01,2.0365,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,2.0095,
2002-11-05,2.0151,
2002-11-06,2.0099,
2002-11-07,2.0121,
2002-11-08,2.0299,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,2.0500,
2002-11-12,2.0410,
2002-11-13,2.0341,
2002-11-14,2.0205,
2002-11-15,2.0072,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,2.0241,
2002-11-19,2.0325,
2002-11-20,2.0224,
2002-11-21,1.9932,
2002-11-22,1.9915,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,1.9856,
2002-11-26,1.9886,
2002-11-27,2.0123,
2002-11-28,2.0097,
2002-11-29,1.9990,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,1.9752,
2002-12-03,1.9974,
2002-12-04,2.0012,
2002-12-05,1.9930,
2002-12-06,1.9976,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,2.0052,
2002-12-10,2.0008,
2002-12-11,2.0040,
2002-12-12,1.9965,
2002-12-13,1.9946,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,1.9910,
2002-12-17,1.9867,
2002-12-18,1.9870,
2002-12-19,1.9903,
2002-12-20,1.9870,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,1.9934,
2002-12-24,1.9940,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,2.0010,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,2.0010,
2002-12-31,1.9975,
2003-01-01,.,No value available
2003-01-02,1.9942,
2003-01-03,1.9820,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,1.9735,
2003-01-07,1.9630,
2003-01-08,1.9617,
2003-01-09,1.9685,
2003-01-10,1.9611,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,1.9606,
2003-01-14,1.9610,
2003-01-15,1.9620,
2003-01-16,1.9460,
2003-01-17,1.9317,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,1.9364,
2003-01-21,1.9463,
2003-01-22,1.9690,
2003-01-23,1.9610,
2003-01-24,1.9655,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,1.9780,
2003-01-28,1.9795,
2003-01-29,1.9775,
2003-01-30,1.9655,
2003-01-31,1.9820,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,1.9790,
2003-02-04,1.9736,
2003-02-05,1.9815,
2003-02-06,1.9741,
2003-02-07,1.9700,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,1.9580,
2003-02-11,1.9525,
2003-02-12,1.9450,
2003-02-13,1.9565,
2003-02-14,1.9549,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,1.9505,
2003-02-18,1.9454,
2003-02-19,1.9400,
2003-02-20,1.9407,
2003-02-21,1.9345,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,1.9012,
2003-02-25,1.9037,
2003-02-26,1.9084,
2003-02-27,1.9132,
2003-02-28,1.9314,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,1.9300,
2003-03-04,1.9417,
2003-03-05,1.9455,
2003-03-06,1.9410,
2003-03-07,1.9498,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,1.9642,
2003-03-11,1.9860,
2003-03-12,2.0056,
2003-03-13,1.9884,
2003-03-14,1.9650,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,1.9528,
2003-03-18,1.9438,
2003-03-19,1.9212,
2003-03-20,1.9152,
2003-03-21,1.9190,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,1.9296,
2003-03-25,1.9312,
2003-03-26,1.9410,
2003-03-27,1.9510,
2003-03-28,1.9495,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,1.9721,
2003-04-01,1.9693,
2003-04-02,1.9685,
2003-04-03,1.9585,
2003-04-04,1.9705,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,1.9790,
2003-04-08,1.9606,
2003-04-09,1.9667,
2003-04-10,1.9739,
2003-04-11,1.9712,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,1.9705,
2003-04-15,1.9706,
2003-04-16,1.9445,
2003-04-17,1.9671,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,1.9565,
2003-04-23,1.9608,
2003-04-24,1.9877,
2003-04-25,1.9821,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,1.9776,
2003-04-29,1.9735,
2003-04-30,1.9900,
2003-05-01,.,No value available
2003-05-02,1.9991,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,1.9890,
2003-05-06,1.9977,
2003-05-07,1.9958,
2003-05-08,1.9953,
2003-05-09,1.9915,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,1.9966,
2003-05-13,1.9991,
2003-05-14,2.0020,
2003-05-15,1.9970,
2003-05-16,1.9879,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,1.9964,
2003-05-20,1.9949,
2003-05-21,2.0004,
2003-05-22,2.0148,
2003-05-23,2.0178,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,2.0242,
2003-05-27,2.0333,
2003-05-28,2.0370,
2003-05-29,2.0548,
2003-05-30,2.0499,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,2.0275,
2003-06-03,2.0223,
2003-06-04,2.0073,
2003-06-05,2.0387,
2003-06-06,2.0453,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,2.0343,
2003-06-10,2.0336,
2003-06-11,2.0336,
2003-06-12,2.0300,
2003-06-13,2.0314,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,2.0323,
2003-06-17,2.0206,
2003-06-18,2.0026,
2003-06-19,1.9967,
2003-06-20,1.9909,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,1.9708,
2003-06-24,1.9726,
2003-06-25,1.9707,
2003-06-26,1.9619,
2003-06-27,1.9648,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,1.9569,
2003-07-01,1.9424,
2003-07-02,1.9459,
2003-07-03,1.9295,
2003-07-04,1.9252,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,1.8982,
2003-07-08,1.9094,
2003-07-09,1.9235,
2003-07-10,1.9417,
2003-07-11,1.9189,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,1.9142,
2003-07-15,1.9270,
2003-07-16,1.9224,
2003-07-17,1.9206,
2003-07-18,1.9488,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,1.9697,
2003-07-22,1.9663,
2003-07-23,1.9715,
2003-07-24,1.9559,
2003-07-25,1.9569,
2003-07-26,.,No value available
2003-07-27,.,No value available
2003-07-28,1.9522,
2003-07-29,1.9440,
2003-07-30,1.9526,
2003-07-31,1.9521,
2003-08-01,1.9298,
2003-08-02,.,No value available
2003-08-03,.,No value available
2003-08-04,1.9339,
2003-08-05,1.9566,
2003-08-06,1.9646,
2003-08-07,1.9643,
2003-08-08,1.9450,
2003-08-09,.,No value available
2003-08-10,.,No value available
2003-08-11,1.9284,
2003-08-12,1.9265,
2003-08-13,1.9253,
2003-08-14,1.9185,
2003-08-15,1.9102,
2003-08-16,.,No value available
2003-08-17,.,No value available
2003-08-18,1.8981,
2003-08-19,1.8956,
2003-08-20,1.8908,
2003-08-21,1.8697,
2003-08-22,1.8737,
2003-08-23,.,No value available
2003-08-24,.,No value available
2003-08-25,1.8629,
2003-08-26,1.8829,
2003-08-27,1.9089,
2003-08-28,1.8997,
2003-08-29,1.9016,
2003-08-30,.,No value available
2003-08-31,.,No value available
2003-09-01,1.9016,
2003-09-02,1.9014,
2003-09-03,1.9079,
2003-09-04,1.9057,
2003-09-05,1.9122,
2003-09-06,.,No value available
2003-09-07,.,No value available
2003-09-08,1.9212,
2003-09-09,1.9200,
2003-09-10,1.9182,
2003-09-11,1.9284,
2003-09-12,1.9249,
2003-09-13,.,No value available
2003-09-14,.,No value available
2003-09-15,1.9282,
2003-09-16,1.9175,
2003-09-17,1.9182,
2003-09-18,1.9341,
2003-09-19,1.9218,
2003-09-20,.,No value available
2003-09-21,.,No value available
2003-09-22,1.9195,
2003-09-23,1.9273,
2003-09-24,1.9246,
2003-09-25,1.9209,
2003-09-26,1.9493,
2003-09-27,.,No value available
2003-09-28,.,No value available
2003-09-29,1.9427,
2003-09-30,1.9538,
2003-10-01,1.9580,
2003-10-02,1.9577,
2003-10-03,1.9577,
2003-10-04,.,No value available
2003-10-05,.,No value available
2003-10-06,1.9477,
2003-10-07,1.9693,
2003-10-08,1.9705,
2003-10-09,1.9598,
2003-10-10,1.9654,
2003-10-11,.,No value available
2003-10-12,.,No value available
2003-10-13,1.9541,
2003-10-14,1.9588,
2003-10-15,1.9652,
2003-10-16,1.9519,
2003-10-17,1.9453,
2003-10-18,.,No value available
2003-10-19,.,No value available
2003-10-20,1.9526,
2003-10-21,1.9449,
2003-10-22,1.9371,
2003-10-23,1.9397,
2003-10-24,1.9369,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,1.9272,
2003-10-28,1.9092,
2003-10-29,1.9048,
2003-10-30,1.9096,
2003-10-31,1.9022,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,1.8920,
2003-11-04,1.8785,
2003-11-05,1.8593,
2003-11-06,1.8563,
2003-11-07,1.8588,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,1.8522,
2003-11-11,1.8381,
2003-11-12,1.8522,
2003-11-13,1.8574,
2003-11-14,1.8644,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,1.8733,
2003-11-18,1.8652,
2003-11-19,1.8754,
2003-11-20,1.8516,
2003-11-21,1.8519,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,1.8496,
2003-11-25,1.8492,
2003-11-26,1.8541,
2003-11-27,1.8638,
2003-11-28,1.8718,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,1.8701,
2003-12-02,1.8606,
2003-12-03,1.8624,
2003-12-04,1.8684,
2003-12-05,1.8772,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,1.8860,
2003-12-09,1.8909,
2003-12-10,1.8862,
2003-12-11,1.8870,
2003-12-12,1.8894,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,1.8914,
2003-12-16,1.8934,
2003-12-17,1.9041,
2003-12-18,1.9265,
2003-12-19,1.9249,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,1.9337,
2003-12-23,1.9289,
2003-12-24,1.9181,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,1.9248,
2003-12-30,1.9139,
2003-12-31,1.9244,
2004-01-01,.,No value available
2004-01-02,1.9184,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,1.8916,
2004-01-06,1.8934,
2004-01-07,1.8901,
2004-01-08,1.8783,
2004-01-09,1.8733,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,1.8806,
2004-01-13,1.8612,
2004-01-14,1.8611,
2004-01-15,1.8706,
2004-01-16,1.8678,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,1.8768,
2004-01-20,1.8846,
2004-01-21,1.8741,
2004-01-22,1.8764,
2004-01-23,1.8763,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,1.8680,
2004-01-27,1.8596,
2004-01-28,1.8601,
2004-01-29,1.8514,
2004-01-30,1.8626,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,1.8448,
2004-02-03,1.8511,
2004-02-04,1.8440,
2004-02-05,1.8340,
2004-02-06,1.8280,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,1.8282,
2004-02-10,1.8226,
2004-02-11,1.8235,
2004-02-12,1.8338,
2004-02-13,1.8219,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,1.8046,
2004-02-17,1.8176,
2004-02-18,1.8160,
2004-02-19,1.8105,
2004-02-20,1.8231,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,1.8372,
2004-02-24,1.8345,
2004-02-25,1.8232,
2004-02-26,1.8085,
2004-02-27,1.8164,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,1.8164,
2004-03-02,1.7985,
2004-03-03,1.8152,
2004-03-04,1.8125,
2004-03-05,1.8223,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,1.8291,
2004-03-09,1.8163,
2004-03-10,1.8445,
2004-03-11,1.8896,
2004-03-12,1.8964,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,1.9044,
2004-03-16,1.8960,
2004-03-17,1.8904,
2004-03-18,1.8828,
2004-03-19,1.8841,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,1.8659,
2004-03-23,1.8611,
2004-03-24,1.8723,
2004-03-25,1.8756,
2004-03-26,1.8705,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,1.8673,
2004-03-30,1.8544,
2004-03-31,1.8365,
2004-04-01,1.8525,
2004-04-02,1.8508,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,1.8513,
2004-04-06,1.8446,
2004-04-07,1.8366,
2004-04-08,1.8410,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,1.8276,
2004-04-14,1.8588,
2004-04-15,1.8747,
2004-04-16,1.8756,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,1.8676,
2004-04-20,1.8735,
2004-04-21,1.9027,
2004-04-22,1.8993,
2004-04-23,1.8893,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,1.8825,
2004-04-27,1.8929,
2004-04-28,1.8986,
2004-04-29,1.9189,
2004-04-30,1.9153,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,1.9162,
2004-05-04,1.9151,
2004-05-05,1.9145,
2004-05-06,1.9111,
2004-05-07,1.9189,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,1.9483,
2004-05-11,1.9529,
2004-05-12,1.9372,
2004-05-13,1.9731,
2004-05-14,1.9641,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,1.9834,
2004-05-18,1.9882,
2004-05-19,1.9747,
2004-05-20,1.9667,
2004-05-21,1.9685,
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,1.9627,
2004-05-25,1.9655,
2004-05-26,1.9508,
2004-05-27,1.9336,
2004-05-28,1.9419,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,1.9291,
2004-06-01,1.9324,
2004-06-02,1.9617,
2004-06-03,1.9567,
2004-06-04,1.9648,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,1.9569,
2004-06-08,1.9568,
2004-06-09,1.9457,
2004-06-10,1.9120,
2004-06-11,1.9084,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,1.9217,
2004-06-15,1.9335,
2004-06-16,1.9084,
2004-06-17,1.9118,
2004-06-18,1.9214,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,1.9266,
2004-06-22,1.9314,
2004-06-23,1.9304,
2004-06-24,1.9228,
2004-06-25,1.9107,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,1.9133,
2004-06-29,1.9137,
2004-06-30,1.9210,
2004-07-01,1.9013,
2004-07-02,1.9003,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,1.8978,
2004-07-06,1.8848,
2004-07-07,1.8866,
2004-07-08,1.8893,
2004-07-09,1.8918,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,1.8830,
2004-07-13,1.8757,
2004-07-14,1.8902,
2004-07-15,1.9030,
2004-07-16,1.8951,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,1.8800,
2004-07-20,1.8883,
2004-07-21,1.8936,
2004-07-22,1.9074,
2004-07-23,1.9139,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,1.9060,
2004-07-27,1.9041,
2004-07-28,1.9247,
2004-07-29,1.9059,
2004-07-30,1.8917,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,1.8881,
2004-08-03,1.8832,
2004-08-04,1.8624,
2004-08-05,1.8683,
2004-08-06,1.8706,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,1.8730,
2004-08-10,1.8759,
2004-08-11,1.8754,
2004-08-12,1.8624,
2004-08-13,1.8624,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,1.8564,
2004-08-17,1.8553,
2004-08-18,1.8564,
2004-08-19,1.8523,
2004-08-20,1.8362,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,1.8303,
2004-08-24,1.8528,
2004-08-25,1.8626,
2004-08-26,1.8533,
2004-08-27,1.8422,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,1.8496,
2004-08-31,1.8596,
2004-09-01,1.8568,
2004-09-02,1.8681,
2004-09-03,1.8620,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,1.8630,
2004-09-07,1.8687,
2004-09-08,1.8765,
2004-09-09,1.8616,
2004-09-10,1.8726,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,1.8614,
2004-09-14,1.8538,
2004-09-15,1.8510,
2004-09-16,1.8493,
2004-09-17,1.8448,
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,1.8377,
2004-09-21,1.8502,
2004-09-22,1.8503,
2004-09-23,1.8458,
2004-09-24,1.8435,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,1.8420,
2004-09-28,1.8424,
2004-09-29,1.8408,
2004-09-30,1.8414,
2004-10-01,1.8449,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,1.8402,
2004-10-05,1.8274,
2004-10-06,1.8296,
2004-10-07,1.8204,
2004-10-08,1.8193,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,1.8171,
2004-10-12,1.8152,
2004-10-13,1.8237,
2004-10-14,1.8209,
2004-10-15,1.8130,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,1.8124,
2004-10-19,1.8215,
2004-10-20,1.8213,
2004-10-21,1.8227,
2004-10-22,1.8229,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,1.8220,
2004-10-26,1.8307,
2004-10-27,1.8312,
2004-10-28,1.8645,
2004-10-29,1.8666,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,1.8627,
2004-11-02,1.8552,
