"",BBEX3.D.BGN.USD.CA.AC.000,BBEX3.D.BGN.USD.CA.AC.000_FLAGS
2011-03-18,1.38417,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,1.37793,
2011-03-22,1.37628,
2011-03-23,1.38358,
2011-03-24,1.38436,
2011-03-25,1.38564,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.39384,
2011-03-29,1.39047,
2011-03-30,1.38810,
2011-03-31,1.37667,
2011-04-01,1.38309,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.37348,
2011-04-05,1.38065,
2011-04-06,1.36771,
2011-04-07,1.36934,
2011-04-08,1.35812,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.35502,
2011-04-12,1.35164,
2011-04-13,1.34950,
2011-04-14,1.35812,
2011-04-15,1.35352,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.37011,
2011-04-19,1.36752,
2011-04-20,1.34745,
2011-04-21,1.34108,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,1.33805,
2011-04-27,1.33340,
2011-04-28,1.32204,
2011-04-29,1.31617,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.31821,
2011-05-03,1.32329,
2011-05-04,1.31423,
2011-05-05,1.32026,
2011-05-06,.,No value available
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.35850,
2011-05-10,1.36219,
2011-05-11,1.36228,
2011-05-12,1.38192,
2011-05-13,1.36963,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.38290,
2011-05-17,1.38016,
2011-05-18,1.37473,
2011-05-19,1.37107,
2011-05-20,1.37377,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,.,No value available
2011-05-24,.,No value available
2011-05-25,1.39017,
2011-05-26,1.38046,
2011-05-27,1.37107,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.37040,
2011-05-31,1.35963,
2011-06-01,1.35746,
2011-06-02,1.35258,
2011-06-03,1.34997,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.33998,
2011-06-07,1.33486,
2011-06-08,1.33888,
2011-06-09,1.33833,
2011-06-10,1.35015,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.36257,
2011-06-14,1.35370,
2011-06-15,1.36848,
2011-06-16,1.38830,
2011-06-17,1.37059,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.37396,
2011-06-21,1.36077,
2011-06-22,1.35850,
2011-06-23,1.37618,
2011-06-24,1.37541,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.37686,
2011-06-28,1.37145,
2011-06-29,1.35586,
2011-06-30,1.35323,
2011-07-01,1.34997,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.34885,
2011-07-05,1.35249,
2011-07-06,1.36599,
2011-07-07,1.37280,
2011-07-08,1.37328,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.39146,
2011-07-12,1.39952,
2011-07-13,1.38977,
2011-07-14,1.37715,
2011-07-15,1.38260,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.39255,
2011-07-19,1.38124,
2011-07-20,1.37667,
2011-07-21,1.37521,
2011-07-22,1.35906,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.36010,
2011-07-26,1.35155,
2011-07-27,1.35389,
2011-07-28,1.37155,
2011-07-29,1.37155,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.35680,
2011-08-02,1.38026,
2011-08-03,1.36771,
2011-08-04,1.37454,
2011-08-05,1.38172,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.37492,
2011-08-09,1.37088,
2011-08-10,1.36134,
2011-08-11,1.38290,
2011-08-12,1.37251,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,1.36685,
2011-08-16,1.36200,
2011-08-17,1.35099,
2011-08-18,1.36115,
2011-08-19,1.35963,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,1.35699,
2011-08-23,1.35239,
2011-08-24,1.35511,
2011-08-25,1.35596,
2011-08-26,1.35803,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,1.35006,
2011-08-30,1.35803,
2011-08-31,1.35352,
2011-09-01,1.36915,
2011-09-02,1.37203,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,.,No value available
2011-09-06,.,No value available
2011-09-07,1.39344,
2011-09-08,1.39264,
2011-09-09,1.41552,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.43221,
2011-09-13,1.43337,
2011-09-14,1.42460,
2011-09-15,1.41778,
2011-09-16,1.42139,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.43379,
2011-09-20,1.42657,
2011-09-21,1.43431,
2011-09-22,.,No value available
2011-09-23,.,No value available
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.44876,
2011-09-27,1.44033,
2011-09-28,1.43484,
2011-09-29,1.43653,
2011-09-30,1.44844,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.46757,
2011-10-04,1.48383,
2011-10-05,1.46647,
2011-10-06,1.47398,
2011-10-07,1.45588,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,1.43885,
2011-10-11,1.43737,
2011-10-12,1.42077,
2011-10-13,1.42481,
2011-10-14,1.41655,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,1.41974,
2011-10-18,1.43012,
2011-10-19,1.41440,
2011-10-20,1.41655,
2011-10-21,1.41747,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,1.41154,
2011-10-25,1.40525,
2011-10-26,1.40434,
2011-10-27,1.39324,
2011-10-28,1.38124,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,1.39692,
2011-11-01,1.43526,
2011-11-02,1.41634,
2011-11-03,1.42005,
2011-11-04,1.42005,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.42325,
2011-11-08,1.41850,
2011-11-09,1.43463,
2011-11-10,1.43642,
2011-11-11,1.43284,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.43190,
2011-11-15,1.44534,
2011-11-16,1.45048,
2011-11-17,1.45091,
2011-11-18,1.44065,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.45328,
2011-11-22,1.44502,
2011-11-23,1.46099,
2011-11-24,1.46252,
2011-11-25,1.47844,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,1.46526,
2011-11-29,1.46658,
2011-11-30,1.45762,
2011-12-01,1.44962,
2011-12-02,1.44758,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,1.45501,
2011-12-06,1.46023,
2011-12-07,1.46208,
2011-12-08,1.45849,
2011-12-09,1.46132,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,1.47599,
2011-12-13,1.48383,
2011-12-14,1.50530,
2011-12-15,1.50229,
2011-12-16,1.49711,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.49998,
2011-12-20,1.49597,
2011-12-21,1.49826,
2011-12-22,1.49906,
2011-12-23,1.49792,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,1.49654,
2011-12-28,1.49597,
2011-12-29,1.51744,
2011-12-30,1.51158,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,1.50287,
2012-01-04,1.51053,
2012-01-05,1.52418,
2012-01-06,1.53086,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.53664,
2012-01-10,1.52704,
2012-01-11,1.53784,
2012-01-12,1.53567,
2012-01-13,1.53146,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.54379,
2012-01-17,1.52919,
2012-01-18,1.52430,
2012-01-19,1.51486,
2012-01-20,1.51591,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.50252,
2012-01-24,1.50414,
2012-01-25,1.51123,
2012-01-26,1.48789,
2012-01-27,1.48789,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.49186,
2012-01-31,1.48439,
2012-02-01,1.48450,
2012-02-02,1.49368,
2012-02-03,1.48619,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.49964,
2012-02-07,1.49152,
2012-02-08,1.47343,
2012-02-09,1.47188,
2012-02-10,1.48293,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.47565,
2012-02-14,1.48518,
2012-02-15,1.49391,
2012-02-16,1.50657,
2012-02-17,1.48631,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.47432,
2012-02-21,1.47922,
2012-02-22,1.47833,
2012-02-23,1.47055,
2012-02-24,1.45827,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.46088,
2012-02-28,1.45372,
2012-02-29,1.45491,
2012-03-01,1.46922,
2012-03-02,1.47978,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.47945,
2012-03-06,1.48698,
2012-03-07,1.49072,
2012-03-08,1.47699,
2012-03-09,1.48270,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.49084,
2012-03-13,1.49792,
2012-03-14,1.49734,
2012-03-15,1.49792,
2012-03-16,1.49118,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.48732,
2012-03-20,1.48191,
2012-03-21,1.47889,
2012-03-22,1.48540,
2012-03-23,1.47699,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.47321,
2012-03-27,1.46691,
2012-03-28,1.46647,
2012-03-29,1.47365,
2012-03-30,1.46438,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.46845,
2012-04-03,1.46889,
2012-04-04,1.48823,
2012-04-05,1.49666,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,1.49141,
2012-04-11,1.48948,
2012-04-12,1.48698,
2012-04-13,.,No value available
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,.,No value available
2012-04-17,1.48936,
2012-04-18,1.49380,
2012-04-19,1.49460,
2012-04-20,1.48259,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.48948,
2012-04-24,1.48608,
2012-04-25,1.48102,
2012-04-26,1.48001,
2012-04-27,1.47844,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,.,No value available
2012-05-01,.,No value available
2012-05-02,1.48948,
2012-05-03,1.49038,
2012-05-04,1.48936,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.50068,
2012-05-08,1.50160,
2012-05-09,1.51029,
2012-05-10,1.50901,
2012-05-11,1.51099,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.52051,
2012-05-15,1.52288,
2012-05-16,1.53543,
2012-05-17,1.54221,
2012-05-18,1.53748,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.53398,
2012-05-22,1.53182,
2012-05-23,1.54501,
2012-05-24,.,No value available
2012-05-25,.,No value available
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.55645,
2012-05-29,1.56179,
2012-05-30,1.57246,
2012-05-31,1.57690,
2012-06-01,1.58727,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.57259,
2012-06-05,1.57360,
2012-06-06,1.56654,
2012-06-07,1.55286,
2012-06-08,1.56868,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.55918,
2012-06-12,1.56567,
2012-06-13,1.56042,
2012-06-14,1.55831,
2012-06-15,1.55274,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.55003,
2012-06-19,1.54991,
2012-06-20,1.53954,
2012-06-21,1.54367,
2012-06-22,1.55980,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.56617,
2012-06-26,1.56780,
2012-06-27,1.56742,
2012-06-28,1.57500,
2012-06-29,1.55348,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.55311,
2012-07-03,1.55533,
2012-07-04,1.55719,
2012-07-05,1.57398,
2012-07-06,1.58021,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.59101,
2012-07-10,1.59205,
2012-07-11,1.59529,
2012-07-12,1.60604,
2012-07-13,1.60511,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.60617,
2012-07-17,1.59257,
2012-07-18,1.59868,
2012-07-19,1.59179,
2012-07-20,1.60314,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.61572,
2012-07-24,1.61786,
2012-07-25,1.61186,
2012-07-26,1.59529,
2012-07-27,1.58791,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.59712,
2012-07-31,1.59218,
2012-08-01,1.59036,
2012-08-02,1.58418,
2012-08-03,1.59725,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.57996,
2012-08-07,1.57272,
2012-08-08,1.58547,
2012-08-09,1.58998,
2012-08-10,1.59503,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.58508,
2012-08-14,1.58341,
2012-08-15,1.59321,
2012-08-16,1.59283,
2012-08-17,1.58534,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,1.59011,
2012-08-21,1.57373,
2012-08-22,1.57120,
2012-08-23,1.55818,
2012-08-24,1.56379,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.56092,
2012-08-28,1.55868,
2012-08-29,1.55905,
2012-08-30,1.55918,
2012-08-31,1.55089,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.55620,
2012-09-04,1.55484,
2012-09-05,1.55496,
2012-09-06,.,No value available
2012-09-07,.,No value available
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.53086,
2012-09-11,1.52955,
2012-09-12,1.51662,
2012-09-13,1.51497,
2012-09-14,1.49357,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,1.49460,
2012-09-18,1.49826,
2012-09-19,1.50425,
2012-09-20,1.50983,
2012-09-21,1.50587,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,1.51427,
2012-09-25,1.51240,
2012-09-26,1.52264,
2012-09-27,1.51921,
2012-09-28,1.51263,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,1.51886,
2012-10-02,1.51263,
2012-10-03,1.51568,
2012-10-04,1.51018,
2012-10-05,1.50425,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,1.50936,
2012-10-09,1.50994,
2012-10-10,1.51744,
2012-10-11,1.51403,
2012-10-12,1.50796,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,1.50785,
2012-10-16,1.49918,
2012-10-17,1.49072,
2012-10-18,1.49095,
2012-10-19,1.50044,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,1.49723,
2012-10-23,1.50391,
2012-10-24,1.51123,
2012-10-25,1.50530,
2012-10-26,1.51521,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,1.51638,
2012-10-30,1.50890,
2012-10-31,1.50530,
2012-11-01,1.50738,
2012-11-02,1.52205,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,1.53074,
2012-11-06,1.52799,
2012-11-07,1.53447,
2012-11-08,1.53567,
2012-11-09,1.54075,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,1.53579,
2012-11-13,1.54051,
2012-11-14,1.53688,
2012-11-15,1.53326,
2012-11-16,1.53459,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,1.53254,
2012-11-20,1.52692,
2012-11-21,1.52740,
2012-11-22,1.51697,
2012-11-23,1.51509,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,1.50866,
2012-11-27,1.50901,
2012-11-28,1.51721,
2012-11-29,1.50518,
2012-11-30,1.50611,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,1.49792,
2012-12-04,1.49391,
2012-12-05,1.49700,
2012-12-06,1.49620,
2012-12-07,1.51556,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,1.51263,
2012-12-11,1.50530,
2012-12-12,1.49987,
2012-12-13,1.49563,
2012-12-14,1.49517,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,1.48619,
2012-12-18,1.48416,
2012-12-19,1.47033,
2012-12-20,1.47654,
2012-12-21,1.48068,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,1.47432,
2012-12-28,1.48360,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,.,No value available
2013-01-01,.,No value available
2013-01-02,1.47476,
2013-01-03,1.49277,
2013-01-04,1.50310,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,1.49998,
2013-01-08,1.49460,
2013-01-09,1.49803,
2013-01-10,1.49152,
2013-01-11,1.47343,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,1.46603,
2013-01-15,1.46757,
2013-01-16,1.47310,
2013-01-17,1.46307,
2013-01-18,1.46790,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,1.46801,
2013-01-22,1.46867,
2013-01-23,1.46724,
2013-01-24,1.46515,
2013-01-25,1.45210,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,1.45480,
2013-01-29,1.45599,
2013-01-30,1.44438,
2013-01-31,1.44342,
2013-02-01,1.43347,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,1.44320,
2013-02-05,1.44480,
2013-02-06,1.44694,
2013-02-07,1.44384,
2013-02-08,1.46241,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,1.46056,
2013-02-12,1.45545,
2013-02-13,1.45091,
2013-02-14,1.46757,
2013-02-15,1.46779,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,1.46482,
2013-02-19,1.46515,
2013-02-20,1.46285,
2013-02-21,1.48326,
2013-02-22,1.48326,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,1.47011,
2013-02-26,1.49563,
2013-02-27,1.49334,
2013-02-28,1.48970,
2013-03-01,1.50448,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,1.50367,
2013-03-05,1.50056,
2013-03-06,1.50044,
2013-03-07,1.50333,
2013-03-08,1.49414,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,1.50518,
2013-03-12,1.49838,
2013-03-13,1.50669,
2013-03-14,1.51181,
2013-03-15,1.49460,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,1.51275,
2013-03-19,1.51099,
2013-03-20,1.51088,
2013-03-21,1.51497,
2013-03-22,1.51053,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,1.51204,
2013-03-26,1.52074,
2013-03-27,1.53182,
2013-03-28,1.52740,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,1.52323,
2013-04-03,1.52466,
2013-04-04,1.52585,
2013-04-05,1.51099,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,1.50183,
2013-04-09,1.49987,
2013-04-10,1.49460,
2013-04-11,1.49084,
2013-04-12,1.49849,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,1.49517,
2013-04-16,1.48970,
2013-04-17,1.48970,
2013-04-18,1.49929,
2013-04-19,1.49129,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,1.50021,
2013-04-23,1.50564,
2013-04-24,1.50379,
2013-04-25,1.49528,
2013-04-26,1.50460,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,1.49152,
2013-04-30,1.49620,
2013-05-01,.,No value available
2013-05-02,.,No value available
2013-05-03,.,No value available
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,.,No value available
2013-05-07,1.49220,
2013-05-08,1.48902,
2013-05-09,1.48823,
2013-05-10,1.50587,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,1.50762,
2013-05-14,1.50715,
2013-05-15,1.52039,
2013-05-16,1.51732,
2013-05-17,1.51980,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,1.52169,
2013-05-21,1.52015,
2013-05-22,1.51345,
2013-05-23,1.51756,
2013-05-24,.,No value available
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,1.51158,
2013-05-28,1.51169,
2013-05-29,1.51006,
2013-05-30,1.51099,
2013-05-31,1.50379,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,1.50356,
2013-06-04,1.49391,
2013-06-05,1.49677,
2013-06-06,1.49095,
2013-06-07,1.47498,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,1.48068,
2013-06-11,1.47354,
2013-06-12,1.47310,
2013-06-13,1.46889,
2013-06-14,1.47022,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,1.46647,
2013-06-18,1.46241,
2013-06-19,1.45892,
2013-06-20,1.48169,
2013-06-21,1.48394,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,1.49460,
2013-06-25,1.48914,
2013-06-26,1.50171,
2013-06-27,1.50079,
2013-06-28,1.49528,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,1.50021,
2013-07-02,1.50252,
2013-07-03,1.50924,
2013-07-04,1.50634,
2013-07-05,1.51815,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,1.52205,
2013-07-09,1.52122,
2013-07-10,1.52644,
2013-07-11,1.49941,
2013-07-12,1.50056,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,1.50310,
2013-07-16,1.49095,
2013-07-17,1.48891,
2013-07-18,1.49380,
2013-07-19,1.49038,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,1.48552,
2013-07-23,1.48394,
2013-07-24,1.47654,
2013-07-25,1.48146,
2013-07-26,1.47498,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,1.47387,
2013-07-30,1.47232,
2013-07-31,1.47332,
2013-08-01,1.47766,
2013-08-02,1.48135,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,1.47532,
2013-08-06,1.47276,
2013-08-07,1.47000,
2013-08-08,1.46394,
2013-08-09,1.46252,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,1.47276,
2013-08-13,1.47166,
2013-08-14,1.47688,
2013-08-15,1.47088,
2013-08-16,1.46614,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,1.46570,
2013-08-20,1.46045,
2013-08-21,1.46132,
2013-08-22,1.46801,
2013-08-23,1.46449,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,1.46384,
2013-08-27,1.46636,
2013-08-28,1.46537,
2013-08-29,1.47432,
2013-08-30,1.47777,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,1.48090,
2013-09-03,1.48484,
2013-09-04,1.48495,
2013-09-05,1.48146,
2013-09-06,.,No value available
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,1.48236,
2013-09-10,1.47721,
2013-09-11,1.47410,
2013-09-12,1.47166,
2013-09-13,1.47110,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,1.46427,
2013-09-17,1.46438,
2013-09-18,1.46482,
2013-09-19,1.44395,
2013-09-20,1.44726,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,1.44790,
2013-09-24,1.45167,
2013-09-25,1.44833,
2013-09-26,1.44887,
2013-09-27,1.44480,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,1.44823,
2013-10-01,1.44299,
2013-10-02,1.44716,
2013-10-03,1.43875,
2013-10-04,1.43885,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,1.44108,
2013-10-08,1.44065,
2013-10-09,1.44716,
2013-10-10,1.44534,
2013-10-11,1.44171,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,1.44193,
2013-10-15,1.44951,
2013-10-16,1.44225,
2013-10-17,1.43158,
2013-10-18,1.42928,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,1.43106,
2013-10-22,1.43033,
2013-10-23,1.42221,
2013-10-24,1.41675,
2013-10-25,1.41963,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,1.41891,
2013-10-29,1.42056,
2013-10-30,1.42190,
2013-10-31,1.43379,
2013-11-01,1.44823,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,1.44812,
2013-11-05,1.44941,
2013-11-06,1.44694,
2013-11-07,1.46340,
2013-11-08,1.45621,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,1.46023,
2013-11-12,1.45610,
2013-11-13,1.45794,
2013-11-14,1.45566,
2013-11-15,1.45307,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,1.44694,
2013-11-19,1.44855,
2013-11-20,1.44587,
2013-11-21,1.45177,
2013-11-22,1.44683,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,1.44726,
2013-11-26,1.44374,
2013-11-27,1.43853,
2013-11-28,1.43896,
2013-11-29,1.43695,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,1.44491,
2013-12-03,1.44044,
2013-12-04,1.43896,
2013-12-05,1.43875,
2013-12-06,1.43169,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,1.42532,
2013-12-10,1.42242,
2013-12-11,1.42067,
2013-12-12,1.41984,
2013-12-13,1.42481,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,1.41974,
2013-12-17,1.42253,
2013-12-18,1.42253,
2013-12-19,1.43106,
2013-12-20,1.43232,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,.,No value available
2013-12-24,.,No value available
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,1.41583,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,1.41902,
2013-12-31,.,No value available
2014-01-01,.,No value available
2014-01-02,1.43200,
2014-01-03,1.43452,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,1.43790,
2014-01-07,1.43379,
2014-01-08,1.43875,
2014-01-09,1.43684,
2014-01-10,1.43949,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,1.43242,
2014-01-14,1.43106,
2014-01-15,1.43748,
2014-01-16,1.43843,
2014-01-17,1.43980,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,1.44171,
2014-01-21,1.44598,
2014-01-22,1.44171,
2014-01-23,1.43400,
2014-01-24,1.42897,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,1.43200,
2014-01-28,1.43295,
2014-01-29,1.43726,
2014-01-30,1.44086,
2014-01-31,1.44705,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,1.44898,
2014-02-04,1.44673,
2014-02-05,1.44416,
2014-02-06,1.44930,
2014-02-07,1.44086,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,1.43410,
2014-02-11,1.43012,
2014-02-12,1.44097,
2014-02-13,1.43022,
2014-02-14,1.42688,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,1.42772,
2014-02-18,1.42439,
2014-02-19,1.42294,
2014-02-20,1.42699,
2014-02-21,1.42688,
