"",BBEX3.D.NOK.EUR.BB.AC.000,BBEX3.D.NOK.EUR.BB.AC.000_FLAGS
2010-09-17,7.9650,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,7.9540,
2010-09-21,7.9295,
2010-09-22,7.8965,
2010-09-23,7.9195,
2010-09-24,7.9475,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,7.9145,
2010-09-28,7.9670,
2010-09-29,7.9670,
2010-09-30,7.9680,
2010-10-01,8.0400,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,8.0300,
2010-10-05,8.0410,
2010-10-06,8.0340,
2010-10-07,8.0830,
2010-10-08,8.1000,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,8.1235,
2010-10-12,8.1240,
2010-10-13,8.1350,
2010-10-14,8.0695,
2010-10-15,8.0925,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,8.1500,
2010-10-19,8.1690,
2010-10-20,8.1585,
2010-10-21,8.1385,
2010-10-22,8.1430,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,8.0935,
2010-10-26,8.1200,
2010-10-27,8.1450,
2010-10-28,8.1500,
2010-10-29,8.1920,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,8.1455,
2010-11-02,8.2030,
2010-11-03,8.2080,
2010-11-04,8.1480,
2010-11-05,8.1190,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,8.0850,
2010-11-09,8.0770,
2010-11-10,8.0760,
2010-11-11,8.0910,
2010-11-12,8.1330,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,8.1355,
2010-11-16,8.1670,
2010-11-17,8.1850,
2010-11-18,8.1620,
2010-11-19,8.2000,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,8.2070,
2010-11-23,8.2070,
2010-11-24,8.1445,
2010-11-25,8.1275,
2010-11-26,8.1770,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,8.1285,
2010-11-30,8.0910,
2010-12-01,8.0600,
2010-12-02,8.0600,
2010-12-03,8.0050,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,7.9785,
2010-12-07,7.9660,
2010-12-08,7.9625,
2010-12-09,7.9550,
2010-12-10,7.9375,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,7.9265,
2010-12-14,7.8960,
2010-12-15,7.8660,
2010-12-16,7.8950,
2010-12-17,7.8925,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,7.8605,
2010-12-21,7.8620,
2010-12-22,7.8715,
2010-12-23,7.8370,
2010-12-24,7.8260,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,7.8350,
2010-12-28,7.8255,
2010-12-29,7.8090,
2010-12-30,7.8190,
2010-12-31,7.8000,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,7.7800,
2011-01-04,7.8090,
2011-01-05,7.7895,
2011-01-06,7.7475,
2011-01-07,7.7260,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,7.7085,
2011-01-11,7.7260,
2011-01-12,7.7060,
2011-01-13,7.7970,
2011-01-14,7.8500,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,7.7860,
2011-01-18,7.8200,
2011-01-19,7.8260,
2011-01-20,7.8745,
2011-01-21,7.8920,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,7.8830,
2011-01-25,7.8480,
2011-01-26,7.8665,
2011-01-27,7.9230,
2011-01-28,7.9330,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,7.9270,
2011-02-01,7.8820,
2011-02-02,7.8840,
2011-02-03,7.8585,
2011-02-04,7.8075,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,7.8385,
2011-02-08,7.8590,
2011-02-09,7.8685,
2011-02-10,7.9320,
2011-02-11,7.9300,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,7.8770,
2011-02-15,7.8335,
2011-02-16,7.8275,
2011-02-17,7.8075,
2011-02-18,7.7555,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,7.7690,
2011-02-22,7.7515,
2011-02-23,7.7390,
2011-02-24,7.7190,
2011-02-25,7.7640,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,7.7090,
2011-03-01,7.7120,
2011-03-02,7.7020,
2011-03-03,7.7145,
2011-03-04,7.7800,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,7.7600,
2011-03-08,7.7550,
2011-03-09,7.7510,
2011-03-10,7.7820,
2011-03-11,7.8055,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,7.8290,
2011-03-15,7.9140,
2011-03-16,7.8690,
2011-03-17,7.8985,
2011-03-18,7.8830,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,7.8795,
2011-03-22,7.9060,
2011-03-23,7.8910,
2011-03-24,7.8830,
2011-03-25,7.8840,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,7.8745,
2011-03-29,7.9040,
2011-03-30,7.8675,
2011-03-31,7.8330,
2011-04-01,7.8055,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,7.8205,
2011-04-05,7.7910,
2011-04-06,7.7850,
2011-04-07,7.8175,
2011-04-08,7.8020,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,7.8125,
2011-04-12,7.8770,
2011-04-13,7.8620,
2011-04-14,7.8580,
2011-04-15,7.8080,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,7.7880,
2011-04-19,7.7635,
2011-04-20,7.7895,
2011-04-21,7.7842,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,7.7800,
2011-04-27,7.7885,
2011-04-28,7.8090,
2011-04-29,7.7820,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,7.7800,
2011-05-03,7.7995,
2011-05-04,7.8710,
2011-05-05,7.9300,
2011-05-06,7.9450,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,7.8665,
2011-05-10,7.8035,
2011-05-11,7.7890,
2011-05-12,7.8010,
2011-05-13,7.8405,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,7.8670,
2011-05-17,7.9385,
2011-05-18,7.9360,
2011-05-19,7.8725,
2011-05-20,7.8280,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,7.8475,
2011-05-24,7.8385,
2011-05-25,7.8240,
2011-05-26,7.7900,
2011-05-27,7.7690,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,7.7485,
2011-05-31,7.7590,
2011-06-01,7.7310,
2011-06-02,7.7596,
2011-06-03,7.7965,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,7.8235,
2011-06-07,7.8395,
2011-06-08,7.8855,
2011-06-09,7.8730,
2011-06-10,7.8555,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,7.8660,
2011-06-14,7.7965,
2011-06-15,7.8200,
2011-06-16,7.8785,
2011-06-17,7.8695,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,7.9265,
2011-06-21,7.9120,
2011-06-22,7.8665,
2011-06-23,7.8030,
2011-06-24,7.7825,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,7.7845,
2011-06-28,7.8020,
2011-06-29,7.8055,
2011-06-30,7.7875,
2011-07-01,7.7900,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,7.7605,
2011-07-05,7.7525,
2011-07-06,7.7665,
2011-07-07,7.7420,
2011-07-08,7.7450,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,7.7440,
2011-07-12,7.7720,
2011-07-13,7.8355,
2011-07-14,7.8380,
2011-07-15,7.8665,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,7.8670,
2011-07-19,7.8620,
2011-07-20,7.8040,
2011-07-21,7.7750,
2011-07-22,7.7675,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,7.7715,
2011-07-26,7.7575,
2011-07-27,7.7615,
2011-07-28,7.7245,
2011-07-29,7.7370,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,7.6935,
2011-08-02,7.6460,
2011-08-03,7.6820,
2011-08-04,7.7405,
2011-08-05,7.7840,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,7.7680,
2011-08-09,7.8295,
2011-08-10,7.8105,
2011-08-11,7.8205,
2011-08-12,7.8260,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,7.8705,
2011-08-16,7.8650,
2011-08-17,7.7985,
2011-08-18,7.8035,
2011-08-19,7.8575,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,7.8360,
2011-08-23,7.8080,
2011-08-24,7.8425,
2011-08-25,7.7880,
2011-08-26,7.7735,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,7.7740,
2011-08-30,7.7720,
2011-08-31,7.7395,
2011-09-01,7.6850,
2011-09-02,7.6765,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,7.6725,
2011-09-06,7.5965,
2011-09-07,7.5425,
2011-09-08,7.5585,
2011-09-09,7.5315,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,7.5905,
2011-09-13,7.7275,
2011-09-14,7.7460,
2011-09-15,7.7355,
2011-09-16,7.7380,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,7.7410,
2011-09-20,7.7615,
2011-09-21,7.7570,
2011-09-22,7.8270,
2011-09-23,7.8855,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,7.8260,
2011-09-27,7.7900,
2011-09-28,7.8150,
2011-09-29,7.8430,
2011-09-30,7.8880,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,7.8260,
2011-10-04,7.8360,
2011-10-05,7.8105,
2011-10-06,7.8245,
2011-10-07,7.8000,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,7.8025,
2011-10-11,7.7810,
2011-10-12,7.7830,
2011-10-13,7.7570,
2011-10-14,7.7455,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,7.7320,
2011-10-18,7.7605,
2011-10-19,7.7350,
2011-10-20,7.7085,
2011-10-21,7.7060,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,7.6915,
2011-10-25,7.6855,
2011-10-26,7.6800,
2011-10-27,7.6560,
2011-10-28,7.6725,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,7.7015,
2011-11-01,7.7580,
2011-11-02,7.7585,
2011-11-03,7.7210,
2011-11-04,7.7640,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,7.7475,
2011-11-08,7.7250,
2011-11-09,7.7645,
2011-11-10,7.7420,
2011-11-11,7.7520,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,7.7540,
2011-11-15,7.8000,
2011-11-16,7.7930,
2011-11-17,7.8205,
2011-11-18,7.8200,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,7.8405,
2011-11-22,7.8250,
2011-11-23,7.8185,
2011-11-24,7.8310,
2011-11-25,7.8360,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,7.8355,
2011-11-29,7.8495,
2011-11-30,7.7530,
2011-12-01,7.7830,
2011-12-02,7.7660,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,7.7260,
2011-12-06,7.7160,
2011-12-07,7.6935,
2011-12-08,7.6840,
2011-12-09,7.6770,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,7.7015,
2011-12-13,7.7110,
2011-12-14,7.7660,
2011-12-15,7.7675,
2011-12-16,7.7815,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,7.7475,
2011-12-20,7.7080,
2011-12-21,7.7520,
2011-12-22,7.7640,
2011-12-23,7.7820,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,7.7945,
2011-12-28,7.7990,
2011-12-29,7.7740,
2011-12-30,7.7540,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,7.7540,
2012-01-03,7.7350,
2012-01-04,7.7005,
2012-01-05,7.6825,
2012-01-06,7.6745,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,7.6570,
2012-01-10,7.6555,
2012-01-11,7.6505,
2012-01-12,7.6770,
2012-01-13,7.6930,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,7.6705,
2012-01-17,7.6635,
2012-01-18,7.7045,
2012-01-19,7.6620,
2012-01-20,7.6600,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,7.6645,
2012-01-24,7.6390,
2012-01-25,7.6825,
2012-01-26,7.6465,
2012-01-27,7.6450,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,7.6810,
2012-01-31,7.6560,
2012-02-01,7.6540,
2012-02-02,7.6480,
2012-02-03,7.6440,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,7.5925,
2012-02-07,7.6225,
2012-02-08,7.6290,
2012-02-09,7.6300,
2012-02-10,7.6180,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,7.5710,
2012-02-14,7.5350,
2012-02-15,7.5285,
2012-02-16,7.5515,
2012-02-17,7.4975,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,7.4880,
2012-02-21,7.5200,
2012-02-22,7.5000,
2012-02-23,7.4710,
2012-02-24,7.4785,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,7.4975,
2012-02-28,7.4800,
2012-02-29,7.4405,
2012-03-01,7.4225,
2012-03-02,7.4205,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,7.4200,
2012-03-06,7.4520,
2012-03-07,7.4480,
2012-03-08,7.4210,
2012-03-09,7.4600,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,7.4795,
2012-03-13,7.4515,
2012-03-14,7.5470,
2012-03-15,7.5665,
2012-03-16,7.5480,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,7.5505,
2012-03-20,7.6060,
2012-03-21,7.6105,
2012-03-22,7.6240,
2012-03-23,7.6380,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,7.6090,
2012-03-27,7.5710,
2012-03-28,7.6110,
2012-03-29,7.6320,
2012-03-30,7.6040,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,7.5505,
2012-04-03,7.5600,
2012-04-04,7.5730,
2012-04-05,7.5692,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,7.5815,
2012-04-11,7.6040,
2012-04-12,7.6100,
2012-04-13,7.5990,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,7.5530,
2012-04-17,7.5475,
2012-04-18,7.5525,
2012-04-19,7.5485,
2012-04-20,7.5470,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,7.5590,
2012-04-24,7.5565,
2012-04-25,7.5625,
2012-04-26,7.5765,
2012-04-27,7.5880,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,7.5875,
2012-05-01,.,No value available
2012-05-02,7.5525,
2012-05-03,7.5405,
2012-05-04,7.5610,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,7.5635,
2012-05-08,7.5605,
2012-05-09,7.5630,
2012-05-10,7.5575,
2012-05-11,7.5815,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,7.5915,
2012-05-15,7.6185,
2012-05-16,7.6210,
2012-05-17,7.5802,
2012-05-18,7.5975,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,7.6265,
2012-05-22,7.5715,
2012-05-23,7.5730,
2012-05-24,7.5360,
2012-05-25,7.5510,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,7.5359,
2012-05-29,7.5205,
2012-05-30,7.5145,
2012-05-31,7.5235,
2012-06-01,7.5745,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,7.6030,
2012-06-05,7.5945,
2012-06-06,7.6065,
2012-06-07,7.5885,
2012-06-08,7.5995,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,7.5560,
2012-06-12,7.5465,
2012-06-13,7.5115,
2012-06-14,7.5070,
2012-06-15,7.5240,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,7.5260,
2012-06-19,7.5170,
2012-06-20,7.5060,
2012-06-21,7.4960,
2012-06-22,7.4865,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,7.4980,
2012-06-26,7.4995,
2012-06-27,7.5230,
2012-06-28,7.5465,
2012-06-29,7.5330,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,7.5255,
2012-07-03,7.5195,
2012-07-04,7.5165,
2012-07-05,7.4760,
2012-07-06,7.5190,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,7.4965,
2012-07-10,7.4865,
2012-07-11,7.4745,
2012-07-12,7.4710,
2012-07-13,7.4410,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,7.4525,
2012-07-17,7.4750,
2012-07-18,7.4825,
2012-07-19,7.4775,
2012-07-20,7.4230,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,7.3810,
2012-07-24,7.3720,
2012-07-25,7.3695,
2012-07-26,7.3990,
2012-07-27,7.4730,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,7.4220,
2012-07-31,7.4215,
2012-08-01,7.3850,
2012-08-02,7.4045,
2012-08-03,7.3700,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,7.3945,
2012-08-07,7.3575,
2012-08-08,7.3040,
2012-08-09,7.2955,
2012-08-10,7.2700,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,7.3065,
2012-08-14,7.3010,
2012-08-15,7.2955,
2012-08-16,7.3370,
2012-08-17,7.3295,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,7.3130,
2012-08-21,7.3235,
2012-08-22,7.3520,
2012-08-23,7.3410,
2012-08-24,7.3020,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,7.2950,
2012-08-28,7.2900,
2012-08-29,7.3125,
2012-08-30,7.2775,
2012-08-31,7.2925,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,7.3015,
2012-09-04,7.2890,
2012-09-05,7.3070,
2012-09-06,7.3725,
2012-09-07,7.3730,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,7.3900,
2012-09-11,7.3890,
2012-09-12,7.4070,
2012-09-13,7.4190,
2012-09-14,7.4285,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,7.4725,
2012-09-18,7.4655,
2012-09-19,7.4315,
2012-09-20,7.4320,
2012-09-21,7.4215,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,7.4370,
2012-09-25,7.4000,
2012-09-26,7.4030,
2012-09-27,7.3800,
2012-09-28,7.3695,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,7.3780,
2012-10-02,7.3730,
2012-10-03,7.4115,
2012-10-04,7.4285,
2012-10-05,7.3935,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,7.4020,
2012-10-09,7.4050,
2012-10-10,7.3985,
2012-10-11,7.3825,
2012-10-12,7.4005,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,7.4100,
2012-10-16,7.3910,
2012-10-17,7.3960,
2012-10-18,7.3770,
2012-10-19,7.3840,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,7.3865,
2012-10-23,7.4170,
2012-10-24,7.4350,
2012-10-25,7.4615,
2012-10-26,7.4675,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,7.4520,
2012-10-30,7.4380,
2012-10-31,7.3855,
2012-11-01,7.3705,
2012-11-02,7.3305,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,7.3425,
2012-11-06,7.3220,
2012-11-07,7.3195,
2012-11-08,7.3020,
2012-11-09,7.3015,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,7.3030,
2012-11-13,7.3260,
2012-11-14,7.3220,
2012-11-15,7.3595,
2012-11-16,7.3695,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,7.3715,
2012-11-20,7.3350,
2012-11-21,7.3260,
2012-11-22,7.3250,
2012-11-23,7.3290,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,7.3370,
2012-11-27,7.3575,
2012-11-28,7.3415,
2012-11-29,7.3500,
2012-11-30,7.3760,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,7.3490,
2012-12-04,7.3465,
2012-12-05,7.3560,
2012-12-06,7.3360,
2012-12-07,7.3305,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,7.3250,
2012-12-11,7.3375,
2012-12-12,7.3295,
2012-12-13,7.3325,
2012-12-14,7.3715,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,7.3705,
2012-12-18,7.3850,
2012-12-19,7.3755,
2012-12-20,7.3645,
2012-12-21,7.3155,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,7.3695,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,7.3760,
2012-12-28,7.3375,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,7.3483,
2013-01-01,.,No value available
2013-01-02,7.3175,
2013-01-03,7.2915,
2013-01-04,7.2990,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,7.3060,
2013-01-08,7.3255,
2013-01-09,7.3250,
2013-01-10,7.2980,
2013-01-11,7.3490,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,7.3625,
2013-01-15,7.3995,
2013-01-16,7.4200,
2013-01-17,7.4055,
2013-01-18,7.4600,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,7.4440,
2013-01-22,7.4420,
2013-01-23,7.4015,
2013-01-24,7.4135,
2013-01-25,7.4240,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,7.4420,
2013-01-29,7.4110,
2013-01-30,7.4350,
2013-01-31,7.4350,
2013-02-01,7.4275,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,7.4275,
2013-02-05,7.4140,
2013-02-06,7.4230,
2013-02-07,7.4350,
2013-02-08,7.3910,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,7.3795,
2013-02-12,7.3870,
2013-02-13,7.3710,
2013-02-14,7.3605,
2013-02-15,7.3945,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,7.4070,
2013-02-19,7.4170,
2013-02-20,7.4065,
2013-02-21,7.4755,
2013-02-22,7.4670,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,7.4675,
2013-02-26,7.4595,
2013-02-27,7.4670,
2013-02-28,7.4870,
2013-03-01,7.4855,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,7.4455,
2013-03-05,7.4400,
2013-03-06,7.4250,
2013-03-07,7.4165,
2013-03-08,7.4435,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,7.4385,
2013-03-12,7.4455,
2013-03-13,7.4430,
2013-03-14,7.5320,
2013-03-15,7.5325,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,7.5015,
2013-03-19,7.5205,
2013-03-20,7.5450,
2013-03-21,7.5480,
2013-03-22,7.5395,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,7.5430,
2013-03-26,7.4975,
2013-03-27,7.4720,
2013-03-28,7.5120,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,7.4670,
2013-04-03,7.4465,
2013-04-04,7.4490,
2013-04-05,7.4475,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,7.4540,
2013-04-09,7.4860,
2013-04-10,7.5060,
2013-04-11,7.4770,
2013-04-12,7.4820,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,7.5005,
2013-04-16,7.5220,
2013-04-17,7.5550,
2013-04-18,7.5870,
2013-04-19,7.5965,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,7.6090,
2013-04-23,7.6775,
2013-04-24,7.6780,
2013-04-25,7.6535,
2013-04-26,7.6215,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,7.6090,
2013-04-30,7.6075,
2013-05-01,.,No value available
2013-05-02,7.5865,
2013-05-03,7.6075,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,7.6240,
2013-05-07,7.6395,
2013-05-08,7.5910,
2013-05-09,7.5485,
2013-05-10,7.5260,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,7.5330,
2013-05-14,7.5405,
2013-05-15,7.5415,
2013-05-16,7.5360,
2013-05-17,7.5393,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,7.5143,
2013-05-21,7.5065,
2013-05-22,7.4650,
2013-05-23,7.5340,
2013-05-24,7.5285,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,7.5480,
2013-05-28,7.5530,
2013-05-29,7.6000,
2013-05-30,7.6190,
2013-05-31,7.6140,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,7.5970,
2013-06-04,7.5975,
2013-06-05,7.6050,
2013-06-06,7.5810,
2013-06-07,7.6305,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,7.6120,
2013-06-11,7.6860,
2013-06-12,7.6650,
2013-06-13,7.6770,
2013-06-14,7.6405,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,7.6345,
2013-06-18,7.6935,
2013-06-19,7.6765,
2013-06-20,7.8500,
2013-06-21,7.9090,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,8.0400,
2013-06-25,7.9800,
2013-06-26,7.9470,
2013-06-27,7.8810,
2013-06-28,7.8845,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,7.8985,
2013-07-02,7.9200,
2013-07-03,7.9355,
2013-07-04,7.9350,
2013-07-05,7.9525,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,7.9650,
2013-07-09,7.9000,
2013-07-10,7.8550,
2013-07-11,7.9290,
2013-07-12,7.9130,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,7.9310,
2013-07-16,7.8935,
2013-07-17,7.8775,
2013-07-18,7.8535,
2013-07-19,7.8560,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,7.8230,
2013-07-23,7.8160,
2013-07-24,7.7845,
2013-07-25,7.8255,
2013-07-26,7.8640,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,7.8605,
2013-07-30,7.8720,
2013-07-31,7.8655,
2013-08-01,7.8345,
2013-08-02,7.8655,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,7.8550,
2013-08-06,7.8610,
2013-08-07,7.8995,
2013-08-08,7.8840,
2013-08-09,7.8170,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,7.8085,
2013-08-13,7.7960,
2013-08-14,7.8130,
2013-08-15,7.8435,
2013-08-16,7.9015,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,7.9040,
2013-08-20,7.9860,
2013-08-21,8.0535,
2013-08-22,8.1225,
2013-08-23,8.0940,
