"",BBEX3.D.ARS.EUR.CA.AA.000,BBEX3.D.ARS.EUR.CA.AA.000_FLAGS
2010-11-22,.,No value available
2010-11-23,5.2631,
2010-11-24,5.2549,
2010-11-25,5.2627,
2010-11-26,5.2134,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,5.1664,
2010-11-30,5.1415,
2010-12-01,5.1799,
2010-12-02,5.2063,
2010-12-03,5.2679,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,5.2344,
2010-12-07,5.2391,
2010-12-08,.,No value available
2010-12-09,5.2020,
2010-12-10,5.2056,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,5.2651,
2010-12-14,5.2790,
2010-12-15,5.2173,
2010-12-16,5.2025,
2010-12-17,5.1705,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,5.1579,
2010-12-21,5.1569,
2010-12-22,5.1442,
2010-12-23,5.1631,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,5.1808,
2010-12-28,5.1745,
2010-12-29,5.1911,
2010-12-30,5.2191,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,5.2608,
2011-01-04,5.2313,
2011-01-05,5.1851,
2011-01-06,5.1199,
2011-01-07,5.0816,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,5.1009,
2011-01-11,5.1044,
2011-01-12,5.1499,
2011-01-13,5.2597,
2011-01-14,5.2553,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,5.2349,
2011-01-18,5.2710,
2011-01-19,5.3183,
2011-01-20,5.3077,
2011-01-21,5.3570,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,5.3853,
2011-01-25,5.3890,
2011-01-26,5.4024,
2011-01-27,5.4187,
2011-01-28,5.3893,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,5.4334,
2011-02-01,5.4867,
2011-02-02,5.4807,
2011-02-03,5.4267,
2011-02-04,5.4055,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,5.3900,
2011-02-08,5.4330,
2011-02-09,5.4537,
2011-02-10,5.4235,
2011-02-11,5.3833,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,5.3711,
2011-02-15,5.3829,
2011-02-16,5.3966,
2011-02-17,5.4182,
2011-02-18,5.4483,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,5.4516,
2011-02-22,5.4420,
2011-02-23,5.4861,
2011-02-24,5.4999,
2011-02-25,5.4877,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,5.5026,
2011-03-01,5.5072,
2011-03-02,5.5317,
2011-03-03,5.5587,
2011-03-04,5.5768,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,.,No value available
2011-03-08,.,No value available
2011-03-09,5.5471,
2011-03-10,5.5104,
2011-03-11,5.5334,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,5.5818,
2011-03-15,5.5852,
2011-03-16,5.5536,
2011-03-17,5.6054,
2011-03-18,5.6658,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,5.6858,
2011-03-22,5.6868,
2011-03-23,5.6508,
2011-03-24,.,No value available
2011-03-25,.,No value available
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,5.6404,
2011-03-29,5.6435,
2011-03-30,5.6637,
2011-03-31,5.6959,
2011-04-01,5.7063,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,5.6970,
2011-04-05,5.7051,
2011-04-06,5.7493,
2011-04-07,5.7310,
2011-04-08,5.7880,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,5.7920,
2011-04-12,5.8149,
2011-04-13,5.8044,
2011-04-14,5.8315,
2011-04-15,5.8153,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,5.7355,
2011-04-19,5.7892,
2011-04-20,5.8541,
2011-04-21,.,No value available
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,5.8920,
2011-04-26,5.9151,
2011-04-27,5.9530,
2011-04-28,5.9881,
2011-04-29,5.9909,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,6.0060,
2011-05-03,5.9900,
2011-05-04,5.9971,
2011-05-05,5.8802,
2011-05-06,5.8089,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,5.7930,
2011-05-10,5.8065,
2011-05-11,5.7386,
2011-05-12,5.7659,
2011-05-13,5.7018,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,5.7465,
2011-05-17,5.7492,
2011-05-18,5.7688,
2011-05-19,5.7909,
2011-05-20,5.7526,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,5.6893,
2011-05-24,5.7093,
2011-05-25,.,No value available
2011-05-26,5.7117,
2011-05-27,5.7740,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,5.7789,
2011-05-31,5.8211,
2011-06-01,5.8249,
2011-06-02,5.8672,
2011-06-03,5.9227,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,5.9127,
2011-06-07,5.9491,
2011-06-08,5.9131,
2011-06-09,5.8813,
2011-06-10,5.8065,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,5.8671,
2011-06-15,5.7401,
2011-06-16,5.7360,
2011-06-17,5.7938,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,.,No value available
2011-06-21,5.8382,
2011-06-22,5.8441,
2011-06-23,5.7557,
2011-06-24,5.7591,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,5.7936,
2011-06-28,5.8302,
2011-06-29,5.8714,
2011-06-30,5.9060,
2011-07-01,5.9056,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,5.9198,
2011-07-05,5.9025,
2011-07-06,5.8328,
2011-07-07,5.8558,
2011-07-08,5.8126,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,5.7213,
2011-07-12,5.7152,
2011-07-13,5.7748,
2011-07-14,5.7834,
2011-07-15,5.7803,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,5.7514,
2011-07-19,5.8065,
2011-07-20,.,No value available
2011-07-21,5.8907,
2011-07-22,5.8837,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,5.8882,
2011-07-26,5.9452,
2011-07-27,5.8860,
2011-07-28,5.8724,
2011-07-29,5.9009,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,5.8504,
2011-08-02,5.8272,
2011-08-03,5.8907,
2011-08-04,5.8178,
2011-08-05,5.8678,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,5.8402,
2011-08-09,5.8523,
2011-08-10,5.8470,
2011-08-11,5.8469,
2011-08-12,5.8653,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,5.9503,
2011-08-16,5.9371,
2011-08-17,5.9544,
2011-08-18,5.9118,
2011-08-19,5.9554,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,.,No value available
2011-08-23,5.9732,
2011-08-24,5.9760,
2011-08-25,5.9560,
2011-08-26,6.0030,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,6.0117,
2011-08-30,5.9898,
2011-08-31,5.9775,
2011-09-01,5.9731,
2011-09-02,5.9092,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,5.8719,
2011-09-06,5.8348,
2011-09-07,5.8584,
2011-09-08,5.7827,
2011-09-09,5.6979,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,5.6501,
2011-09-13,5.7151,
2011-09-14,5.7218,
2011-09-15,5.7789,
2011-09-16,5.7415,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,5.6831,
2011-09-20,5.6747,
2011-09-21,5.7173,
2011-09-22,5.5969,
2011-09-23,5.6186,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,5.6015,
2011-09-27,5.6756,
2011-09-28,5.6586,
2011-09-29,5.6519,
2011-09-30,5.6028,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,5.5170,
2011-10-04,5.5215,
2011-10-05,5.5584,
2011-10-06,5.5961,
2011-10-07,5.5861,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,.,No value available
2011-10-11,5.7051,
2011-10-12,5.7652,
2011-10-13,5.7458,
2011-10-14,5.7931,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,5.7581,
2011-10-18,5.7464,
2011-10-19,5.7778,
2011-10-20,5.7597,
2011-10-21,5.8050,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,5.8517,
2011-10-25,5.8459,
2011-10-26,5.8215,
2011-10-27,5.9646,
2011-10-28,5.9424,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,5.8517,
2011-11-01,5.7743,
2011-11-02,5.7879,
2011-11-03,5.8304,
2011-11-04,5.8134,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,5.7974,
2011-11-08,5.8164,
2011-11-09,5.7419,
2011-11-10,5.7454,
2011-11-11,5.8194,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,5.7643,
2011-11-15,5.7188,
2011-11-16,5.7043,
2011-11-17,5.6764,
2011-11-18,5.7018,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,5.7006,
2011-11-22,5.7024,
2011-11-23,5.6419,
2011-11-24,5.6314,
2011-11-25,5.5929,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,.,No value available
2011-11-29,5.6427,
2011-11-30,5.7012,
2011-12-01,5.7106,
2011-12-02,5.6835,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,5.7130,
2011-12-06,5.6776,
2011-12-07,5.6865,
2011-12-08,.,No value available
2011-12-09,.,No value available
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,5.5972,
2011-12-13,5.5404,
2011-12-14,5.5108,
2011-12-15,5.5206,
2011-12-16,5.5259,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,5.5293,
2011-12-20,5.5637,
2011-12-21,5.5586,
2011-12-22,5.5476,
2011-12-23,5.5476,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,5.5476,
2011-12-27,5.5665,
2011-12-28,5.5138,
2011-12-29,5.5172,
2011-12-30,5.5338,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,5.5637,
2012-01-04,5.5236,
2012-01-05,5.4622,
2012-01-06,5.4412,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,5.4442,
2012-01-10,5.4562,
2012-01-11,5.4224,
2012-01-12,5.4814,
2012-01-13,5.4148,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,5.4194,
2012-01-17,5.4450,
2012-01-18,5.4998,
2012-01-19,5.5323,
2012-01-20,5.5375,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,5.5783,
2012-01-24,5.5861,
2012-01-25,5.6016,
2012-01-26,5.6480,
2012-01-27,5.6651,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,5.6394,
2012-01-31,5.6149,
2012-02-01,5.6599,
2012-02-02,5.6414,
2012-02-03,5.6393,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,5.6432,
2012-02-07,5.6974,
2012-02-08,5.7027,
2012-02-09,5.7214,
2012-02-10,5.6783,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,5.6852,
2012-02-14,5.6508,
2012-02-15,5.6293,
2012-02-16,5.6505,
2012-02-17,5.6720,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,.,No value available
2012-02-21,.,No value available
2012-02-22,5.7173,
2012-02-23,5.7441,
2012-02-24,5.8101,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,.,No value available
2012-02-28,5.8059,
2012-02-29,5.7645,
2012-03-01,5.7309,
2012-03-02,5.6728,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,5.6810,
2012-03-06,5.6325,
2012-03-07,5.6480,
2012-03-08,5.7005,
2012-03-09,5.6430,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,5.6646,
2012-03-13,5.6712,
2012-03-14,5.6194,
2012-03-15,5.6492,
2012-03-16,5.6890,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,5.7241,
2012-03-20,5.7267,
2012-03-21,5.7099,
2012-03-22,5.7034,
2012-03-23,5.7420,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,5.7746,
2012-03-27,5.7759,
2012-03-28,5.7681,
2012-03-29,5.7721,
2012-03-30,5.7852,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,.,No value available
2012-04-03,5.7918,
2012-04-04,5.7128,
2012-04-05,.,No value available
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,5.6998,
2012-04-10,5.6863,
2012-04-11,5.7007,
2012-04-12,5.7460,
2012-04-13,5.6929,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,5.7194,
2012-04-17,5.7212,
2012-04-18,5.7120,
2012-04-19,5.7199,
2012-04-20,5.7649,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,5.7326,
2012-04-24,5.7623,
2012-04-25,5.7676,
2012-04-26,5.7842,
2012-04-27,5.7991,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,.,No value available
2012-05-01,.,No value available
2012-05-02,5.7663,
2012-05-03,5.7632,
2012-05-04,5.7373,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,5.7354,
2012-05-08,5.7253,
2012-05-09,5.6993,
2012-05-10,5.6958,
2012-05-11,5.6817,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,5.6495,
2012-05-15,5.6020,
2012-05-16,5.6017,
2012-05-17,5.6055,
2012-05-18,5.6157,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,5.6516,
2012-05-22,5.6267,
2012-05-23,5.5650,
2012-05-24,5.5464,
2012-05-25,.,No value available
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,5.5518,
2012-05-29,5.5247,
2012-05-30,5.4838,
2012-05-31,5.4732,
2012-06-01,5.4905,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,5.5314,
2012-06-05,5.5266,
2012-06-06,5.5892,
2012-06-07,5.5972,
2012-06-08,5.5526,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,5.5567,
2012-06-12,5.5598,
2012-06-13,5.6033,
2012-06-14,5.6057,
2012-06-15,5.6253,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,5.6031,
2012-06-19,5.6729,
2012-06-20,.,No value available
2012-06-21,5.6091,
2012-06-22,5.6119,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,5.5858,
2012-06-26,5.5864,
2012-06-27,5.5791,
2012-06-28,5.5621,
2012-06-29,5.6743,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,5.6372,
2012-07-03,5.6493,
2012-07-04,5.6209,
2012-07-05,5.5559,
2012-07-06,5.5154,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,.,No value available
2012-07-10,5.5150,
2012-07-11,5.5151,
2012-07-12,5.4892,
2012-07-13,5.5112,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,5.5255,
2012-07-17,5.5313,
2012-07-18,5.5338,
2012-07-19,5.5388,
2012-07-20,5.4958,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,5.4870,
2012-07-24,5.4591,
2012-07-25,5.4981,
2012-07-26,5.5628,
2012-07-27,5.5896,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,5.5565,
2012-07-31,5.5904,
2012-08-01,5.5905,
2012-08-02,5.5243,
2012-08-03,5.6217,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,5.6386,
2012-08-07,5.6423,
2012-08-08,5.6246,
2012-08-09,5.5979,
2012-08-10,5.6041,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,5.6264,
2012-08-14,5.6253,
2012-08-15,5.6054,
2012-08-16,5.6484,
2012-08-17,5.6326,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,.,No value available
2012-08-21,5.7069,
2012-08-22,5.7017,
2012-08-23,5.7469,
2012-08-24,5.7427,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,5.7363,
2012-08-28,5.7666,
2012-08-29,5.7454,
2012-08-30,5.7357,
2012-08-31,5.7765,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,5.7924,
2012-09-04,5.7843,
2012-09-05,5.8065,
2012-09-06,5.8278,
2012-09-07,5.9047,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,5.9024,
2012-09-11,5.9353,
2012-09-12,5.9542,
2012-09-13,5.9885,
2012-09-14,6.0671,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,6.0687,
2012-09-18,6.0388,
2012-09-19,6.0523,
2012-09-20,6.0050,
2012-09-21,6.0347,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,.,No value available
2012-09-25,6.0144,
2012-09-26,5.9729,
2012-09-27,6.0025,
2012-09-28,5.9842,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,6.0031,
2012-10-02,6.0203,
2012-10-03,6.0115,
2012-10-04,6.0728,
2012-10-05,6.0795,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,.,No value available
2012-10-09,6.0067,
2012-10-10,6.0219,
2012-10-11,6.0470,
2012-10-12,6.0617,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,6.0626,
2012-10-16,6.1152,
2012-10-17,6.1526,
2012-10-18,6.1392,
2012-10-19,6.1121,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,6.1300,
2012-10-23,6.0960,
2012-10-24,6.0950,
2012-10-25,6.0969,
2012-10-26,6.0874,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,6.0793,
2012-10-30,6.1172,
2012-10-31,6.1235,
2012-11-01,6.1116,
2012-11-02,6.0645,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,6.0402,
2012-11-06,.,No value available
2012-11-07,6.0308,
2012-11-08,6.0264,
2012-11-09,6.0225,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,6.0271,
2012-11-13,6.0236,
2012-11-14,6.0453,
2012-11-15,6.0675,
2012-11-16,6.0514,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,6.0954,
2012-11-20,6.1003,
2012-11-21,6.1204,
2012-11-22,6.1462,
2012-11-23,6.1995,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,.,No value available
2012-11-27,6.1824,
2012-11-28,6.1935,
2012-11-29,6.2082,
2012-11-30,6.2326,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,6.2647,
2012-12-04,6.2890,
2012-12-05,6.2904,
2012-12-06,6.2369,
2012-12-07,6.2361,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,6.2342,
2012-12-11,6.2721,
2012-12-12,6.3198,
2012-12-13,6.3127,
2012-12-14,6.3683,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,6.3684,
2012-12-18,6.4094,
2012-12-19,6.4259,
2012-12-20,6.4288,
2012-12-21,6.4009,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,6.4342,
2012-12-27,6.4338,
2012-12-28,6.4381,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,6.4390,
2013-01-01,.,No value available
2013-01-02,6.4277,
2013-01-03,6.4029,
2013-01-04,6.3694,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,6.4067,
2013-01-08,6.3875,
2013-01-09,6.3927,
2013-01-10,6.4853,
2013-01-11,6.5437,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,6.5562,
2013-01-15,6.5403,
2013-01-16,6.5110,
2013-01-17,6.5563,
2013-01-18,6.5356,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,6.5434,
2013-01-22,6.5367,
2013-01-23,6.5479,
2013-01-24,6.5781,
2013-01-25,6.6197,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,6.6302,
2013-01-29,6.6498,
2013-01-30,6.6974,
2013-01-31,.,No value available
2013-02-01,6.7499,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,6.6859,
2013-02-05,6.7100,
2013-02-06,6.6869,
2013-02-07,6.6347,
2013-02-08,6.6138,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,.,No value available
2013-02-12,.,No value available
2013-02-13,6.6741,
2013-02-14,6.6170,
2013-02-15,6.6333,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,6.6470,
2013-02-19,6.6659,
2013-02-20,.,No value available
2013-02-21,6.5785,
2013-02-22,6.5768,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,6.5826,
2013-02-26,6.5174,
2013-02-27,6.5440,
2013-02-28,6.5463,
2013-03-01,6.5227,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,6.5157,
2013-03-05,6.5296,
2013-03-06,6.5183,
2013-03-07,6.5746,
2013-03-08,6.5139,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,6.5551,
2013-03-12,6.5554,
2013-03-13,6.5298,
2013-03-14,6.5555,
2013-03-15,6.5918,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,6.5485,
2013-03-19,6.4975,
2013-03-20,6.5397,
2013-03-21,6.5272,
2013-03-22,6.5763,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,6.5277,
2013-03-26,6.5253,
2013-03-27,6.4862,
2013-03-28,.,No value available
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,.,No value available
2013-04-03,6.5351,
2013-04-04,6.5891,
2013-04-05,6.6293,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,6.6229,
2013-04-09,6.6664,
2013-04-10,6.6555,
2013-04-11,6.6900,
2013-04-12,6.6851,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,6.6768,
2013-04-16,6.7416,
2013-04-17,6.6677,
2013-04-18,6.6859,
2013-04-19,6.6930,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,6.6871,
2013-04-23,6.6670,
2013-04-24,6.6770,
2013-04-25,6.6750,
2013-04-26,6.6886,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,6.7241,
2013-04-30,6.7657,
2013-05-01,.,No value available
2013-05-02,6.7272,
2013-05-03,6.7562,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,6.7525,
2013-05-07,6.7603,
2013-05-08,6.8043,
2013-05-09,6.7830,
2013-05-10,6.7275,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,6.7322,
2013-05-14,6.7177,
2013-05-15,6.6782,
2013-05-16,6.6959,
2013-05-17,6.6639,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,6.6968,
2013-05-21,6.7121,
2013-05-22,6.6966,
2013-05-23,6.7539,
2013-05-24,6.7489,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,6.7535,
2013-05-28,6.7226,
2013-05-29,6.7618,
2013-05-30,6.8345,
2013-05-31,6.7952,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,6.8657,
2013-06-04,6.8510,
2013-06-05,6.8678,
2013-06-06,6.9582,
2013-06-07,6.9506,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,6.9698,
2013-06-11,6.9901,
2013-06-12,7.0287,
2013-06-13,7.0460,
2013-06-14,7.0479,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,7.0588,
2013-06-18,7.1033,
2013-06-19,7.1125,
2013-06-20,.,No value available
2013-06-21,.,No value available
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,6.9739,
2013-06-25,6.9612,
2013-06-26,6.9258,
2013-06-27,6.9504,
2013-06-28,6.9492,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,6.9839,
2013-07-02,6.9565,
2013-07-03,6.9638,
2013-07-04,6.9215,
2013-07-05,6.8777,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,6.8973,
2013-07-09,.,No value available
2013-07-10,6.9016,
2013-07-11,7.0105,
2013-07-12,7.0325,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,7.0332,
2013-07-16,7.0858,
2013-07-17,7.0875,
2013-07-18,7.0903,
2013-07-19,7.1180,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,7.1481,
2013-07-23,7.1608,
2013-07-24,7.1467,
2013-07-25,7.1988,
2013-07-26,7.2218,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,7.2273,
2013-07-30,7.2315,
2013-07-31,7.2553,
2013-08-01,7.2266,
2013-08-02,7.2692,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,7.2607,
2013-08-06,.,No value available
2013-08-07,.,No value available
2013-08-08,7.2985,
2013-08-09,7.3375,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,7.3293,
2013-08-13,7.3144,
2013-08-14,7.3196,
2013-08-15,7.3829,
2013-08-16,7.3873,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,.,No value available
2013-08-20,7.4470,
2013-08-21,7.4327,
2013-08-22,7.4430,
2013-08-23,7.4680,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,7.4687,
2013-08-27,7.4974,
2013-08-28,7.4720,
2013-08-29,7.4388,
2013-08-30,7.4348,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,7.4443,
2013-09-03,7.4371,
2013-09-04,7.4727,
2013-09-05,7.4167,
2013-09-06,7.4448,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,7.5093,
2013-09-10,7.5194,
2013-09-11,7.5563,
2013-09-12,7.5499,
2013-09-13,7.5599,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,7.5903,
2013-09-17,7.6110,
2013-09-18,7.6328,
2013-09-19,7.7284,
2013-09-20,7.7365,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,7.7311,
2013-09-24,7.7208,
2013-09-25,7.7449,
2013-09-26,7.7377,
2013-09-27,7.7677,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,7.7781,
2013-10-01,7.7875,
2013-10-02,7.8244,
2013-10-03,7.8540,
2013-10-04,7.8161,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,7.8442,
2013-10-08,7.8421,
2013-10-09,7.8076,
2013-10-10,7.8227,
2013-10-11,7.8389,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,.,No value available
2013-10-15,7.8192,
2013-10-16,7.8493,
2013-10-17,7.9378,
2013-10-18,7.9472,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,7.9604,
2013-10-22,8.0229,
2013-10-23,8.0226,
2013-10-24,8.0413,
2013-10-25,8.0616,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,8.0641,
