"",BBEX3.D.JPY.USD.CA.AA.000,BBEX3.D.JPY.USD.CA.AA.000_FLAGS
1984-01-31,233.80,
1984-02-01,233.70,
1984-02-02,233.35,
1984-02-03,232.75,
1984-02-04,.,No value available
1984-02-05,.,No value available
1984-02-06,232.35,
1984-02-07,232.80,
1984-02-08,233.15,
1984-02-09,232.65,
1984-02-10,233.25,
1984-02-11,.,No value available
1984-02-12,.,No value available
1984-02-13,233.20,
1984-02-14,233.35,
1984-02-15,232.60,
1984-02-16,232.45,
1984-02-17,232.20,
1984-02-18,.,No value available
1984-02-19,.,No value available
1984-02-20,232.10,
1984-02-21,232.70,
1984-02-22,232.65,
1984-02-23,231.95,
1984-02-24,232.75,
1984-02-25,.,No value available
1984-02-26,.,No value available
1984-02-27,232.25,
1984-02-28,232.05,
1984-02-29,232.50,
1984-03-01,232.45,
1984-03-02,232.35,
1984-03-03,.,No value available
1984-03-04,.,No value available
1984-03-05,225.90,
1984-03-06,221.65,
1984-03-07,220.70,
1984-03-08,222.95,
1984-03-09,221.95,
1984-03-10,.,No value available
1984-03-11,.,No value available
1984-03-12,224.30,
1984-03-13,223.60,
1984-03-14,222.15,
1984-03-15,223.55,
1984-03-16,223.65,
1984-03-17,.,No value available
1984-03-18,.,No value available
1984-03-19,225.40,
1984-03-20,.,No value available
1984-03-21,225.50,
1984-03-22,224.85,
1984-03-23,225.45,
1984-03-24,.,No value available
1984-03-25,.,No value available
1984-03-26,224.40,
1984-03-27,223.25,
1984-03-28,223.50,
1984-03-29,222.45,
1984-03-30,223.00,
1984-03-31,.,No value available
1984-04-01,.,No value available
1984-04-02,223.30,
1984-04-03,224.10,
1984-04-04,224.30,
1984-04-05,224.00,
1984-04-06,224.85,
1984-04-07,.,No value available
1984-04-08,.,No value available
1984-04-09,224.15,
1984-04-10,224.55,
1984-04-11,224.35,
1984-04-12,222.30,
1984-04-13,223.15,
1984-04-14,.,No value available
1984-04-15,.,No value available
1984-04-16,224.40,
1984-04-17,224.35,
1984-04-18,223.40,
1984-04-19,223.80,
1984-04-20,224.25,
1984-04-21,.,No value available
1984-04-22,.,No value available
1984-04-23,224.10,
1984-04-24,223.80,
1984-04-25,224.70,
1984-04-26,224.30,
1984-04-27,225.10,
1984-04-28,.,No value available
1984-04-29,.,No value available
1984-04-30,.,No value available
1984-05-01,225.95,
1984-05-02,226.65,
1984-05-03,.,No value available
1984-05-04,225.30,
1984-05-05,.,No value available
1984-05-06,.,No value available
1984-05-07,226.40,
1984-05-08,228.40,
1984-05-09,227.80,
1984-05-10,229.00,
1984-05-11,229.40,
1984-05-12,.,No value available
1984-05-13,.,No value available
1984-05-14,230.25,
1984-05-15,230.20,
1984-05-16,229.90,
1984-05-17,231.10,
1984-05-18,232.70,
1984-05-19,.,No value available
1984-05-20,.,No value available
1984-05-21,232.95,
1984-05-22,232.55,
1984-05-23,231.80,
1984-05-24,230.85,
1984-05-25,229.50,
1984-05-26,.,No value available
1984-05-27,.,No value available
1984-05-28,231.35,
1984-05-29,231.05,
1984-05-30,231.30,
1984-05-31,230.55,
1984-06-01,230.50,
1984-06-02,.,No value available
1984-06-03,.,No value available
1984-06-04,229.55,
1984-06-05,228.15,
1984-06-06,229.20,
1984-06-07,230.45,
1984-06-08,230.80,
1984-06-09,.,No value available
1984-06-10,.,No value available
1984-06-11,230.10,
1984-06-12,230.70,
1984-06-13,231.45,
1984-06-14,231.15,
1984-06-15,230.80,
1984-06-16,.,No value available
1984-06-17,.,No value available
1984-06-18,232.20,
1984-06-19,232.30,
1984-06-20,231.95,
1984-06-21,233.60,
1984-06-22,233.85,
1984-06-23,.,No value available
1984-06-24,.,No value available
1984-06-25,236.40,
1984-06-26,237.15,
1984-06-27,235.20,
1984-06-28,236.90,
1984-06-29,236.50,
1984-06-30,.,No value available
1984-07-01,.,No value available
1984-07-02,236.95,
1984-07-03,238.85,
1984-07-04,238.55,
1984-07-05,239.40,
1984-07-06,239.90,
1984-07-07,.,No value available
1984-07-08,.,No value available
1984-07-09,241.30,
1984-07-10,240.45,
1984-07-11,241.90,
1984-07-12,242.20,
1984-07-13,241.25,
1984-07-14,.,No value available
1984-07-15,.,No value available
1984-07-16,240.55,
1984-07-17,240.45,
1984-07-18,242.00,
1984-07-19,242.90,
1984-07-20,242.20,
1984-07-21,.,No value available
1984-07-22,.,No value available
1984-07-23,244.75,
1984-07-24,245.90,
1984-07-25,244.80,
1984-07-26,243.85,
1984-07-27,243.75,
1984-07-28,.,No value available
1984-07-29,.,No value available
1984-07-30,245.80,
1984-07-31,244.60,
1984-08-01,245.70,
1984-08-02,243.10,
1984-08-03,243.25,
1984-08-04,.,No value available
1984-08-05,.,No value available
1984-08-06,240.60,
1984-08-07,242.00,
1984-08-08,244.40,
1984-08-09,242.40,
1984-08-10,240.25,
1984-08-11,.,No value available
1984-08-12,.,No value available
1984-08-13,243.10,
1984-08-14,241.65,
1984-08-15,240.35,
1984-08-16,240.05,
1984-08-17,240.80,
1984-08-18,.,No value available
1984-08-19,.,No value available
1984-08-20,240.00,
1984-08-21,240.80,
1984-08-22,241.30,
1984-08-23,240.40,
1984-08-24,240.15,
1984-08-25,.,No value available
1984-08-26,.,No value available
1984-08-27,240.30,
1984-08-28,240.85,
1984-08-29,240.65,
1984-08-30,239.70,
1984-08-31,240.45,
1984-09-01,.,No value available
1984-09-02,.,No value available
1984-09-03,241.10,
1984-09-04,241.80,
1984-09-05,243.25,
1984-09-06,243.70,
1984-09-07,243.85,
1984-09-08,.,No value available
1984-09-09,.,No value available
1984-09-10,245.20,
1984-09-11,245.45,
1984-09-12,243.80,
1984-09-13,244.70,
1984-09-14,243.95,
1984-09-15,.,No value available
1984-09-16,.,No value available
1984-09-17,245.10,
1984-09-18,247.35,
1984-09-19,244.75,
1984-09-20,244.85,
1984-09-21,246.60,
1984-09-22,.,No value available
1984-09-23,.,No value available
1984-09-24,.,No value available
1984-09-25,243.40,
1984-09-26,244.65,
1984-09-27,244.45,
1984-09-28,244.75,
1984-09-29,.,No value available
1984-09-30,.,No value available
1984-10-01,246.00,
1984-10-02,245.40,
1984-10-03,244.45,
1984-10-04,245.50,
1984-10-05,244.85,
1984-10-06,.,No value available
1984-10-07,.,No value available
1984-10-08,245.50,
1984-10-09,245.90,
1984-10-10,.,No value available
1984-10-11,246.80,
1984-10-12,247.50,
1984-10-13,.,No value available
1984-10-14,.,No value available
1984-10-15,247.55,
1984-10-16,248.15,
1984-10-17,248.40,
1984-10-18,248.65,
1984-10-19,247.00,
1984-10-20,.,No value available
1984-10-21,.,No value available
1984-10-22,246.30,
1984-10-23,246.00,
1984-10-24,242.95,
1984-10-25,243.35,
1984-10-26,244.40,
1984-10-27,.,No value available
1984-10-28,.,No value available
1984-10-29,245.50,
1984-10-30,245.55,
1984-10-31,243.95,
1984-11-01,244.65,
1984-11-02,243.00,
1984-11-03,.,No value available
1984-11-04,.,No value available
1984-11-05,241.50,
1984-11-06,240.50,
1984-11-07,241.90,
1984-11-08,239.85,
1984-11-09,240.45,
1984-11-10,.,No value available
1984-11-11,.,No value available
1984-11-12,240.25,
1984-11-13,239.95,
1984-11-14,240.60,
1984-11-15,241.75,
1984-11-16,241.60,
1984-11-17,.,No value available
1984-11-18,.,No value available
1984-11-19,242.20,
1984-11-20,242.70,
1984-11-21,243.40,
1984-11-22,242.50,
1984-11-23,.,No value available
1984-11-24,.,No value available
1984-11-25,.,No value available
1984-11-26,244.85,
1984-11-27,244.60,
1984-11-28,244.60,
1984-11-29,244.55,
1984-11-30,245.35,
1984-12-01,.,No value available
1984-12-02,.,No value available
1984-12-03,247.10,
1984-12-04,246.60,
1984-12-05,245.50,
1984-12-06,246.40,
1984-12-07,245.55,
1984-12-08,.,No value available
1984-12-09,.,No value available
1984-12-10,246.95,
1984-12-11,246.15,
1984-12-12,246.05,
1984-12-13,246.20,
1984-12-14,246.65,
1984-12-15,.,No value available
1984-12-16,.,No value available
1984-12-17,246.80,
1984-12-18,246.45,
1984-12-19,245.65,
1984-12-20,246.75,
1984-12-21,247.20,
1984-12-22,.,No value available
1984-12-23,.,No value available
1984-12-24,247.25,
1984-12-25,247.10,
1984-12-26,247.65,
1984-12-27,249.35,
1984-12-28,249.40,
1984-12-29,.,No value available
1984-12-30,.,No value available
1984-12-31,250.05,
1985-01-01,.,No value available
1985-01-02,.,No value available
1985-01-03,.,No value available
1985-01-04,251.45,
1985-01-05,.,No value available
1985-01-06,.,No value available
1985-01-07,253.25,
1985-01-08,253.10,
1985-01-09,253.90,
1985-01-10,253.30,
1985-01-11,253.70,
1985-01-12,.,No value available
1985-01-13,.,No value available
1985-01-14,253.60,
1985-01-15,.,No value available
1985-01-16,253.90,
1985-01-17,253.00,
1985-01-18,252.95,
1985-01-19,.,No value available
1985-01-20,.,No value available
1985-01-21,252.85,
1985-01-22,252.65,
1985-01-23,253.25,
1985-01-24,253.15,
1985-01-25,252.80,
1985-01-26,.,No value available
1985-01-27,.,No value available
1985-01-28,253.40,
1985-01-29,253.00,
1985-01-30,253.35,
1985-01-31,253.70,
1985-02-01,254.40,
1985-02-02,.,No value available
1985-02-03,.,No value available
1985-02-04,256.70,
1985-02-05,259.90,
1985-02-06,258.75,
1985-02-07,259.50,
1985-02-08,259.85,
1985-02-09,.,No value available
1985-02-10,.,No value available
1985-02-11,.,No value available
1985-02-12,260.60,
1985-02-13,262.45,
1985-02-14,261.60,
1985-02-15,258.95,
1985-02-16,.,No value available
1985-02-17,.,No value available
1985-02-18,253.55,
1985-02-19,259.55,
1985-02-20,260.00,
1985-02-21,260.60,
1985-02-22,260.75,
1985-02-23,.,No value available
1985-02-24,.,No value available
1985-02-25,262.20,
1985-02-26,261.00,
1985-02-27,259.35,
1985-02-28,258.50,
1985-03-01,259.85,
1985-03-02,.,No value available
1985-03-03,.,No value available
1985-03-04,259.70,
1985-03-05,259.45,
1985-03-06,260.35,
1985-03-07,259.85,
1985-03-08,260.80,
1985-03-09,.,No value available
1985-03-10,.,No value available
1985-03-11,259.90,
1985-03-12,258.25,
1985-03-13,259.75,
1985-03-14,259.55,
1985-03-15,259.85,
1985-03-16,.,No value available
1985-03-17,.,No value available
1985-03-18,259.65,
1985-03-19,258.15,
1985-03-20,255.50,
1985-03-21,.,No value available
1985-03-22,253.90,
1985-03-23,.,No value available
1985-03-24,.,No value available
1985-03-25,255.20,
1985-03-26,255.90,
1985-03-27,254.05,
1985-03-28,251.60,
1985-03-29,251.65,
1985-03-30,.,No value available
1985-03-31,.,No value available
1985-04-01,249.25,
1985-04-02,252.10,
1985-04-03,251.70,
1985-04-04,252.95,
1985-04-05,253.80,
1985-04-06,.,No value available
1985-04-07,.,No value available
1985-04-08,254.65,
1985-04-09,253.70,
1985-04-10,253.55,
1985-04-11,253.35,
1985-04-12,250.35,
1985-04-13,.,No value available
1985-04-14,.,No value available
1985-04-15,250.80,
1985-04-16,249.15,
1985-04-17,247.90,
1985-04-18,249.35,
1985-04-19,246.50,
1985-04-20,.,No value available
1985-04-21,.,No value available
1985-04-22,246.60,
1985-04-23,247.70,
1985-04-24,249.15,
1985-04-25,249.65,
1985-04-26,252.40,
1985-04-27,.,No value available
1985-04-28,.,No value available
1985-04-29,.,No value available
1985-04-30,251.30,
1985-05-01,251.30,
1985-05-02,251.70,
1985-05-03,.,No value available
1985-05-04,.,No value available
1985-05-05,.,No value available
1985-05-06,.,No value available
1985-05-07,253.80,
1985-05-08,252.05,
1985-05-09,251.00,
1985-05-10,251.35,
1985-05-11,.,No value available
1985-05-12,.,No value available
1985-05-13,250.40,
1985-05-14,249.60,
1985-05-15,248.90,
1985-05-16,249.65,
1985-05-17,251.25,
1985-05-18,.,No value available
1985-05-19,.,No value available
1985-05-20,248.65,
1985-05-21,249.55,
1985-05-22,249.45,
1985-05-23,250.35,
1985-05-24,250.20,
1985-05-25,.,No value available
1985-05-26,.,No value available
1985-05-27,250.30,
1985-05-28,250.55,
1985-05-29,250.70,
1985-05-30,250.75,
1985-05-31,250.90,
1985-06-01,.,No value available
1985-06-02,.,No value available
1985-06-03,249.70,
1985-06-04,248.30,
1985-06-05,248.65,
1985-06-06,248.10,
1985-06-07,247.15,
1985-06-08,.,No value available
1985-06-09,.,No value available
1985-06-10,248.80,
1985-06-11,249.00,
1985-06-12,248.65,
1985-06-13,249.00,
1985-06-14,248.35,
1985-06-15,.,No value available
1985-06-16,.,No value available
1985-06-17,247.70,
1985-06-18,247.65,
1985-06-19,245.35,
1985-06-20,246.90,
1985-06-21,247.65,
1985-06-22,.,No value available
1985-06-23,.,No value available
1985-06-24,247.55,
1985-06-25,247.70,
1985-06-26,248.15,
1985-06-27,247.80,
1985-06-28,248.00,
1985-06-29,.,No value available
1985-06-30,.,No value available
1985-07-01,247.40,
1985-07-02,247.30,
1985-07-03,247.10,
1985-07-04,246.80,
1985-07-05,246.80,
1985-07-06,.,No value available
1985-07-07,.,No value available
1985-07-08,245.95,
1985-07-09,244.90,
1985-07-10,243.35,
1985-07-11,242.60,
1985-07-12,242.10,
1985-07-13,.,No value available
1985-07-14,.,No value available
1985-07-15,237.95,
1985-07-16,234.90,
1985-07-17,236.85,
1985-07-18,235.75,
1985-07-19,237.45,
1985-07-20,.,No value available
1985-07-21,.,No value available
1985-07-22,239.65,
1985-07-23,238.00,
1985-07-24,237.50,
1985-07-25,237.95,
1985-07-26,237.95,
1985-07-27,.,No value available
1985-07-28,.,No value available
1985-07-29,236.50,
1985-07-30,236.85,
1985-07-31,235.80,
1985-08-01,235.30,
1985-08-02,236.70,
1985-08-03,.,No value available
1985-08-04,.,No value available
1985-08-05,236.45,
1985-08-06,236.50,
1985-08-07,237.50,
1985-08-08,237.45,
1985-08-09,237.55,
1985-08-10,.,No value available
1985-08-11,.,No value available
1985-08-12,236.75,
1985-08-13,235.75,
1985-08-14,236.50,
1985-08-15,236.75,
1985-08-16,236.00,
1985-08-17,.,No value available
1985-08-18,.,No value available
1985-08-19,235.50,
1985-08-20,235.85,
1985-08-21,236.45,
1985-08-22,235.35,
1985-08-23,235.45,
1985-08-24,.,No value available
1985-08-25,.,No value available
1985-08-26,235.55,
1985-08-27,235.85,
1985-08-28,236.20,
1985-08-29,235.90,
1985-08-30,236.35,
1985-08-31,.,No value available
1985-09-01,.,No value available
1985-09-02,237.60,
1985-09-03,237.85,
1985-09-04,238.75,
1985-09-05,238.50,
1985-09-06,239.80,
1985-09-07,.,No value available
1985-09-08,.,No value available
1985-09-09,242.90,
1985-09-10,242.55,
1985-09-11,242.40,
1985-09-12,242.70,
1985-09-13,242.45,
1985-09-14,.,No value available
1985-09-15,.,No value available
1985-09-16,.,No value available
1985-09-17,240.25,
1985-09-18,240.80,
1985-09-19,241.55,
1985-09-20,240.70,
1985-09-21,.,No value available
1985-09-22,.,No value available
1985-09-23,.,No value available
1985-09-24,227.90,
1985-09-25,228.55,
1985-09-26,222.45,
1985-09-27,221.50,
1985-09-28,.,No value available
1985-09-29,.,No value available
1985-09-30,216.05,
1985-10-01,215.75,
1985-10-02,212.90,
1985-10-03,212.70,
1985-10-04,211.15,
1985-10-05,.,No value available
1985-10-06,.,No value available
1985-10-07,213.45,
1985-10-08,213.35,
1985-10-09,216.85,
1985-10-10,.,No value available
1985-10-11,214.90,
1985-10-12,.,No value available
1985-10-13,.,No value available
1985-10-14,213.90,
1985-10-15,214.90,
1985-10-16,215.40,
1985-10-17,215.65,
1985-10-18,214.45,
1985-10-19,.,No value available
1985-10-20,.,No value available
1985-10-21,213.30,
1985-10-22,214.50,
1985-10-23,214.75,
1985-10-24,215.00,
1985-10-25,215.70,
1985-10-26,.,No value available
1985-10-27,.,No value available
1985-10-28,212.65,
1985-10-29,211.80,
1985-10-30,210.75,
1985-10-31,211.00,
1985-11-01,209.15,
1985-11-02,.,No value available
1985-11-03,.,No value available
1985-11-04,.,No value available
1985-11-05,206.55,
1985-11-06,205.50,
1985-11-07,201.70,
1985-11-08,204.65,
1985-11-09,.,No value available
1985-11-10,.,No value available
1985-11-11,204.15,
1985-11-12,204.90,
1985-11-13,203.65,
1985-11-14,203.25,
1985-11-15,202.05,
1985-11-16,.,No value available
1985-11-17,.,No value available
1985-11-18,203.35,
1985-11-19,202.30,
1985-11-20,201.85,
1985-11-21,201.00,
1985-11-22,200.15,
1985-11-23,.,No value available
1985-11-24,.,No value available
1985-11-25,199.35,
1985-11-26,200.10,
1985-11-27,199.65,
1985-11-28,200.05,
1985-11-29,200.40,
1985-11-30,.,No value available
1985-12-01,.,No value available
1985-12-02,202.10,
1985-12-03,202.95,
1985-12-04,203.20,
1985-12-05,201.70,
1985-12-06,202.60,
1985-12-07,.,No value available
1985-12-08,.,No value available
1985-12-09,202.80,
1985-12-10,202.45,
1985-12-11,203.00,
1985-12-12,201.90,
1985-12-13,201.35,
1985-12-14,.,No value available
1985-12-15,.,No value available
1985-12-16,201.90,
1985-12-17,201.10,
1985-12-18,200.65,
1985-12-19,201.80,
1985-12-20,202.15,
1985-12-21,.,No value available
1985-12-22,.,No value available
1985-12-23,201.70,
1985-12-24,201.60,
1985-12-25,201.80,
1985-12-26,202.00,
1985-12-27,201.85,
1985-12-28,.,No value available
1985-12-29,.,No value available
1985-12-30,200.40,
1985-12-31,199.35,
1986-01-01,.,No value available
1986-01-02,.,No value available
1986-01-03,.,No value available
1986-01-04,.,No value available
1986-01-05,.,No value available
1986-01-06,201.95,
1986-01-07,200.30,
1986-01-08,200.55,
1986-01-09,201.35,
1986-01-10,200.65,
1986-01-11,.,No value available
1986-01-12,.,No value available
1986-01-13,201.65,
1986-01-14,201.85,
1986-01-15,.,No value available
1986-01-16,201.40,
1986-01-17,201.40,
1986-01-18,.,No value available
1986-01-19,.,No value available
1986-01-20,201.90,
1986-01-21,201.45,
1986-01-22,201.40,
1986-01-23,200.70,
1986-01-24,200.75,
1986-01-25,.,No value available
1986-01-26,.,No value available
1986-01-27,194.90,
1986-01-28,194.40,
1986-01-29,193.75,
1986-01-30,193.20,
1986-01-31,191.05,
1986-02-01,.,No value available
1986-02-02,.,No value available
1986-02-03,189.35,
1986-02-04,190.45,
1986-02-05,191.00,
1986-02-06,189.90,
1986-02-07,189.85,
1986-02-08,.,No value available
1986-02-09,.,No value available
1986-02-10,189.55,
1986-02-11,.,No value available
1986-02-12,185.60,
1986-02-13,185.30,
1986-02-14,180.35,
1986-02-15,.,No value available
1986-02-16,.,No value available
1986-02-17,179.10,
1986-02-18,181.15,
1986-02-19,177.75,
1986-02-20,178.75,
1986-02-21,181.30,
1986-02-22,.,No value available
1986-02-23,.,No value available
1986-02-24,181.60,
1986-02-25,180.15,
1986-02-26,181.00,
1986-02-27,178.65,
1986-02-28,178.70,
1986-03-01,.,No value available
1986-03-02,.,No value available
1986-03-03,179.65,
1986-03-04,177.85,
1986-03-05,178.30,
1986-03-06,179.45,
1986-03-07,178.60,
1986-03-08,.,No value available
1986-03-09,.,No value available
1986-03-10,178.50,
1986-03-11,179.45,
1986-03-12,178.70,
1986-03-13,179.30,
1986-03-14,178.70,
1986-03-15,.,No value available
1986-03-16,.,No value available
1986-03-17,175.05,
1986-03-18,173.95,
1986-03-19,175.35,
1986-03-20,176.00,
1986-03-21,.,No value available
1986-03-22,.,No value available
1986-03-23,.,No value available
1986-03-24,176.35,
1986-03-25,179.30,
1986-03-26,179.35,
1986-03-27,179.20,
1986-03-28,178.95,
1986-03-29,.,No value available
1986-03-30,.,No value available
1986-03-31,178.60,
1986-04-01,176.75,
1986-04-02,177.45,
1986-04-03,179.05,
1986-04-04,179.00,
1986-04-05,.,No value available
1986-04-06,.,No value available
1986-04-07,180.25,
1986-04-08,181.40,
1986-04-09,178.45,
1986-04-10,179.35,
1986-04-11,177.45,
1986-04-12,.,No value available
1986-04-13,.,No value available
1986-04-14,177.15,
1986-04-15,178.20,
1986-04-16,177.15,
1986-04-17,175.35,
1986-04-18,174.75,
1986-04-19,.,No value available
1986-04-20,.,No value available
1986-04-21,171.90,
1986-04-22,168.00,
1986-04-23,166.60,
1986-04-24,166.60,
1986-04-25,168.00,
1986-04-26,.,No value available
