"",BBEX3.D.ARS.EUR.CA.AB.000,BBEX3.D.ARS.EUR.CA.AB.000_FLAGS
2010-11-22,.,No value available
2010-11-23,5.3171,
2010-11-24,5.3087,
2010-11-25,5.3166,
2010-11-26,5.2667,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,5.2192,
2010-11-30,5.1940,
2010-12-01,5.2329,
2010-12-02,5.2596,
2010-12-03,5.3218,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,5.2880,
2010-12-07,5.2927,
2010-12-08,.,No value available
2010-12-09,5.2552,
2010-12-10,5.2589,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,5.3191,
2010-12-14,5.3331,
2010-12-15,5.2707,
2010-12-16,5.2557,
2010-12-17,5.2234,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,5.2107,
2010-12-21,5.2098,
2010-12-22,5.1970,
2010-12-23,5.2160,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,5.2338,
2010-12-28,5.2275,
2010-12-29,5.2442,
2010-12-30,5.2726,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,5.3147,
2011-01-04,5.2849,
2011-01-05,5.2383,
2011-01-06,5.1723,
2011-01-07,5.1336,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,5.1531,
2011-01-11,5.1567,
2011-01-12,5.2026,
2011-01-13,5.3135,
2011-01-14,5.3090,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,5.2885,
2011-01-18,5.3249,
2011-01-19,5.3727,
2011-01-20,5.3619,
2011-01-21,5.4117,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,5.4403,
2011-01-25,5.4440,
2011-01-26,5.4575,
2011-01-27,5.4739,
2011-01-28,5.4442,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,5.4886,
2011-02-01,5.5424,
2011-02-02,5.5362,
2011-02-03,5.4817,
2011-02-04,5.4603,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,5.4445,
2011-02-08,5.4880,
2011-02-09,5.5089,
2011-02-10,5.4785,
2011-02-11,5.4377,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,5.4254,
2011-02-15,5.4374,
2011-02-16,5.4512,
2011-02-17,5.4730,
2011-02-18,5.5034,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,5.5067,
2011-02-22,5.4970,
2011-02-23,5.5415,
2011-02-24,5.5554,
2011-02-25,5.5431,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,5.5582,
2011-03-01,5.5628,
2011-03-02,5.5876,
2011-03-03,5.6148,
2011-03-04,5.6331,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,.,No value available
2011-03-08,.,No value available
2011-03-09,5.6030,
2011-03-10,5.5660,
2011-03-11,5.5893,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,5.6382,
2011-03-15,5.6415,
2011-03-16,5.6096,
2011-03-17,5.6619,
2011-03-18,5.7229,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,5.7431,
2011-03-22,5.7441,
2011-03-23,5.7077,
2011-03-24,.,No value available
2011-03-25,.,No value available
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,5.6972,
2011-03-29,5.7002,
2011-03-30,5.7206,
2011-03-31,5.7530,
2011-04-01,5.7636,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,5.7542,
2011-04-05,5.7624,
2011-04-06,5.8069,
2011-04-07,5.7885,
2011-04-08,5.8462,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,5.8502,
2011-04-12,5.8733,
2011-04-13,5.8626,
2011-04-14,5.8898,
2011-04-15,5.8734,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,5.7928,
2011-04-19,5.8470,
2011-04-20,5.9125,
2011-04-21,.,No value available
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,5.9507,
2011-04-26,5.9740,
2011-04-27,6.0123,
2011-04-28,6.0478,
2011-04-29,6.0506,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,6.0659,
2011-05-03,6.0497,
2011-05-04,6.0569,
2011-05-05,5.9388,
2011-05-06,5.8668,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,5.8507,
2011-05-10,5.8644,
2011-05-11,5.7958,
2011-05-12,5.8234,
2011-05-13,5.7587,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,5.8038,
2011-05-17,5.8064,
2011-05-18,5.8262,
2011-05-19,5.8485,
2011-05-20,5.8099,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,5.7459,
2011-05-24,5.7662,
2011-05-25,.,No value available
2011-05-26,5.7686,
2011-05-27,5.8315,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,5.8364,
2011-05-31,5.8790,
2011-06-01,5.8828,
2011-06-02,5.9256,
2011-06-03,5.9816,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,5.9715,
2011-06-07,6.0083,
2011-06-08,5.9719,
2011-06-09,5.9398,
2011-06-10,5.8642,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,5.9254,
2011-06-15,5.7971,
2011-06-16,5.7930,
2011-06-17,5.8513,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,.,No value available
2011-06-21,5.8962,
2011-06-22,5.9022,
2011-06-23,5.8128,
2011-06-24,5.8163,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,5.8511,
2011-06-28,5.8880,
2011-06-29,5.9295,
2011-06-30,5.9644,
2011-07-01,5.9640,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,5.9783,
2011-07-05,5.9608,
2011-07-06,5.8904,
2011-07-07,5.9136,
2011-07-08,5.8700,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,5.7778,
2011-07-12,5.7716,
2011-07-13,5.8318,
2011-07-14,5.8405,
2011-07-15,5.8373,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,5.8081,
2011-07-19,5.8636,
2011-07-20,.,No value available
2011-07-21,5.9486,
2011-07-22,5.9415,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,5.9461,
2011-07-26,6.0036,
2011-07-27,5.9438,
2011-07-28,5.9301,
2011-07-29,5.9589,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,5.9078,
2011-08-02,5.8844,
2011-08-03,5.9484,
2011-08-04,5.8748,
2011-08-05,5.9252,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,5.8974,
2011-08-09,5.9096,
2011-08-10,5.9042,
2011-08-11,5.9041,
2011-08-12,5.9227,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,6.0085,
2011-08-16,5.9951,
2011-08-17,6.0126,
2011-08-18,5.9695,
2011-08-19,6.0134,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,.,No value available
2011-08-23,6.0312,
2011-08-24,6.0341,
2011-08-25,6.0138,
2011-08-26,6.0614,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,6.0701,
2011-08-30,6.0479,
2011-08-31,6.0354,
2011-09-01,6.0306,
2011-09-02,5.9664,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,5.9287,
2011-09-06,5.8912,
2011-09-07,5.9150,
2011-09-08,5.8387,
2011-09-09,5.7531,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,5.7048,
2011-09-13,5.7704,
2011-09-14,5.7771,
2011-09-15,5.8349,
2011-09-16,5.7970,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,5.7381,
2011-09-20,5.7298,
2011-09-21,5.7729,
2011-09-22,5.6511,
2011-09-23,5.6730,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,5.6557,
2011-09-27,5.7306,
2011-09-28,5.7133,
2011-09-29,5.7066,
2011-09-30,5.6570,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,5.5704,
2011-10-04,5.5750,
2011-10-05,5.6121,
2011-10-06,5.6502,
2011-10-07,5.6401,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,.,No value available
2011-10-11,5.7602,
2011-10-12,5.8209,
2011-10-13,5.8013,
2011-10-14,5.8490,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,5.8136,
2011-10-18,5.8018,
2011-10-19,5.8333,
2011-10-20,5.8151,
2011-10-21,5.8608,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,5.9079,
2011-10-25,5.9020,
2011-10-26,5.8775,
2011-10-27,6.0219,
2011-10-28,5.9994,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,5.9079,
2011-11-01,5.8297,
2011-11-02,5.8433,
2011-11-03,5.8863,
2011-11-04,5.8690,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,5.8528,
2011-11-08,5.8720,
2011-11-09,5.7967,
2011-11-10,5.8002,
2011-11-11,5.8749,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,5.8191,
2011-11-15,5.7734,
2011-11-16,5.7589,
2011-11-17,5.7307,
2011-11-18,5.7563,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,5.7551,
2011-11-22,5.7569,
2011-11-23,5.6957,
2011-11-24,5.6851,
2011-11-25,5.6463,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,.,No value available
2011-11-29,5.6964,
2011-11-30,5.7554,
2011-12-01,5.7649,
2011-12-02,5.7375,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,5.7672,
2011-12-06,5.7317,
2011-12-07,5.7406,
2011-12-08,.,No value available
2011-12-09,.,No value available
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,5.6504,
2011-12-13,5.5931,
2011-12-14,5.5632,
2011-12-15,5.5731,
2011-12-16,5.5783,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,5.5817,
2011-12-20,5.6165,
2011-12-21,5.6114,
2011-12-22,5.6002,
2011-12-23,5.6002,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,5.6002,
2011-12-27,5.6192,
2011-12-28,5.5659,
2011-12-29,5.5694,
2011-12-30,5.5862,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,5.6163,
2012-01-04,5.5758,
2012-01-05,5.5138,
2012-01-06,5.4925,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,5.4956,
2012-01-10,5.5077,
2012-01-11,5.4737,
2012-01-12,5.5332,
2012-01-13,5.4659,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,5.4705,
2012-01-17,5.4964,
2012-01-18,5.5516,
2012-01-19,5.5845,
2012-01-20,5.5896,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,5.6307,
2012-01-24,5.6385,
2012-01-25,5.6541,
2012-01-26,5.7010,
2012-01-27,5.7183,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,5.6923,
2012-01-31,5.6676,
2012-02-01,5.7131,
2012-02-02,5.6944,
2012-02-03,5.6923,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,5.6962,
2012-02-07,5.7509,
2012-02-08,5.7562,
2012-02-09,5.7750,
2012-02-10,5.7315,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,5.7385,
2012-02-14,5.7037,
2012-02-15,5.6820,
2012-02-16,5.7033,
2012-02-17,5.7251,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,.,No value available
2012-02-21,.,No value available
2012-02-22,5.7708,
2012-02-23,5.7978,
2012-02-24,5.8644,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,.,No value available
2012-02-28,5.8601,
2012-02-29,5.8183,
2012-03-01,5.7845,
2012-03-02,5.7261,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,5.7343,
2012-03-06,5.6854,
2012-03-07,5.7010,
2012-03-08,5.7539,
2012-03-09,5.6958,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,5.7176,
2012-03-13,5.7242,
2012-03-14,5.6719,
2012-03-15,5.7020,
2012-03-16,5.7421,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,5.7775,
2012-03-20,5.7801,
2012-03-21,5.7631,
2012-03-22,5.7566,
2012-03-23,5.7955,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,5.8283,
2012-03-27,5.8296,
2012-03-28,5.8218,
2012-03-29,5.8258,
2012-03-30,5.8390,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,.,No value available
2012-04-03,5.8456,
2012-04-04,5.7658,
2012-04-05,.,No value available
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,5.7527,
2012-04-10,5.7391,
2012-04-11,5.7535,
2012-04-12,5.7992,
2012-04-13,5.7456,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,5.7724,
2012-04-17,5.7741,
2012-04-18,5.7688,
2012-04-19,5.7767,
2012-04-20,5.8287,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,5.7961,
2012-04-24,5.8260,
2012-04-25,5.8313,
2012-04-26,5.8481,
2012-04-27,5.8631,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,.,No value available
2012-05-01,.,No value available
2012-05-02,5.8299,
2012-05-03,5.8268,
2012-05-04,5.8007,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,5.7987,
2012-05-08,5.7885,
2012-05-09,5.7622,
2012-05-10,5.7587,
2012-05-11,5.7445,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,5.7119,
2012-05-15,5.6640,
2012-05-16,5.6637,
2012-05-17,5.6675,
2012-05-18,5.6776,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,5.7139,
2012-05-22,5.6887,
2012-05-23,5.6265,
2012-05-24,5.6076,
2012-05-25,.,No value available
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,5.6131,
2012-05-29,5.5857,
2012-05-30,5.5445,
2012-05-31,5.5338,
2012-06-01,5.5512,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,5.5925,
2012-06-05,5.5875,
2012-06-06,5.6506,
2012-06-07,5.6588,
2012-06-08,5.6138,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,5.6179,
2012-06-12,5.6210,
2012-06-13,5.6649,
2012-06-14,5.6673,
2012-06-15,5.6870,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,5.6646,
2012-06-19,5.7350,
2012-06-20,.,No value available
2012-06-21,5.6706,
2012-06-22,5.6734,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,5.6470,
2012-06-26,5.6476,
2012-06-27,5.6403,
2012-06-28,5.6230,
2012-06-29,5.7362,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,5.6988,
2012-07-03,5.7110,
2012-07-04,5.6823,
2012-07-05,5.6167,
2012-07-06,5.5758,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,.,No value available
2012-07-10,5.5645,
2012-07-11,5.5754,
2012-07-12,5.5493,
2012-07-13,5.5714,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,5.5859,
2012-07-17,5.5917,
2012-07-18,5.5942,
2012-07-19,5.5992,
2012-07-20,5.5558,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,5.5469,
2012-07-24,5.5187,
2012-07-25,5.5580,
2012-07-26,5.6233,
2012-07-27,5.6503,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,5.6169,
2012-07-31,5.6510,
2012-08-01,5.6512,
2012-08-02,5.5844,
2012-08-03,5.6826,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,5.6996,
2012-08-07,5.7033,
2012-08-08,5.6854,
2012-08-09,5.6585,
2012-08-10,5.6648,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,5.6872,
2012-08-14,5.6861,
2012-08-15,5.6660,
2012-08-16,5.7093,
2012-08-17,5.6934,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,.,No value available
2012-08-21,5.7683,
2012-08-22,5.7631,
2012-08-23,5.8086,
2012-08-24,5.8044,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,5.7978,
2012-08-28,5.8284,
2012-08-29,5.8071,
2012-08-30,5.7973,
2012-08-31,5.8383,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,5.8544,
2012-09-04,5.8461,
2012-09-05,5.8685,
2012-09-06,5.8900,
2012-09-07,5.9675,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,5.9651,
2012-09-11,5.9984,
2012-09-12,6.0174,
2012-09-13,6.0519,
2012-09-14,6.1312,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,6.1328,
2012-09-18,6.1025,
2012-09-19,6.1162,
2012-09-20,6.0684,
2012-09-21,6.0984,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,.,No value available
2012-09-25,6.0779,
2012-09-26,6.0360,
2012-09-27,6.0658,
2012-09-28,6.0474,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,6.0664,
2012-10-02,6.0837,
2012-10-03,6.0749,
2012-10-04,6.1366,
2012-10-05,6.1434,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,.,No value available
2012-10-09,6.0699,
2012-10-10,6.0852,
2012-10-11,6.1105,
2012-10-12,6.1253,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,6.1262,
2012-10-16,6.1792,
2012-10-17,6.2169,
2012-10-18,6.2033,
2012-10-19,6.1760,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,6.1940,
2012-10-23,6.1597,
2012-10-24,6.1586,
2012-10-25,6.1605,
2012-10-26,6.1510,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,6.1427,
2012-10-30,6.1809,
2012-10-31,6.1872,
2012-11-01,6.1752,
2012-11-02,6.1277,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,6.1032,
2012-11-06,.,No value available
2012-11-07,6.0937,
2012-11-08,6.0892,
2012-11-09,6.0853,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,6.0899,
2012-11-13,6.0864,
2012-11-14,6.1082,
2012-11-15,6.1306,
2012-11-16,6.1142,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,6.1586,
2012-11-20,6.1635,
2012-11-21,6.1837,
2012-11-22,6.2096,
2012-11-23,6.2634,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,.,No value available
2012-11-27,6.2461,
2012-11-28,6.2573,
2012-11-29,6.2721,
2012-11-30,6.2967,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,6.3290,
2012-12-04,6.3534,
2012-12-05,6.3548,
2012-12-06,6.3008,
2012-12-07,6.3000,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,6.2981,
2012-12-11,6.3362,
2012-12-12,6.3843,
2012-12-13,6.3771,
2012-12-14,6.4331,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,6.4332,
2012-12-18,6.4745,
2012-12-19,6.4911,
2012-12-20,6.4940,
2012-12-21,6.4658,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,6.4994,
2012-12-27,6.4989,
2012-12-28,6.5032,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,6.5041,
2013-01-01,.,No value available
2013-01-02,6.4926,
2013-01-03,6.4677,
2013-01-04,6.4338,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,6.4714,
2013-01-08,6.4520,
2013-01-09,6.4573,
2013-01-10,6.5506,
2013-01-11,6.6094,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,6.6220,
2013-01-15,6.6059,
2013-01-16,6.5764,
2013-01-17,6.6221,
2013-01-18,6.6012,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,6.6090,
2013-01-22,6.6022,
2013-01-23,6.6135,
2013-01-24,6.6440,
2013-01-25,6.6859,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,6.6964,
2013-01-29,6.7161,
2013-01-30,6.7641,
2013-01-31,.,No value available
2013-02-01,6.8170,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,6.7525,
2013-02-05,6.7767,
2013-02-06,6.7534,
2013-02-07,6.7008,
2013-02-08,6.6797,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,.,No value available
2013-02-12,.,No value available
2013-02-13,6.7404,
2013-02-14,6.6828,
2013-02-15,6.6992,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,6.7129,
2013-02-19,6.7320,
2013-02-20,.,No value available
2013-02-21,6.6438,
2013-02-22,6.6421,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,6.6479,
2013-02-26,6.5821,
2013-02-27,6.6090,
2013-02-28,6.6113,
2013-03-01,6.5874,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,6.5803,
2013-03-05,6.5943,
2013-03-06,6.5828,
2013-03-07,6.6396,
2013-03-08,6.5784,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,6.6198,
2013-03-12,6.6202,
2013-03-13,6.5943,
2013-03-14,6.6202,
2013-03-15,6.6568,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,6.6131,
2013-03-19,6.5616,
2013-03-20,6.6041,
2013-03-21,6.5915,
2013-03-22,6.6410,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,6.5920,
2013-03-26,6.5894,
2013-03-27,6.5500,
2013-03-28,.,No value available
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,.,No value available
2013-04-03,6.5992,
2013-04-04,6.6537,
2013-04-05,6.6942,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,6.6878,
2013-04-09,6.7315,
2013-04-10,6.7206,
2013-04-11,6.7553,
2013-04-12,6.7503,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,6.7419,
2013-04-16,6.8072,
2013-04-17,6.7327,
2013-04-18,6.7511,
2013-04-19,6.7581,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,6.7522,
2013-04-23,6.7319,
2013-04-24,6.7420,
2013-04-25,6.7399,
2013-04-26,6.7537,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,6.7894,
2013-04-30,6.8313,
2013-05-01,.,No value available
2013-05-02,6.7924,
2013-05-03,6.8216,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,6.8178,
2013-05-07,6.8256,
2013-05-08,6.8700,
2013-05-09,6.8484,
2013-05-10,6.7925,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,6.7971,
2013-05-14,6.7825,
2013-05-15,6.7427,
2013-05-16,6.7605,
2013-05-17,6.7283,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,6.7613,
2013-05-21,6.7767,
2013-05-22,6.7611,
2013-05-23,6.8187,
2013-05-24,6.8137,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,6.8183,
2013-05-28,6.7872,
2013-05-29,6.8266,
2013-05-30,6.8999,
2013-05-31,6.8602,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,6.9313,
2013-06-04,6.9164,
2013-06-05,6.9333,
2013-06-06,7.0244,
2013-06-07,7.0167,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,7.0360,
2013-06-11,7.0565,
2013-06-12,7.0953,
2013-06-13,7.1126,
2013-06-14,7.1145,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,7.1254,
2013-06-18,7.1703,
2013-06-19,7.1794,
2013-06-20,.,No value available
2013-06-21,.,No value available
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,7.0398,
2013-06-25,7.0269,
2013-06-26,6.9912,
2013-06-27,7.0159,
2013-06-28,7.0146,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,7.0496,
2013-07-02,7.0219,
2013-07-03,7.0293,
2013-07-04,6.9866,
2013-07-05,6.9425,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,6.9623,
2013-07-09,.,No value available
2013-07-10,6.9665,
2013-07-11,7.0761,
2013-07-12,7.0983,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,7.0990,
2013-07-16,7.1519,
2013-07-17,7.1536,
2013-07-18,7.1564,
2013-07-19,7.1842,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,7.2145,
2013-07-23,7.2273,
2013-07-24,7.2130,
2013-07-25,7.2654,
2013-07-26,7.2886,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,7.2941,
2013-07-30,7.2982,
2013-07-31,7.3222,
2013-08-01,7.2933,
2013-08-02,7.3361,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,7.3275,
2013-08-06,.,No value available
2013-08-07,.,No value available
2013-08-08,7.3655,
2013-08-09,7.4047,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,7.3964,
2013-08-13,7.3813,
2013-08-14,7.3865,
2013-08-15,7.4502,
2013-08-16,7.4545,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,.,No value available
2013-08-20,7.5146,
2013-08-21,7.5002,
2013-08-22,7.5104,
2013-08-23,7.5356,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,7.5362,
2013-08-27,7.5650,
2013-08-28,7.5394,
2013-08-29,7.5059,
2013-08-30,7.5018,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,7.5112,
2013-09-03,7.5040,
2013-09-04,7.5398,
2013-09-05,7.4834,
2013-09-06,7.5116,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,7.5766,
2013-09-10,7.5867,
2013-09-11,7.6238,
2013-09-12,7.6173,
2013-09-13,7.6274,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,7.6580,
2013-09-17,7.6788,
2013-09-18,7.7006,
2013-09-19,7.7969,
2013-09-20,7.8050,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,7.7995,
2013-09-24,7.7891,
2013-09-25,7.8134,
2013-09-26,7.8061,
2013-09-27,7.8362,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,7.8466,
2013-10-01,7.8561,
2013-10-02,7.8932,
2013-10-03,7.9229,
2013-10-04,7.8848,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,7.9131,
2013-10-08,7.9109,
2013-10-09,7.8762,
2013-10-10,7.8913,
2013-10-11,7.9076,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,.,No value available
2013-10-15,7.8877,
2013-10-16,7.9181,
2013-10-17,8.0071,
2013-10-18,8.0165,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,8.0298,
2013-10-22,8.0927,
2013-10-23,8.0923,
2013-10-24,8.1112,
2013-10-25,8.1315,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,8.1339,
