"",BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00,BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00_FLAGS
2001-04-29,.,No value available
2001-04-30,87.5316,
2001-05-01,.,No value available
2001-05-02,87.6716,
2001-05-03,87.5595,
2001-05-04,87.6849,
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,87.4871,
2001-05-08,87.1894,
2001-05-09,87.0222,
2001-05-10,87.2220,
2001-05-11,86.5667,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,86.4935,
2001-05-15,86.7148,
2001-05-16,87.1113,
2001-05-17,86.8091,
2001-05-18,86.5392,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,86.2434,
2001-05-22,85.7947,
2001-05-23,85.0075,
2001-05-24,85.1360,
2001-05-25,85.0062,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,85.0657,
2001-05-29,84.7491,
2001-05-30,84.7352,
2001-05-31,84.1005,
2001-06-01,84.0623,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,84.4197,
2001-06-05,84.1042,
2001-06-06,84.8465,
2001-06-07,84.5122,
2001-06-08,84.5572,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,84.7768,
2001-06-12,84.6844,
2001-06-13,85.2442,
2001-06-14,84.6705,
2001-06-15,85.6088,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,85.2558,
2001-06-19,85.1740,
2001-06-20,84.8694,
2001-06-21,85.0044,
2001-06-22,84.7518,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,85.2935,
2001-06-26,85.3547,
2001-06-27,85.4300,
2001-06-28,84.6746,
2001-06-29,84.5099,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,84.2548,
2001-07-03,84.5250,
2001-07-04,84.2787,
2001-07-05,84.1327,
2001-07-06,84.2600,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,84.8617,
2001-07-10,85.4246,
2001-07-11,85.9713,
2001-07-12,85.4053,
2001-07-13,85.3402,
2001-07-14,.,No value available
2001-07-15,.,No value available
2001-07-16,85.7299,
2001-07-17,85.2484,
2001-07-18,85.8798,
2001-07-19,86.4191,
2001-07-20,86.6305,
2001-07-21,.,No value available
2001-07-22,.,No value available
2001-07-23,86.0343,
2001-07-24,86.3583,
2001-07-25,86.8473,
2001-07-26,86.6336,
2001-07-27,86.6277,
2001-07-28,.,No value available
2001-07-29,.,No value available
2001-07-30,86.6178,
2001-07-31,86.6739,
2001-08-01,87.0679,
2001-08-02,86.7807,
2001-08-03,86.8403,
2001-08-04,.,No value available
2001-08-05,.,No value available
2001-08-06,86.8997,
2001-08-07,86.7341,
2001-08-08,86.5636,
2001-08-09,87.2330,
2001-08-10,87.7579,
2001-08-11,.,No value available
2001-08-12,.,No value available
2001-08-13,88.1654,
2001-08-14,88.1638,
2001-08-15,88.9545,
2001-08-16,89.0601,
2001-08-17,89.1907,
2001-08-18,.,No value available
2001-08-19,.,No value available
2001-08-20,89.2987,
2001-08-21,89.0280,
2001-08-22,89.6228,
2001-08-23,88.9333,
2001-08-24,88.8914,
2001-08-25,.,No value available
2001-08-26,.,No value available
2001-08-27,88.7952,
2001-08-28,88.4680,
2001-08-29,88.8030,
2001-08-30,88.6787,
2001-08-31,89.0624,
2001-09-01,.,No value available
2001-09-02,.,No value available
2001-09-03,88.4302,
2001-09-04,87.8140,
2001-09-05,87.2503,
2001-09-06,87.0019,
2001-09-07,87.7099,
2001-09-08,.,No value available
2001-09-09,.,No value available
2001-09-10,88.2569,
2001-09-11,87.8446,
2001-09-12,88.2525,
2001-09-13,88.2766,
2001-09-14,89.2553,
2001-09-15,.,No value available
2001-09-16,.,No value available
2001-09-17,89.7526,
2001-09-18,89.6487,
2001-09-19,89.7573,
2001-09-20,89.6401,
2001-09-21,89.2500,
2001-09-22,.,No value available
2001-09-23,.,No value available
2001-09-24,89.0669,
2001-09-25,89.1442,
2001-09-26,89.4368,
2001-09-27,89.4144,
2001-09-28,88.8930,
2001-09-29,.,No value available
2001-09-30,.,No value available
2001-10-01,88.7527,
2001-10-02,89.2975,
2001-10-03,89.5119,
2001-10-04,88.7785,
2001-10-05,89.0832,
2001-10-06,.,No value available
2001-10-07,.,No value available
2001-10-08,89.4091,
2001-10-09,89.3004,
2001-10-10,89.0474,
2001-10-11,88.5246,
2001-10-12,88.3807,
2001-10-13,.,No value available
2001-10-14,.,No value available
2001-10-15,88.6289,
2001-10-16,88.3970,
2001-10-17,88.1966,
2001-10-18,88.2112,
2001-10-19,88.1431,
2001-10-20,.,No value available
2001-10-21,.,No value available
2001-10-22,88.0301,
2001-10-23,87.5899,
2001-10-24,87.7421,
2001-10-25,87.5662,
2001-10-26,87.6136,
2001-10-27,.,No value available
2001-10-28,.,No value available
2001-10-29,88.0445,
2001-10-30,88.4755,
2001-10-31,88.3331,
2001-11-01,88.5713,
2001-11-02,88.2763,
2001-11-03,.,No value available
2001-11-04,.,No value available
2001-11-05,87.7256,
2001-11-06,87.5339,
2001-11-07,87.7903,
2001-11-08,87.3483,
2001-11-09,87.1792,
2001-11-10,.,No value available
2001-11-11,.,No value available
2001-11-12,87.0966,
2001-11-13,86.6597,
2001-11-14,86.4727,
2001-11-15,86.7158,
2001-11-16,86.9900,
2001-11-17,.,No value available
2001-11-18,.,No value available
2001-11-19,86.7215,
2001-11-20,86.9265,
2001-11-21,86.6642,
2001-11-22,86.7336,
2001-11-23,86.8533,
2001-11-24,.,No value available
2001-11-25,.,No value available
2001-11-26,86.9733,
2001-11-27,86.8038,
2001-11-28,87.0137,
2001-11-29,87.3349,
2001-11-30,87.4984,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,87.7698,
2001-12-04,87.5407,
2001-12-05,87.6941,
2001-12-06,87.4806,
2001-12-07,87.6360,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,87.2879,
2001-12-11,87.5576,
2001-12-12,87.6460,
2001-12-13,87.8115,
2001-12-14,88.2236,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,88.3408,
2001-12-18,88.0187,
2001-12-19,87.8990,
2001-12-20,87.9547,
2001-12-21,87.8085,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,86.9085,
2001-12-25,.,No value available
2001-12-26,.,No value available
2001-12-27,87.1210,
2001-12-28,86.8843,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,88.6680,
2002-01-03,88.6117,
2002-01-04,87.9468,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,87.5753,
2002-01-08,87.7040,
2002-01-09,87.8491,
2002-01-10,87.7755,
2002-01-11,87.8421,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,87.7720,
2002-01-15,87.7498,
2002-01-16,87.1276,
2002-01-17,87.3091,
2002-01-18,87.2599,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,87.4566,
2002-01-22,87.5881,
2002-01-23,87.7593,
2002-01-24,87.1462,
2002-01-25,86.4328,
2002-01-26,.,No value available
2002-01-27,.,No value available
2002-01-28,85.8302,
2002-01-29,86.0115,
2002-01-30,86.1347,
2002-01-31,86.1234,
2002-02-01,86.1494,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,86.2363,
2002-02-05,86.5033,
2002-02-06,86.4095,
2002-02-07,86.5619,
2002-02-08,87.0853,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,87.3143,
2002-02-12,86.9474,
2002-02-13,86.6502,
2002-02-14,86.3476,
2002-02-15,86.4150,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,86.4961,
2002-02-19,86.4592,
2002-02-20,86.7988,
2002-02-21,86.5463,
2002-02-22,86.8232,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,86.6690,
2002-02-26,86.3950,
2002-02-27,86.3226,
2002-02-28,86.3064,
2002-03-01,86.3776,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,86.0550,
2002-03-05,86.2068,
2002-03-06,86.4181,
2002-03-07,86.6321,
2002-03-08,86.7536,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,86.4621,
2002-03-12,86.4797,
2002-03-13,86.6120,
2002-03-14,86.9861,
2002-03-15,87.2542,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,86.9141,
2002-03-19,87.1415,
2002-03-20,87.0382,
2002-03-21,87.0589,
2002-03-22,86.9262,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,86.6666,
2002-03-26,86.5807,
2002-03-27,86.5859,
2002-03-28,86.4211,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,86.7065,
2002-04-03,86.7899,
2002-04-04,86.8576,
2002-04-05,86.6713,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,86.5712,
2002-04-09,86.4923,
2002-04-10,86.6100,
2002-04-11,86.6158,
2002-04-12,86.6830,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,86.6287,
2002-04-16,86.6725,
2002-04-17,87.0840,
2002-04-18,87.1386,
2002-04-19,87.0430,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,86.9759,
2002-04-23,86.8984,
2002-04-24,87.0380,
2002-04-25,87.4599,
2002-04-26,87.4416,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,87.7834,
2002-04-30,87.7102,
2002-05-01,.,No value available
2002-05-02,87.7310,
2002-05-03,88.0122,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,88.4069,
2002-05-07,88.4017,
2002-05-08,88.2037,
2002-05-09,88.0779,
2002-05-10,88.3784,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,88.4000,
2002-05-14,88.1566,
2002-05-15,87.8551,
2002-05-16,88.3932,
2002-05-17,88.5557,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,88.8053,
2002-05-21,88.8388,
2002-05-22,89.0701,
2002-05-23,88.7817,
2002-05-24,88.6532,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,88.6033,
2002-05-28,88.9842,
2002-05-29,89.4053,
2002-05-30,89.6273,
2002-05-31,89.7279,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,89.3621,
2002-06-04,90.0629,
2002-06-05,89.7489,
2002-06-06,89.8986,
2002-06-07,90.3468,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,90.4606,
2002-06-11,90.1301,
2002-06-12,90.3559,
2002-06-13,90.0641,
2002-06-14,90.3791,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,90.0213,
2002-06-18,90.3353,
2002-06-19,90.7194,
2002-06-20,90.8489,
2002-06-21,90.9934,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,91.8249,
2002-06-25,91.3355,
2002-06-26,92.2889,
2002-06-27,91.8193,
2002-06-28,92.5769,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,92.2420,
2002-07-02,91.7710,
2002-07-03,91.4966,
2002-07-04,91.5979,
2002-07-05,91.3158,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,91.7754,
2002-07-09,92.3084,
2002-07-10,91.9517,
2002-07-11,91.5765,
2002-07-12,91.7146,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,92.5033,
2002-07-16,93.1245,
2002-07-17,92.8467,
2002-07-18,92.7374,
2002-07-19,93.1446,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,92.8468,
2002-07-23,91.9250,
2002-07-24,91.9944,
2002-07-25,92.4273,
2002-07-26,92.5227,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,91.5234,
2002-07-30,91.5826,
2002-07-31,91.2606,
2002-08-01,91.2098,
2002-08-02,91.9363,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,91.7599,
2002-08-06,91.0803,
2002-08-07,91.1998,
2002-08-08,91.2097,
2002-08-09,91.4833,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,91.7301,
2002-08-13,91.8720,
2002-08-14,91.9628,
2002-08-15,91.5264,
2002-08-16,91.8318,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,91.7000,
2002-08-20,91.7424,
2002-08-21,91.5316,
2002-08-22,91.6182,
2002-08-23,91.3179,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,91.2513,
2002-08-27,91.5298,
2002-08-28,91.7844,
2002-08-29,91.8145,
2002-08-30,91.6828,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,91.5872,
2002-09-03,92.0727,
2002-09-04,92.2707,
2002-09-05,92.3638,
2002-09-06,92.0112,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,91.2817,
2002-09-10,91.0744,
2002-09-11,91.0199,
2002-09-12,91.1355,
2002-09-13,91.5332,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,91.0218,
2002-09-17,90.9630,
2002-09-18,91.3018,
2002-09-19,91.5946,
2002-09-20,91.6948,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,91.8823,
2002-09-24,91.8876,
2002-09-25,91.4894,
2002-09-26,91.6060,
2002-09-27,91.5282,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,91.9145,
2002-10-01,91.9246,
2002-10-02,91.8230,
2002-10-03,92.1729,
2002-10-04,92.0242,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,91.7859,
2002-10-08,91.8278,
2002-10-09,92.1087,
2002-10-10,92.3565,
2002-10-11,92.3161,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,92.3791,
2002-10-15,92.0991,
2002-10-16,92.1206,
2002-10-17,91.6493,
2002-10-18,91.6120,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,91.6095,
2002-10-22,91.8135,
2002-10-23,91.7371,
2002-10-24,91.5018,
2002-10-25,91.5428,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,91.5214,
2002-10-29,91.8191,
2002-10-30,91.8337,
2002-10-31,92.0137,
2002-11-01,92.6127,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,92.5608,
2002-11-05,92.9677,
2002-11-06,92.6022,
2002-11-07,92.7785,
2002-11-08,93.0961,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,93.0125,
2002-11-12,92.8004,
2002-11-13,92.7387,
2002-11-14,92.8903,
2002-11-15,92.6208,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,92.8584,
2002-11-19,93.1431,
2002-11-20,92.7372,
2002-11-21,92.7781,
2002-11-22,92.6560,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,92.1215,
2002-11-26,92.1102,
2002-11-27,92.3570,
2002-11-28,92.4769,
2002-11-29,92.4211,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,92.2118,
2002-12-03,92.7080,
2002-12-04,92.9807,
2002-12-05,92.8869,
2002-12-06,92.9745,
2002-12-07,.,No value available
2002-12-08,.,No value available
2002-12-09,93.2577,
2002-12-10,93.5070,
2002-12-11,93.2284,
2002-12-12,93.7081,
2002-12-13,93.9772,
2002-12-14,.,No value available
2002-12-15,.,No value available
2002-12-16,93.8361,
2002-12-17,94.2700,
2002-12-18,93.8587,
2002-12-19,93.9398,
2002-12-20,93.8327,
2002-12-21,.,No value available
2002-12-22,.,No value available
2002-12-23,94.0626,
2002-12-24,94.1623,
2002-12-25,.,No value available
2002-12-26,.,No value available
2002-12-27,94.6330,
2002-12-28,.,No value available
2002-12-29,.,No value available
2002-12-30,94.8731,
2002-12-31,95.1446,
2003-01-01,.,No value available
2003-01-02,95.0206,
2003-01-03,94.7137,
2003-01-04,.,No value available
2003-01-05,.,No value available
2003-01-06,95.0255,
2003-01-07,94.7802,
2003-01-08,94.6342,
2003-01-09,95.2830,
2003-01-10,95.3525,
2003-01-11,.,No value available
2003-01-12,.,No value available
2003-01-13,95.6492,
2003-01-14,95.7238,
2003-01-15,95.5396,
2003-01-16,95.6054,
2003-01-17,96.1402,
2003-01-18,.,No value available
2003-01-19,.,No value available
2003-01-20,96.3360,
2003-01-21,96.3931,
2003-01-22,96.9067,
2003-01-23,97.0735,
2003-01-24,97.0072,
2003-01-25,.,No value available
2003-01-26,.,No value available
2003-01-27,97.5036,
2003-01-28,97.1479,
2003-01-29,97.2983,
2003-01-30,96.6086,
2003-01-31,97.1014,
2003-02-01,.,No value available
2003-02-02,.,No value available
2003-02-03,96.7751,
2003-02-04,97.2502,
2003-02-05,97.7620,
2003-02-06,97.2652,
2003-02-07,97.3008,
2003-02-08,.,No value available
2003-02-09,.,No value available
2003-02-10,97.4062,
2003-02-11,96.9807,
2003-02-12,97.1267,
2003-02-13,97.2716,
2003-02-14,97.4759,
2003-02-15,.,No value available
2003-02-16,.,No value available
2003-02-17,97.2106,
2003-02-18,97.0945,
2003-02-19,97.1846,
2003-02-20,97.4086,
2003-02-21,97.9252,
2003-02-22,.,No value available
2003-02-23,.,No value available
2003-02-24,97.2779,
2003-02-25,97.5120,
2003-02-26,97.3770,
2003-02-27,97.7674,
2003-02-28,97.7502,
2003-03-01,.,No value available
2003-03-02,.,No value available
2003-03-03,97.8755,
2003-03-04,98.6274,
2003-03-05,98.7363,
2003-03-06,98.6555,
2003-03-07,99.1104,
2003-03-08,.,No value available
2003-03-09,.,No value available
2003-03-10,99.3540,
2003-03-11,99.5614,
2003-03-12,99.2021,
2003-03-13,98.3299,
2003-03-14,97.8719,
2003-03-15,.,No value available
2003-03-16,.,No value available
2003-03-17,98.1114,
2003-03-18,97.1120,
2003-03-19,97.0600,
2003-03-20,97.2019,
2003-03-21,97.1176,
2003-03-22,.,No value available
2003-03-23,.,No value available
2003-03-24,97.4599,
2003-03-25,97.7246,
2003-03-26,97.5923,
2003-03-27,97.9808,
2003-03-28,98.2377,
2003-03-29,.,No value available
2003-03-30,.,No value available
2003-03-31,99.0347,
2003-04-01,99.0496,
2003-04-02,98.7380,
2003-04-03,98.0351,
2003-04-04,98.1272,
2003-04-05,.,No value available
2003-04-06,.,No value available
2003-04-07,97.4488,
2003-04-08,97.8328,
2003-04-09,98.2082,
2003-04-10,98.4298,
2003-04-11,97.9987,
2003-04-12,.,No value available
2003-04-13,.,No value available
2003-04-14,98.0097,
2003-04-15,98.2503,
2003-04-16,98.5840,
2003-04-17,98.9701,
2003-04-18,.,No value available
2003-04-19,.,No value available
2003-04-20,.,No value available
2003-04-21,.,No value available
2003-04-22,99.4327,
2003-04-23,99.2309,
2003-04-24,99.5079,
2003-04-25,99.4206,
2003-04-26,.,No value available
2003-04-27,.,No value available
2003-04-28,99.5336,
2003-04-29,99.1541,
2003-04-30,100.1337,
2003-05-01,.,No value available
2003-05-02,100.5490,
2003-05-03,.,No value available
2003-05-04,.,No value available
2003-05-05,100.4536,
2003-05-06,101.0813,
2003-05-07,101.6117,
2003-05-08,101.5212,
2003-05-09,101.9565,
2003-05-10,.,No value available
2003-05-11,.,No value available
2003-05-12,102.5923,
2003-05-13,102.1721,
2003-05-14,101.9326,
2003-05-15,101.4627,
2003-05-16,101.6075,
2003-05-17,.,No value available
2003-05-18,.,No value available
2003-05-19,102.5852,
2003-05-20,102.5860,
2003-05-21,102.7341,
2003-05-22,102.9800,
2003-05-23,103.4949,
2003-05-24,.,No value available
2003-05-25,.,No value available
2003-05-26,103.6974,
2003-05-27,104.1468,
2003-05-28,103.3873,
2003-05-29,103.5803,
2003-05-30,103.9372,
2003-05-31,.,No value available
2003-06-01,.,No value available
2003-06-02,103.2114,
2003-06-03,103.4921,
2003-06-04,103.4673,
2003-06-05,103.7194,
2003-06-06,103.6919,
2003-06-07,.,No value available
2003-06-08,.,No value available
2003-06-09,103.3554,
2003-06-10,103.1757,
2003-06-11,103.2359,
2003-06-12,103.1005,
2003-06-13,103.2729,
2003-06-14,.,No value available
2003-06-15,.,No value available
2003-06-16,103.6612,
2003-06-17,103.3727,
2003-06-18,102.8566,
2003-06-19,102.8167,
2003-06-20,102.6270,
2003-06-21,.,No value available
2003-06-22,.,No value available
2003-06-23,102.0250,
2003-06-24,102.1516,
2003-06-25,101.9665,
2003-06-26,101.4966,
2003-06-27,101.6945,
2003-06-28,.,No value available
2003-06-29,.,No value available
2003-06-30,101.9704,
2003-07-01,102.4279,
2003-07-02,102.2185,
2003-07-03,101.6841,
2003-07-04,101.5900,
2003-07-05,.,No value available
2003-07-06,.,No value available
2003-07-07,101.1828,
2003-07-08,101.1034,
2003-07-09,101.3292,
2003-07-10,101.3731,
2003-07-11,101.0468,
2003-07-12,.,No value available
2003-07-13,.,No value available
2003-07-14,101.0702,
2003-07-15,101.3972,
2003-07-16,100.6260,
2003-07-17,101.2329,
2003-07-18,101.2297,
2003-07-19,.,No value available
2003-07-20,.,No value available
2003-07-21,101.6857,
2003-07-22,101.9855,
2003-07-23,102.3005,
2003-07-24,102.5363,
2003-07-25,102.5254,
