"",BBEE1.D.I8.AAA.XZE012.A.AABAN.M00,BBEE1.D.I8.AAA.XZE012.A.AABAN.M00_FLAGS
1995-11-30,104.9984,
1995-12-01,104.5778,
1995-12-02,.,No value available
1995-12-03,.,No value available
1995-12-04,104.9166,
1995-12-05,104.9539,
1995-12-06,104.8801,
1995-12-07,104.9076,
1995-12-08,104.7357,
1995-12-09,.,No value available
1995-12-10,.,No value available
1995-12-11,104.8213,
1995-12-12,104.7311,
1995-12-13,104.5560,
1995-12-14,104.7040,
1995-12-15,104.8185,
1995-12-16,.,No value available
1995-12-17,.,No value available
1995-12-18,105.0440,
1995-12-19,105.0877,
1995-12-20,104.9771,
1995-12-21,105.1029,
1995-12-22,105.0218,
1995-12-23,.,No value available
1995-12-24,.,No value available
1995-12-25,.,No value available
1995-12-26,.,No value available
1995-12-27,105.2380,
1995-12-28,105.2724,
1995-12-29,105.4137,
1995-12-30,.,No value available
1995-12-31,.,No value available
1996-01-01,.,No value available
1996-01-02,105.8065,
1996-01-03,105.5215,
1996-01-04,105.2756,
1996-01-05,105.5055,
1996-01-06,.,No value available
1996-01-07,.,No value available
1996-01-08,105.6655,
1996-01-09,105.5037,
1996-01-10,105.7301,
1996-01-11,105.8818,
1996-01-12,105.5386,
1996-01-13,.,No value available
1996-01-14,.,No value available
1996-01-15,.,No value available
1996-01-16,105.0427,
1996-01-17,104.8924,
1996-01-18,104.7593,
1996-01-19,104.5362,
1996-01-20,.,No value available
1996-01-21,.,No value available
1996-01-22,104.4520,
1996-01-23,104.5205,
1996-01-24,104.2894,
1996-01-25,104.4947,
1996-01-26,104.0618,
1996-01-27,.,No value available
1996-01-28,.,No value available
1996-01-29,104.1457,
1996-01-30,104.3656,
1996-01-31,104.2118,
1996-02-01,104.3851,
1996-02-02,104.2711,
1996-02-03,.,No value available
1996-02-04,.,No value available
1996-02-05,104.6178,
1996-02-06,104.7011,
1996-02-07,104.5484,
1996-02-08,104.5581,
1996-02-09,104.7658,
1996-02-10,.,No value available
1996-02-11,.,No value available
1996-02-12,104.7023,
1996-02-13,104.6227,
1996-02-14,104.7422,
1996-02-15,104.6240,
1996-02-16,104.6780,
1996-02-17,.,No value available
1996-02-18,.,No value available
1996-02-19,.,No value available
1996-02-20,105.2752,
1996-02-21,105.2752,
1996-02-22,105.3095,
1996-02-23,105.2368,
1996-02-24,.,No value available
1996-02-25,.,No value available
1996-02-26,105.5638,
1996-02-27,105.3595,
1996-02-28,105.2779,
1996-02-29,104.8240,
1996-03-01,104.5886,
1996-03-02,.,No value available
1996-03-03,.,No value available
1996-03-04,104.7550,
1996-03-05,104.6391,
1996-03-06,104.6921,
1996-03-07,104.4167,
1996-03-08,104.5107,
1996-03-09,.,No value available
1996-03-10,.,No value available
1996-03-11,104.4263,
1996-03-12,104.4759,
1996-03-13,104.8336,
1996-03-14,104.7850,
1996-03-15,104.7129,
1996-03-16,.,No value available
1996-03-17,.,No value available
1996-03-18,104.6658,
1996-03-19,104.5426,
1996-03-20,104.5950,
1996-03-21,104.5341,
1996-03-22,104.4431,
1996-03-23,.,No value available
1996-03-24,.,No value available
1996-03-25,104.6621,
1996-03-26,104.6068,
1996-03-27,104.2540,
1996-03-28,104.6269,
1996-03-29,104.7669,
1996-03-30,.,No value available
1996-03-31,.,No value available
1996-04-01,104.5858,
1996-04-02,104.5974,
1996-04-03,104.6229,
1996-04-04,104.6650,
1996-04-05,.,No value available
1996-04-06,.,No value available
1996-04-07,.,No value available
1996-04-08,.,No value available
1996-04-09,104.4232,
1996-04-10,104.1571,
1996-04-11,104.2052,
1996-04-12,104.2068,
1996-04-13,.,No value available
1996-04-14,.,No value available
1996-04-15,103.9477,
1996-04-16,103.9672,
1996-04-17,104.0471,
1996-04-18,103.9350,
1996-04-19,103.9884,
1996-04-20,.,No value available
1996-04-21,.,No value available
1996-04-22,103.5100,
1996-04-23,103.4483,
1996-04-24,103.3860,
1996-04-25,103.1413,
1996-04-26,102.9270,
1996-04-27,.,No value available
1996-04-28,.,No value available
1996-04-29,103.1828,
1996-04-30,102.8361,
1996-05-01,.,No value available
1996-05-02,102.8785,
1996-05-03,103.0614,
1996-05-04,.,No value available
1996-05-05,.,No value available
1996-05-06,103.2400,
1996-05-07,103.2626,
1996-05-08,103.3397,
1996-05-09,103.3566,
1996-05-10,103.2579,
1996-05-11,.,No value available
1996-05-12,.,No value available
1996-05-13,102.8210,
1996-05-14,102.7172,
1996-05-15,102.9439,
1996-05-16,.,No value available
1996-05-17,103.2227,
1996-05-18,.,No value available
1996-05-19,.,No value available
1996-05-20,103.1648,
1996-05-21,102.9248,
1996-05-22,102.9752,
1996-05-23,102.8784,
1996-05-24,102.9838,
1996-05-25,.,No value available
1996-05-26,.,No value available
1996-05-27,.,No value available
1996-05-28,103.0727,
1996-05-29,103.0151,
1996-05-30,.,No value available
1996-05-31,103.1707,
1996-06-01,.,No value available
1996-06-02,.,No value available
1996-06-03,103.3083,
1996-06-04,103.1465,
1996-06-05,103.1759,
1996-06-06,103.4246,
1996-06-07,103.2922,
1996-06-08,.,No value available
1996-06-09,.,No value available
1996-06-10,103.2654,
1996-06-11,103.3238,
1996-06-12,103.2323,
1996-06-13,103.3581,
1996-06-14,103.6898,
1996-06-15,.,No value available
1996-06-16,.,No value available
1996-06-17,103.9038,
1996-06-18,103.9679,
1996-06-19,103.8516,
1996-06-20,103.7278,
1996-06-21,103.6712,
1996-06-22,.,No value available
1996-06-23,.,No value available
1996-06-24,103.4992,
1996-06-25,103.4649,
1996-06-26,103.6812,
1996-06-27,103.9685,
1996-06-28,103.9414,
1996-06-29,.,No value available
1996-06-30,.,No value available
1996-07-01,103.8173,
1996-07-02,103.7111,
1996-07-03,103.6811,
1996-07-04,.,No value available
1996-07-05,103.9210,
1996-07-06,.,No value available
1996-07-07,.,No value available
1996-07-08,103.8277,
1996-07-09,104.0386,
1996-07-10,103.9815,
1996-07-11,103.9048,
1996-07-12,104.2314,
1996-07-13,.,No value available
1996-07-14,.,No value available
1996-07-15,104.1136,
1996-07-16,104.9603,
1996-07-17,105.5092,
1996-07-18,105.3278,
1996-07-19,105.3571,
1996-07-20,.,No value available
1996-07-21,.,No value available
1996-07-22,105.4416,
1996-07-23,105.4567,
1996-07-24,105.3596,
1996-07-25,105.7723,
1996-07-26,105.5175,
1996-07-27,.,No value available
1996-07-28,.,No value available
1996-07-29,105.4610,
1996-07-30,105.5409,
1996-07-31,105.8191,
1996-08-01,105.7270,
1996-08-02,105.6602,
1996-08-03,.,No value available
1996-08-04,.,No value available
1996-08-05,.,No value available
1996-08-06,105.5465,
1996-08-07,105.5664,
1996-08-08,105.5873,
1996-08-09,105.7008,
1996-08-10,.,No value available
1996-08-11,.,No value available
1996-08-12,105.8361,
1996-08-13,105.7887,
1996-08-14,105.5454,
1996-08-15,.,No value available
1996-08-16,105.2227,
1996-08-17,.,No value available
1996-08-18,.,No value available
1996-08-19,105.3694,
1996-08-20,105.3054,
1996-08-21,105.5528,
1996-08-22,105.1615,
1996-08-23,105.3536,
1996-08-24,.,No value available
1996-08-25,.,No value available
1996-08-26,105.6652,
1996-08-27,105.6971,
1996-08-28,105.6834,
1996-08-29,105.6681,
1996-08-30,105.6090,
1996-08-31,.,No value available
1996-09-01,.,No value available
1996-09-02,.,No value available
1996-09-03,105.4652,
1996-09-04,105.4425,
1996-09-05,105.5693,
1996-09-06,105.4784,
1996-09-07,.,No value available
1996-09-08,.,No value available
1996-09-09,105.3935,
1996-09-10,104.9425,
1996-09-11,104.8132,
1996-09-12,104.5276,
1996-09-13,104.6385,
1996-09-14,.,No value available
1996-09-15,.,No value available
1996-09-16,104.7732,
1996-09-17,104.7163,
1996-09-18,104.6507,
1996-09-19,104.6268,
1996-09-20,104.5425,
1996-09-21,.,No value available
1996-09-22,.,No value available
1996-09-23,104.5916,
1996-09-24,104.6325,
1996-09-25,104.8737,
1996-09-26,104.4097,
1996-09-27,104.3277,
1996-09-28,.,No value available
1996-09-29,.,No value available
1996-09-30,104.2382,
1996-10-01,104.3064,
1996-10-02,104.2854,
1996-10-03,104.0162,
1996-10-04,104.0864,
1996-10-05,.,No value available
1996-10-06,.,No value available
1996-10-07,104.1633,
1996-10-08,104.3289,
1996-10-09,104.1359,
1996-10-10,104.0209,
1996-10-11,104.0010,
1996-10-12,.,No value available
1996-10-13,.,No value available
1996-10-14,.,No value available
1996-10-15,103.4981,
1996-10-16,103.4373,
1996-10-17,103.3702,
1996-10-18,103.3877,
1996-10-19,.,No value available
1996-10-20,.,No value available
1996-10-21,103.5074,
1996-10-22,103.6380,
1996-10-23,104.1100,
1996-10-24,104.2075,
1996-10-25,104.2418,
1996-10-26,.,No value available
1996-10-27,.,No value available
1996-10-28,104.2989,
1996-10-29,104.8228,
1996-10-30,104.6290,
1996-10-31,104.4457,
1996-11-01,.,No value available
1996-11-02,.,No value available
1996-11-03,.,No value available
1996-11-04,104.2789,
1996-11-05,104.1808,
1996-11-06,104.1385,
1996-11-07,104.3994,
1996-11-08,104.2556,
1996-11-09,.,No value available
1996-11-10,.,No value available
1996-11-11,.,No value available
1996-11-12,104.6402,
1996-11-13,104.3523,
1996-11-14,104.2308,
1996-11-15,104.2160,
1996-11-16,.,No value available
1996-11-17,.,No value available
1996-11-18,104.2579,
1996-11-19,104.3402,
1996-11-20,104.5435,
1996-11-21,104.4505,
1996-11-22,104.3739,
1996-11-23,.,No value available
1996-11-24,.,No value available
1996-11-25,104.0420,
1996-11-26,103.6189,
1996-11-27,103.6538,
1996-11-28,.,No value available
1996-11-29,103.2157,
1996-11-30,.,No value available
1996-12-01,.,No value available
1996-12-02,102.9190,
1996-12-03,102.1741,
1996-12-04,102.6445,
1996-12-05,103.0321,
1996-12-06,103.8152,
1996-12-07,.,No value available
1996-12-08,.,No value available
1996-12-09,103.0945,
1996-12-10,103.0822,
1996-12-11,103.4744,
1996-12-12,103.5065,
1996-12-13,103.6380,
1996-12-14,.,No value available
1996-12-15,.,No value available
1996-12-16,103.1112,
1996-12-17,103.3009,
1996-12-18,102.9794,
1996-12-19,102.9887,
1996-12-20,103.0923,
1996-12-21,.,No value available
1996-12-22,.,No value available
1996-12-23,103.0645,
1996-12-24,103.0410,
1996-12-25,.,No value available
1996-12-26,.,No value available
1996-12-27,103.0446,
1996-12-28,.,No value available
1996-12-29,.,No value available
1996-12-30,103.0689,
1996-12-31,103.3138,
1997-01-01,.,No value available
1997-01-02,103.5082,
1997-01-03,103.2469,
1997-01-04,.,No value available
1997-01-05,.,No value available
1997-01-06,.,No value available
1997-01-07,102.7258,
1997-01-08,102.3729,
1997-01-09,102.2261,
1997-01-10,102.1993,
1997-01-11,.,No value available
1997-01-12,.,No value available
1997-01-13,102.1105,
1997-01-14,102.0847,
1997-01-15,101.6937,
1997-01-16,101.8320,
1997-01-17,101.4174,
1997-01-18,.,No value available
1997-01-19,.,No value available
1997-01-20,.,No value available
1997-01-21,100.9711,
1997-01-22,100.4149,
1997-01-23,100.7783,
1997-01-24,101.2771,
1997-01-25,.,No value available
1997-01-26,.,No value available
1997-01-27,101.1231,
1997-01-28,100.7613,
1997-01-29,101.0934,
1997-01-30,101.3625,
1997-01-31,101.6775,
1997-02-01,.,No value available
1997-02-02,.,No value available
1997-02-03,101.0548,
1997-02-04,101.2543,
1997-02-05,101.0313,
1997-02-06,100.8636,
1997-02-07,100.6249,
1997-02-08,.,No value available
1997-02-09,.,No value available
1997-02-10,100.9035,
1997-02-11,100.0846,
1997-02-12,99.8410,
1997-02-13,99.9288,
1997-02-14,99.9598,
1997-02-15,.,No value available
1997-02-16,.,No value available
1997-02-17,.,No value available
1997-02-18,99.5279,
1997-02-19,99.6712,
1997-02-20,100.0129,
1997-02-21,99.9181,
1997-02-22,.,No value available
1997-02-23,.,No value available
1997-02-24,100.1539,
1997-02-25,99.8784,
1997-02-26,99.8912,
1997-02-27,99.4291,
1997-02-28,99.2592,
1997-03-01,.,No value available
1997-03-02,.,No value available
1997-03-03,99.2771,
1997-03-04,98.8140,
1997-03-05,98.7407,
1997-03-06,98.4881,
1997-03-07,98.6635,
1997-03-08,.,No value available
1997-03-09,.,No value available
1997-03-10,99.2074,
1997-03-11,99.0648,
1997-03-12,99.3404,
1997-03-13,99.4650,
1997-03-14,99.3415,
1997-03-15,.,No value available
1997-03-16,.,No value available
1997-03-17,100.0827,
1997-03-18,100.2436,
1997-03-19,100.1502,
1997-03-20,100.3444,
1997-03-21,99.7942,
1997-03-22,.,No value available
1997-03-23,.,No value available
1997-03-24,99.7665,
1997-03-25,99.8308,
1997-03-26,99.7366,
1997-03-27,100.1258,
1997-03-28,.,No value available
1997-03-29,.,No value available
1997-03-30,.,No value available
1997-03-31,.,No value available
1997-04-01,100.4094,
1997-04-02,100.1872,
1997-04-03,100.3336,
1997-04-04,100.2878,
1997-04-05,.,No value available
1997-04-06,.,No value available
1997-04-07,99.4806,
1997-04-08,99.1295,
1997-04-09,98.9111,
1997-04-10,99.0235,
1997-04-11,98.5830,
1997-04-12,.,No value available
1997-04-13,.,No value available
1997-04-14,98.7549,
1997-04-15,98.2650,
1997-04-16,98.5618,
1997-04-17,98.4705,
1997-04-18,98.8266,
1997-04-19,.,No value available
1997-04-20,.,No value available
1997-04-21,99.2470,
1997-04-22,99.0686,
1997-04-23,98.8673,
1997-04-24,98.8512,
1997-04-25,98.8179,
1997-04-26,.,No value available
1997-04-27,.,No value available
1997-04-28,98.4278,
1997-04-29,98.5081,
1997-04-30,98.4779,
1997-05-01,.,No value available
1997-05-02,98.7948,
1997-05-03,.,No value available
1997-05-04,.,No value available
1997-05-05,98.5265,
1997-05-06,98.2422,
1997-05-07,98.4970,
1997-05-08,.,No value available
1997-05-09,99.2780,
1997-05-10,.,No value available
1997-05-11,.,No value available
1997-05-12,99.1136,
1997-05-13,98.9437,
1997-05-14,98.5331,
1997-05-15,98.7537,
1997-05-16,98.3797,
1997-05-17,.,No value available
1997-05-18,.,No value available
1997-05-19,.,No value available
1997-05-20,98.2319,
1997-05-21,98.4241,
1997-05-22,98.6605,
1997-05-23,98.7708,
1997-05-24,.,No value available
1997-05-25,.,No value available
1997-05-26,.,No value available
1997-05-27,98.7874,
1997-05-28,98.5376,
1997-05-29,98.4216,
1997-05-30,.,No value available
1997-05-31,.,No value available
1997-06-01,.,No value available
1997-06-02,97.6191,
1997-06-03,97.4863,
1997-06-04,97.5009,
1997-06-05,97.5014,
1997-06-06,97.2631,
1997-06-07,.,No value available
1997-06-08,.,No value available
1997-06-09,97.7138,
1997-06-10,97.6466,
1997-06-11,97.4731,
1997-06-12,97.4983,
1997-06-13,97.2514,
1997-06-14,.,No value available
1997-06-15,.,No value available
1997-06-16,97.1936,
1997-06-17,97.0225,
1997-06-18,97.2964,
1997-06-19,97.1477,
1997-06-20,97.2193,
1997-06-21,.,No value available
1997-06-22,.,No value available
1997-06-23,97.3671,
1997-06-24,97.1593,
1997-06-25,97.1365,
1997-06-26,96.9524,
1997-06-27,96.7798,
1997-06-28,.,No value available
1997-06-29,.,No value available
1997-06-30,96.4746,
1997-07-01,96.5712,
1997-07-02,96.3368,
1997-07-03,96.0583,
1997-07-04,.,No value available
1997-07-05,.,No value available
1997-07-06,.,No value available
1997-07-07,95.9812,
1997-07-08,95.5225,
1997-07-09,95.3595,
1997-07-10,95.6057,
1997-07-11,95.2779,
1997-07-12,.,No value available
1997-07-13,.,No value available
1997-07-14,94.2862,
1997-07-15,94.3627,
1997-07-16,94.7879,
1997-07-17,94.8220,
1997-07-18,94.5125,
1997-07-19,.,No value available
1997-07-20,.,No value available
1997-07-21,94.5755,
1997-07-22,93.8341,
1997-07-23,93.0511,
1997-07-24,92.8735,
1997-07-25,93.1018,
1997-07-26,.,No value available
1997-07-27,.,No value available
1997-07-28,92.9972,
1997-07-29,93.7730,
1997-07-30,93.6472,
1997-07-31,93.7535,
1997-08-01,93.0368,
1997-08-02,.,No value available
1997-08-03,.,No value available
1997-08-04,92.4177,
1997-08-05,.,No value available
1997-08-06,92.2276,
1997-08-07,92.5026,
1997-08-08,93.4168,
1997-08-09,.,No value available
1997-08-10,.,No value available
1997-08-11,93.1256,
1997-08-12,93.0115,
1997-08-13,93.9580,
1997-08-14,94.2105,
1997-08-15,.,No value available
1997-08-16,.,No value available
1997-08-17,.,No value available
1997-08-18,94.7363,
1997-08-19,94.2558,
1997-08-20,93.7390,
1997-08-21,93.9021,
1997-08-22,95.0325,
1997-08-23,.,No value available
1997-08-24,.,No value available
1997-08-25,94.6636,
1997-08-26,95.5089,
1997-08-27,95.2843,
1997-08-28,95.4584,
1997-08-29,95.5873,
1997-08-30,.,No value available
1997-08-31,.,No value available
1997-09-01,.,No value available
1997-09-02,95.1635,
1997-09-03,95.3016,
1997-09-04,95.3732,
1997-09-05,95.6747,
1997-09-06,.,No value available
1997-09-07,.,No value available
1997-09-08,95.9609,
1997-09-09,95.3763,
1997-09-10,95.8511,
1997-09-11,96.3191,
1997-09-12,96.6945,
1997-09-13,.,No value available
1997-09-14,.,No value available
1997-09-15,97.5605,
1997-09-16,97.0300,
1997-09-17,96.9561,
1997-09-18,97.0617,
1997-09-19,96.7109,
1997-09-20,.,No value available
1997-09-21,.,No value available
1997-09-22,96.2335,
1997-09-23,95.9689,
1997-09-24,96.7203,
1997-09-25,96.5237,
1997-09-26,97.3511,
1997-09-27,.,No value available
1997-09-28,.,No value available
1997-09-29,97.1218,
1997-09-30,96.9217,
1997-10-01,96.5993,
1997-10-02,96.7412,
1997-10-03,96.7854,
1997-10-04,.,No value available
1997-10-05,.,No value available
1997-10-06,97.1692,
1997-10-07,97.5133,
1997-10-08,97.2027,
1997-10-09,97.8208,
1997-10-10,97.5781,
1997-10-11,.,No value available
1997-10-12,.,No value available
1997-10-13,.,No value available
1997-10-14,97.5235,
1997-10-15,97.6615,
1997-10-16,97.7705,
1997-10-17,97.0859,
1997-10-18,.,No value available
1997-10-19,.,No value available
1997-10-20,96.7609,
1997-10-21,96.3144,
1997-10-22,96.2747,
1997-10-23,96.8142,
1997-10-24,96.4623,
1997-10-25,.,No value available
1997-10-26,.,No value available
1997-10-27,97.1789,
1997-10-28,98.3565,
1997-10-29,97.6795,
1997-10-30,98.7979,
1997-10-31,98.3056,
1997-11-01,.,No value available
1997-11-02,.,No value available
1997-11-03,97.5429,
1997-11-04,98.4417,
1997-11-05,98.3749,
1997-11-06,98.4457,
1997-11-07,99.3694,
1997-11-08,.,No value available
1997-11-09,.,No value available
1997-11-10,99.0706,
1997-11-11,.,No value available
1997-11-12,98.9866,
1997-11-13,98.6795,
1997-11-14,98.5183,
1997-11-15,.,No value available
1997-11-16,.,No value available
1997-11-17,.,No value available
1997-11-18,98.7228,
1997-11-19,98.8877,
1997-11-20,99.1159,
1997-11-21,98.0211,
1997-11-22,.,No value available
1997-11-23,.,No value available
1997-11-24,98.7589,
1997-11-25,98.6824,
1997-11-26,98.3149,
1997-11-27,.,No value available
1997-11-28,98.2054,
1997-11-29,.,No value available
1997-11-30,.,No value available
1997-12-01,97.8149,
1997-12-02,98.0470,
1997-12-03,98.0522,
1997-12-04,98.0208,
1997-12-05,98.4053,
1997-12-06,.,No value available
1997-12-07,.,No value available
1997-12-08,98.3590,
1997-12-09,98.6774,
1997-12-10,98.9753,
1997-12-11,.,No value available
1997-12-12,99.9765,
1997-12-13,.,No value available
1997-12-14,.,No value available
1997-12-15,99.7210,
1997-12-16,99.1209,
1997-12-17,99.2714,
1997-12-18,98.8428,
1997-12-19,99.0393,
1997-12-20,.,No value available
1997-12-21,.,No value available
1997-12-22,99.2089,
1997-12-23,99.8182,
1997-12-24,99.6419,
1997-12-25,.,No value available
1997-12-26,.,No value available
1997-12-27,.,No value available
1997-12-28,.,No value available
1997-12-29,98.5251,
1997-12-30,98.7398,
1997-12-31,98.9441,
1998-01-01,.,No value available
1998-01-02,98.7069,
1998-01-03,.,No value available
1998-01-04,.,No value available
1998-01-05,98.5967,
1998-01-06,.,No value available
1998-01-07,98.2472,
1998-01-08,98.4718,
1998-01-09,98.6790,
1998-01-10,.,No value available
1998-01-11,.,No value available
1998-01-12,98.8473,
1998-01-13,98.3970,
1998-01-14,97.8930,
1998-01-15,97.7720,
