"",BBEX3.D.AUD.EUR.BB.AC.000,BBEX3.D.AUD.EUR.BB.AC.000_FLAGS
2010-09-17,1.3886,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,1.3826,
2010-09-21,1.3852,
2010-09-22,1.3983,
2010-09-23,1.4058,
2010-09-24,1.4047,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,1.4026,
2010-09-28,1.4012,
2010-09-29,1.3999,
2010-09-30,1.4070,
2010-10-01,1.4114,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,1.4153,
2010-10-05,1.4338,
2010-10-06,1.4221,
2010-10-07,1.4132,
2010-10-08,1.4252,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,1.4153,
2010-10-12,1.4076,
2010-10-13,1.4128,
2010-10-14,1.4145,
2010-10-15,1.4142,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,1.4087,
2010-10-19,1.4159,
2010-10-20,1.4151,
2010-10-21,1.4208,
2010-10-22,1.4198,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,1.4107,
2010-10-26,1.4108,
2010-10-27,1.4194,
2010-10-28,1.4158,
2010-10-29,1.4216,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,1.4094,
2010-11-02,1.4021,
2010-11-03,1.4058,
2010-11-04,1.4056,
2010-11-05,1.3865,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.3770,
2010-11-09,1.3726,
2010-11-10,1.3766,
2010-11-11,1.3682,
2010-11-12,1.3835,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.3822,
2010-11-16,1.3874,
2010-11-17,1.3801,
2010-11-18,1.3812,
2010-11-19,1.3903,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,1.3817,
2010-11-23,1.3789,
2010-11-24,1.3632,
2010-11-25,1.3595,
2010-11-26,1.3715,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.3662,
2010-11-30,1.3595,
2010-12-01,1.3615,
2010-12-02,1.3614,
2010-12-03,1.3508,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.3454,
2010-12-07,1.3419,
2010-12-08,1.3480,
2010-12-09,1.3432,
2010-12-10,1.3399,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.3390,
2010-12-14,1.3433,
2010-12-15,1.3436,
2010-12-16,1.3373,
2010-12-17,1.3428,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,1.3232,
2010-12-21,1.3183,
2010-12-22,1.3143,
2010-12-23,1.3049,
2010-12-24,1.3052,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,1.3113,
2010-12-28,1.3038,
2010-12-29,1.2975,
2010-12-30,1.3079,
2010-12-31,1.3136,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,1.3085,
2011-01-04,1.3298,
2011-01-05,1.3215,
2011-01-06,1.3138,
2011-01-07,1.3060,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,1.3037,
2011-01-11,1.3134,
2011-01-12,1.3098,
2011-01-13,1.3203,
2011-01-14,1.3528,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,1.3371,
2011-01-18,1.3416,
2011-01-19,1.3425,
2011-01-20,1.3583,
2011-01-21,1.3666,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,1.3690,
2011-01-25,1.3724,
2011-01-26,1.3725,
2011-01-27,1.3845,
2011-01-28,1.3751,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,1.3763,
2011-02-01,1.3647,
2011-02-02,1.3676,
2011-02-03,1.3582,
2011-02-04,1.3406,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,1.3355,
2011-02-08,1.3457,
2011-02-09,1.3510,
2011-02-10,1.3559,
2011-02-11,1.3544,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,1.3430,
2011-02-15,1.3503,
2011-02-16,1.3507,
2011-02-17,1.3498,
2011-02-18,1.3479,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,1.3521,
2011-02-22,1.3635,
2011-02-23,1.3691,
2011-02-24,1.3682,
2011-02-25,1.3577,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,1.3601,
2011-03-01,1.3572,
2011-03-02,1.3619,
2011-03-03,1.3609,
2011-03-04,1.3791,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,1.3803,
2011-03-08,1.3778,
2011-03-09,1.3759,
2011-03-10,1.3782,
2011-03-11,1.3768,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,1.3846,
2011-03-15,1.4105,
2011-03-16,1.4066,
2011-03-17,1.4216,
2011-03-18,1.4240,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,1.4114,
2011-03-22,1.4039,
2011-03-23,1.4006,
2011-03-24,1.3888,
2011-03-25,1.3807,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.3678,
2011-03-29,1.3759,
2011-03-30,1.3668,
2011-03-31,1.3736,
2011-04-01,1.3649,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.3722,
2011-04-05,1.3730,
2011-04-06,1.3766,
2011-04-07,1.3614,
2011-04-08,1.3687,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.3700,
2011-04-12,1.3783,
2011-04-13,1.3814,
2011-04-14,1.3717,
2011-04-15,1.3730,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.3575,
2011-04-19,1.3622,
2011-04-20,1.3611,
2011-04-21,1.3562,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,1.3591,
2011-04-27,1.3563,
2011-04-28,1.3586,
2011-04-29,1.3560,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.3553,
2011-05-03,1.3604,
2011-05-04,1.3727,
2011-05-05,1.3883,
2011-05-06,1.3581,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.3389,
2011-05-10,1.3295,
2011-05-11,1.3255,
2011-05-12,1.3331,
2011-05-13,1.3369,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.3391,
2011-05-17,1.3393,
2011-05-18,1.3441,
2011-05-19,1.3387,
2011-05-20,1.3364,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,1.3332,
2011-05-24,1.3328,
2011-05-25,1.3399,
2011-05-26,1.3383,
2011-05-27,1.3346,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.3350,
2011-05-31,1.3504,
2011-06-01,1.3410,
2011-06-02,1.3563,
2011-06-03,1.3592,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.3597,
2011-06-07,1.3697,
2011-06-08,1.3776,
2011-06-09,1.3791,
2011-06-10,1.3644,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.3584,
2011-06-14,1.3573,
2011-06-15,1.3387,
2011-06-16,1.3424,
2011-06-17,1.3440,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.3528,
2011-06-21,1.3568,
2011-06-22,1.3587,
2011-06-23,1.3524,
2011-06-24,1.3473,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.3605,
2011-06-28,1.3630,
2011-06-29,1.3585,
2011-06-30,1.3485,
2011-07-01,1.3523,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.3521,
2011-07-05,1.3526,
2011-07-06,1.3420,
2011-07-07,1.3275,
2011-07-08,1.3231,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.3168,
2011-07-12,1.3184,
2011-07-13,1.3188,
2011-07-14,1.3202,
2011-07-15,1.3264,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.3237,
2011-07-19,1.3273,
2011-07-20,1.3218,
2011-07-21,1.3246,
2011-07-22,1.3234,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.3249,
2011-07-26,1.3201,
2011-07-27,1.3087,
2011-07-28,1.2931,
2011-07-29,1.3050,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.3041,
2011-08-02,1.3075,
2011-08-03,1.3310,
2011-08-04,1.3466,
2011-08-05,1.3538,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.3730,
2011-08-09,1.3990,
2011-08-10,1.3891,
2011-08-11,1.3875,
2011-08-12,1.3780,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,1.3750,
2011-08-16,1.3790,
2011-08-17,1.3687,
2011-08-18,1.3754,
2011-08-19,1.3783,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,1.3781,
2011-08-23,1.3771,
2011-08-24,1.3767,
2011-08-25,1.3750,
2011-08-26,1.3727,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,1.3647,
2011-08-30,1.3536,
2011-08-31,1.3529,
2011-09-01,1.3349,
2011-09-02,1.3328,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,1.3371,
2011-09-06,1.3356,
2011-09-07,1.3222,
2011-09-08,1.3212,
2011-09-09,1.3125,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.3225,
2011-09-13,1.3214,
2011-09-14,1.3401,
2011-09-15,1.3416,
2011-09-16,1.3306,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.3326,
2011-09-20,1.3332,
2011-09-21,1.3358,
2011-09-22,1.3691,
2011-09-23,1.3838,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.3794,
2011-09-27,1.3690,
2011-09-28,1.3775,
2011-09-29,1.3864,
2011-09-30,1.3874,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.3838,
2011-10-04,1.3984,
2011-10-05,1.3913,
2011-10-06,1.3725,
2011-10-07,1.3726,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,1.3680,
2011-10-11,1.3684,
2011-10-12,1.3609,
2011-10-13,1.3536,
2011-10-14,1.3467,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,1.3406,
2011-10-18,1.3489,
2011-10-19,1.3402,
2011-10-20,1.3449,
2011-10-21,1.3401,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,1.3320,
2011-10-25,1.3285,
2011-10-26,1.3423,
2011-10-27,1.3188,
2011-10-28,1.3270,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,1.3225,
2011-11-01,1.3237,
2011-11-02,1.3303,
2011-11-03,1.3215,
2011-11-04,1.3280,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.3296,
2011-11-08,1.3339,
2011-11-09,1.3330,
2011-11-10,1.3389,
2011-11-11,1.3428,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.3351,
2011-11-15,1.3351,
2011-11-16,1.3323,
2011-11-17,1.3403,
2011-11-18,1.3479,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.3614,
2011-11-22,1.3718,
2011-11-23,1.3762,
2011-11-24,1.3697,
2011-11-25,1.3664,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,1.3435,
2011-11-29,1.3332,
2011-11-30,1.3165,
2011-12-01,1.3182,
2011-12-02,1.3135,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,1.3072,
2011-12-06,1.3094,
2011-12-07,1.3043,
2011-12-08,1.3011,
2011-12-09,1.3179,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,1.3104,
2011-12-13,1.3016,
2011-12-14,1.3023,
2011-12-15,1.3103,
2011-12-16,1.3060,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.3086,
2011-12-20,1.3082,
2011-12-21,1.2943,
2011-12-22,1.2878,
2011-12-23,1.2852,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,1.2862,
2011-12-28,1.2819,
2011-12-29,1.2799,
2011-12-30,1.2723,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,1.2662,
2012-01-03,1.2595,
2012-01-04,1.2552,
2012-01-05,1.2491,
2012-01-06,1.2472,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.2468,
2012-01-10,1.2379,
2012-01-11,1.2361,
2012-01-12,1.2303,
2012-01-13,1.2364,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.2289,
2012-01-17,1.2279,
2012-01-18,1.2344,
2012-01-19,1.2391,
2012-01-20,1.2379,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.2332,
2012-01-24,1.2429,
2012-01-25,1.2367,
2012-01-26,1.2326,
2012-01-27,1.2326,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.2427,
2012-01-31,1.2366,
2012-02-01,1.2312,
2012-02-02,1.2246,
2012-02-03,1.2311,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.2192,
2012-02-07,1.2161,
2012-02-08,1.2251,
2012-02-09,1.2295,
2012-02-10,1.2381,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.2326,
2012-02-14,1.2298,
2012-02-15,1.2195,
2012-02-16,1.2168,
2012-02-17,1.2230,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.2303,
2012-02-21,1.2385,
2012-02-22,1.2441,
2012-02-23,1.2430,
2012-02-24,1.2516,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.2532,
2012-02-28,1.2486,
2012-02-29,1.2414,
2012-03-01,1.2353,
2012-03-02,1.2264,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.2354,
2012-03-06,1.2418,
2012-03-07,1.2423,
2012-03-08,1.2441,
2012-03-09,1.2415,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.2498,
2012-03-13,1.2444,
2012-03-14,1.2474,
2012-03-15,1.2422,
2012-03-16,1.2401,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.2452,
2012-03-20,1.2586,
2012-03-21,1.2644,
2012-03-22,1.2696,
2012-03-23,1.2745,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.2631,
2012-03-27,1.2681,
2012-03-28,1.2824,
2012-03-29,1.2830,
2012-03-30,1.2836,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.2841,
2012-04-03,1.2848,
2012-04-04,1.2785,
2012-04-05,1.2710,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,1.2741,
2012-04-11,1.2743,
2012-04-12,1.2645,
2012-04-13,1.2640,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.2590,
2012-04-17,1.2664,
2012-04-18,1.2628,
2012-04-19,1.2652,
2012-04-20,1.2738,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.2769,
2012-04-24,1.2775,
2012-04-25,1.2771,
2012-04-26,1.2736,
2012-04-27,1.2679,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.2684,
2012-05-01,.,No value available
2012-05-02,1.2718,
2012-05-03,1.2762,
2012-05-04,1.2830,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.2792,
2012-05-08,1.2830,
2012-05-09,1.2886,
2012-05-10,1.2801,
2012-05-11,1.2877,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.2881,
2012-05-15,1.2836,
2012-05-16,1.2813,
2012-05-17,1.2795,
2012-05-18,1.2879,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.2969,
2012-05-22,1.2910,
2012-05-23,1.2977,
2012-05-24,1.2842,
2012-05-25,1.2815,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.2740,
2012-05-29,1.2737,
2012-05-30,1.2729,
2012-05-31,1.2736,
2012-06-01,1.2772,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.2796,
2012-06-05,1.2762,
2012-06-06,1.2661,
2012-06-07,1.2613,
2012-06-08,1.2665,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.2602,
2012-06-12,1.2601,
2012-06-13,1.2565,
2012-06-14,1.2626,
2012-06-15,1.2564,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.2519,
2012-06-19,1.2416,
2012-06-20,1.2456,
2012-06-21,1.2444,
2012-06-22,1.2490,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.2480,
2012-06-26,1.2432,
2012-06-27,1.2384,
2012-06-28,1.2357,
2012-06-29,1.2339,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.2283,
2012-07-03,1.2264,
2012-07-04,1.2221,
2012-07-05,1.2071,
2012-07-06,1.2058,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.2082,
2012-07-10,1.2015,
2012-07-11,1.1953,
2012-07-12,1.2029,
2012-07-13,1.1984,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.1934,
2012-07-17,1.1941,
2012-07-18,1.1867,
2012-07-19,1.1775,
2012-07-20,1.1739,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.1784,
2012-07-24,1.1754,
2012-07-25,1.1792,
2012-07-26,1.1790,
2012-07-27,1.1807,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.1668,
2012-07-31,1.1675,
2012-08-01,1.1691,
2012-08-02,1.1717,
2012-08-03,1.1649,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.1727,
2012-08-07,1.1741,
2012-08-08,1.1704,
2012-08-09,1.1639,
2012-08-10,1.1661,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.1689,
2012-08-14,1.1728,
2012-08-15,1.1725,
2012-08-16,1.1710,
2012-08-17,1.1829,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,1.1784,
2012-08-21,1.1839,
2012-08-22,1.1926,
2012-08-23,1.1981,
2012-08-24,1.2031,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.2056,
2012-08-28,1.2094,
2012-08-29,1.2088,
2012-08-30,1.2142,
2012-08-31,1.2201,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.2278,
2012-09-04,1.2267,
2012-09-05,1.2337,
2012-09-06,1.2341,
2012-09-07,1.2279,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.2349,
2012-09-11,1.2301,
2012-09-12,1.2322,
2012-09-13,1.2357,
2012-09-14,1.2366,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,1.2452,
2012-09-18,1.2527,
2012-09-19,1.2455,
2012-09-20,1.2461,
2012-09-21,1.2365,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,1.2415,
2012-09-25,1.2393,
2012-09-26,1.2421,
2012-09-27,1.2354,
2012-09-28,1.2396,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,1.2431,
2012-10-02,1.2531,
2012-10-03,1.2625,
2012-10-04,1.2673,
2012-10-05,1.2682,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,1.2721,
2012-10-09,1.2663,
2012-10-10,1.2574,
2012-10-11,1.2573,
2012-10-12,1.2654,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,1.2661,
2012-10-16,1.2693,
2012-10-17,1.2690,
2012-10-18,1.2632,
2012-10-19,1.2586,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,1.2657,
2012-10-23,1.2662,
2012-10-24,1.2526,
2012-10-25,1.2510,
2012-10-26,1.2486,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,1.2455,
2012-10-30,1.2489,
2012-10-31,1.2528,
2012-11-01,1.2491,
2012-11-02,1.2374,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,1.2338,
2012-11-06,1.2263,
2012-11-07,1.2228,
2012-11-08,1.2230,
2012-11-09,1.2251,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,1.2200,
2012-11-13,1.2187,
2012-11-14,1.2217,
2012-11-15,1.2350,
2012-11-16,1.2337,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,1.2283,
2012-11-20,1.2331,
2012-11-21,1.2358,
2012-11-22,1.2420,
2012-11-23,1.2393,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,1.2416,
2012-11-27,1.2372,
2012-11-28,1.2339,
2012-11-29,1.2432,
2012-11-30,1.2474,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,1.2517,
2012-12-04,1.2497,
2012-12-05,1.2483,
2012-12-06,1.2456,
2012-12-07,1.2318,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,1.2318,
2012-12-11,1.2381,
2012-12-12,1.2358,
2012-12-13,1.2391,
2012-12-14,1.2429,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,1.2494,
2012-12-18,1.2512,
2012-12-19,1.2667,
2012-12-20,1.2632,
2012-12-21,1.2662,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,1.2715,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,1.2782,
2012-12-28,1.2692,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,1.2712,
2013-01-01,.,No value available
2013-01-02,1.2637,
2013-01-03,1.2471,
2013-01-04,1.2494,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,1.2421,
2013-01-08,1.2466,
2013-01-09,1.2419,
2013-01-10,1.2403,
2013-01-11,1.2561,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,1.2632,
2013-01-15,1.2653,
2013-01-16,1.2593,
2013-01-17,1.2694,
2013-01-18,1.2674,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,1.2665,
2013-01-22,1.2613,
2013-01-23,1.2635,
2013-01-24,1.2737,
2013-01-25,1.2917,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,1.2930,
2013-01-29,1.2860,
2013-01-30,1.2996,
2013-01-31,1.3009,
2013-02-01,1.3132,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,1.2990,
2013-02-05,1.3030,
2013-02-06,1.3109,
2013-02-07,1.3135,
2013-02-08,1.2942,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,1.3029,
2013-02-12,1.3107,
2013-02-13,1.3036,
2013-02-14,1.2879,
2013-02-15,1.2895,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,1.2946,
2013-02-19,1.2905,
2013-02-20,1.2961,
2013-02-21,1.2859,
2013-02-22,1.2763,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,1.2897,
2013-02-26,1.2763,
2013-02-27,1.2842,
2013-02-28,1.2809,
2013-03-01,1.2741,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,1.2821,
2013-03-05,1.2735,
2013-03-06,1.2670,
2013-03-07,1.2685,
2013-03-08,1.2738,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,1.2702,
2013-03-12,1.2633,
2013-03-13,1.2573,
2013-03-14,1.2495,
2013-03-15,1.2609,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,1.2446,
2013-03-19,1.2475,
2013-03-20,1.2469,
2013-03-21,1.2375,
2013-03-22,1.2412,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,1.2356,
2013-03-26,1.2263,
2013-03-27,1.2234,
2013-03-28,1.2308,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,1.2267,
2013-04-03,1.2237,
2013-04-04,1.2290,
2013-04-05,1.2425,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,1.2503,
2013-04-09,1.2449,
2013-04-10,1.2429,
2013-04-11,1.2411,
2013-04-12,1.2396,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,1.2573,
2013-04-16,1.2654,
2013-04-17,1.2691,
2013-04-18,1.2633,
2013-04-19,1.2692,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,1.2696,
2013-04-23,1.2676,
2013-04-24,1.2659,
2013-04-25,1.2669,
2013-04-26,1.2651,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,1.2671,
2013-04-30,1.2649,
2013-05-01,.,No value available
2013-05-02,1.2871,
2013-05-03,1.2780,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,1.2801,
2013-05-07,1.2908,
2013-05-08,1.2873,
2013-05-09,1.2858,
2013-05-10,1.2978,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,1.3003,
2013-05-14,1.3080,
2013-05-15,1.3015,
2013-05-16,1.3120,
2013-05-17,1.3216,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,1.3140,
2013-05-21,1.3147,
2013-05-22,1.3253,
2013-05-23,1.3302,
2013-05-24,1.3348,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,1.3405,
2013-05-28,1.3355,
2013-05-29,1.3447,
2013-05-30,1.3493,
2013-05-31,1.3540,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,1.3457,
2013-06-04,1.3538,
2013-06-05,1.3647,
2013-06-06,1.3789,
2013-06-07,1.3926,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,1.3983,
2013-06-11,1.4206,
2013-06-12,1.3927,
2013-06-13,1.3919,
2013-06-14,1.3841,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,1.3876,
2013-06-18,1.4131,
2013-06-19,1.4105,
2013-06-20,1.4323,
2013-06-21,1.4296,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,1.4246,
2013-06-25,1.4156,
2013-06-26,1.4033,
2013-06-27,1.3995,
2013-06-28,1.4171,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,1.4190,
2013-07-02,1.4222,
2013-07-03,1.4278,
2013-07-04,1.4239,
2013-07-05,1.4049,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,1.4145,
2013-07-09,1.4024,
2013-07-10,1.3935,
2013-07-11,1.4162,
2013-07-12,1.4436,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,1.4380,
2013-07-16,1.4225,
2013-07-17,1.4273,
2013-07-18,1.4290,
2013-07-19,1.4240,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,1.4272,
2013-07-23,1.4268,
2013-07-24,1.4361,
2013-07-25,1.4388,
2013-07-26,1.4340,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,1.4364,
2013-07-30,1.4618,
2013-07-31,1.4725,
2013-08-01,1.4733,
2013-08-02,1.4837,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,1.4910,
2013-08-06,1.4817,
2013-08-07,1.4878,
2013-08-08,1.4726,
2013-08-09,1.4587,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,1.4496,
2013-08-13,1.4549,
2013-08-14,1.4524,
2013-08-15,1.4525,
2013-08-16,1.4540,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,1.4592,
2013-08-20,1.4761,
2013-08-21,1.4811,
2013-08-22,1.4813,
2013-08-23,1.4879,
