"",BBEX3.D.MXN.EUR.BB.AC.000,BBEX3.D.MXN.EUR.BB.AC.000_FLAGS
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,14.6715,
2004-11-09,14.7427,
2004-11-10,14.8395,
2004-11-11,14.6921,
2004-11-12,14.7300,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,14.6970,
2004-11-16,14.7414,
2004-11-17,14.7775,
2004-11-18,14.7326,
2004-11-19,14.7443,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,14.8388,
2004-11-23,14.8607,
2004-11-24,14.8361,
2004-11-25,14.8888,
2004-11-26,14.9271,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,14.9379,
2004-11-30,14.9401,
2004-12-01,14.8734,
2004-12-02,14.7903,
2004-12-03,14.8245,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,14.9176,
2004-12-07,14.9930,
2004-12-08,14.9870,
2004-12-09,14.9825,
2004-12-10,15.0515,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,15.0491,
2004-12-14,14.9900,
2004-12-15,15.0410,
2004-12-16,14.9801,
2004-12-17,14.9507,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,14.9653,
2004-12-21,14.9589,
2004-12-22,14.9619,
2004-12-23,14.9896,
2004-12-24,15.0815,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,15.1015,
2004-12-28,15.2250,
2004-12-29,15.3056,
2004-12-30,15.2767,
2004-12-31,15.2235,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,15.0677,
2005-01-04,15.0636,
2005-01-05,15.0765,
2005-01-06,15.0224,
2005-01-07,15.0125,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,14.7734,
2005-01-11,14.7640,
2005-01-12,14.7036,
2005-01-13,14.8096,
2005-01-14,14.7369,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,14.6700,
2005-01-18,14.6939,
2005-01-19,14.7098,
2005-01-20,14.5433,
2005-01-21,14.6216,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,14.6971,
2005-01-25,14.6823,
2005-01-26,14.6753,
2005-01-27,14.6870,
2005-01-28,14.6988,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,14.6603,
2005-02-01,14.5575,
2005-02-02,14.5888,
2005-02-03,14.5114,
2005-02-04,14.4764,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,14.3355,
2005-02-08,14.3184,
2005-02-09,14.3180,
2005-02-10,14.2824,
2005-02-11,14.3390,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,14.4410,
2005-02-15,14.4977,
2005-02-16,14.5739,
2005-02-17,14.5372,
2005-02-18,14.4443,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,14.4454,
2005-02-22,14.5575,
2005-02-23,14.6735,
2005-02-24,14.7103,
2005-02-25,14.6851,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,14.6899,
2005-03-01,14.6674,
2005-03-02,14.5879,
2005-03-03,14.5626,
2005-03-04,14.5748,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,14.5507,
2005-03-08,14.5901,
2005-03-09,14.6842,
2005-03-10,14.8313,
2005-03-11,14.7701,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,14.8650,
2005-03-15,14.9220,
2005-03-16,15.0177,
2005-03-17,15.0576,
2005-03-18,14.9051,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,14.8119,
2005-03-22,14.7942,
2005-03-23,14.6692,
2005-03-24,14.6373,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,14.5970,
2005-03-30,14.5607,
2005-03-31,14.5086,
2005-04-01,14.4754,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,14.4162,
2005-04-05,14.3496,
2005-04-06,14.4483,
2005-04-07,14.4861,
2005-04-08,14.3229,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,14.3792,
2005-04-12,14.4079,
2005-04-13,14.2983,
2005-04-14,14.2268,
2005-04-15,14.3392,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,14.4310,
2005-04-19,14.4351,
2005-04-20,14.4287,
2005-04-21,14.4626,
2005-04-22,14.4090,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,14.3698,
2005-04-26,14.3379,
2005-04-27,14.3465,
2005-04-28,14.3627,
2005-04-29,14.3676,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,14.2198,
2005-05-03,14.1951,
2005-05-04,14.1970,
2005-05-05,14.2052,
2005-05-06,14.1628,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,14.0685,
2005-05-10,14.1252,
2005-05-11,14.2211,
2005-05-12,14.0845,
2005-05-13,13.9360,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,13.9295,
2005-05-17,13.9303,
2005-05-18,13.8525,
2005-05-19,13.8228,
2005-05-20,13.8262,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,13.7454,
2005-05-24,13.8083,
2005-05-25,13.7614,
2005-05-26,13.7118,
2005-05-27,13.7399,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,13.5952,
2005-05-31,13.4272,
2005-06-01,13.3167,
2005-06-02,13.2881,
2005-06-03,13.2765,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,13.3413,
2005-06-07,13.3264,
2005-06-08,13.3929,
2005-06-09,13.3439,
2005-06-10,13.2914,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,13.1209,
2005-06-14,13.1321,
2005-06-15,13.0725,
2005-06-16,13.0725,
2005-06-17,13.1304,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,13.2301,
2005-06-21,13.1123,
2005-06-22,13.0416,
2005-06-23,12.9844,
2005-06-24,13.0258,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,13.1110,
2005-06-28,13.1301,
2005-06-29,12.9942,
2005-06-30,13.0000,
2005-07-01,12.9837,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,12.7649,
2005-07-05,12.7912,
2005-07-06,12.8339,
2005-07-07,12.9584,
2005-07-08,12.8355,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,12.9105,
2005-07-12,12.9705,
2005-07-13,13.0223,
2005-07-14,12.8740,
2005-07-15,12.8641,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,12.7916,
2005-07-19,12.7159,
2005-07-20,12.8032,
2005-07-21,12.8986,
2005-07-22,12.9243,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,12.8523,
2005-07-26,12.9452,
2005-07-27,12.7639,
2005-07-28,12.8903,
2005-07-29,12.8169,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,12.9437,
2005-08-02,12.9246,
2005-08-03,13.0774,
2005-08-04,13.0448,
2005-08-05,13.1167,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,13.1155,
2005-08-09,13.1884,
2005-08-10,13.1047,
2005-08-11,13.1311,
2005-08-12,13.2592,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,13.1705,
2005-08-16,13.0301,
2005-08-17,13.0569,
2005-08-18,12.9859,
2005-08-19,13.0616,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,13.1183,
2005-08-23,13.1436,
2005-08-24,13.2771,
2005-08-25,13.3157,
2005-08-26,13.3019,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,13.3524,
2005-08-30,13.2511,
2005-08-31,13.1938,
2005-09-01,13.2959,
2005-09-02,13.4551,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,13.3612,
2005-09-06,13.3507,
2005-09-07,13.2916,
2005-09-08,13.3165,
2005-09-09,13.3094,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,13.1527,
2005-09-13,13.1525,
2005-09-14,13.2945,
2005-09-15,13.2449,
2005-09-16,13.2013,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,13.2094,
2005-09-20,13.1418,
2005-09-21,13.1959,
2005-09-22,13.2329,
2005-09-23,13.1404,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,13.0713,
2005-09-27,13.1063,
2005-09-28,13.0947,
2005-09-29,13.0661,
2005-09-30,12.9878,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,12.8475,
2005-10-04,12.7582,
2005-10-05,12.7961,
2005-10-06,12.9714,
2005-10-07,13.1381,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,13.0379,
2005-10-11,12.9877,
2005-10-12,13.0659,
2005-10-13,13.1264,
2005-10-14,13.1390,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,13.0740,
2005-10-18,12.9553,
2005-10-19,12.9959,
2005-10-20,12.9626,
2005-10-21,13.0407,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,12.9717,
2005-10-25,13.0408,
2005-10-26,13.1441,
2005-10-27,13.2478,
2005-10-28,13.2198,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,13.0177,
2005-11-01,12.9397,
2005-11-02,12.9176,
2005-11-03,12.9084,
2005-11-04,12.8505,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,12.6886,
2005-11-08,12.5873,
2005-11-09,12.5700,
2005-11-10,12.6331,
2005-11-11,12.4991,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,12.5391,
2005-11-15,12.4438,
2005-11-16,12.4168,
2005-11-17,12.4616,
2005-11-18,12.4411,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,12.5641,
2005-11-22,12.4836,
2005-11-23,12.5194,
2005-11-24,12.5107,
2005-11-25,12.4883,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,12.4321,
2005-11-29,12.4514,
2005-11-30,12.4720,
2005-12-01,12.4047,
2005-12-02,12.2545,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,12.3194,
2005-12-06,12.3031,
2005-12-07,12.2027,
2005-12-08,12.3650,
2005-12-09,12.4161,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,12.6722,
2005-12-13,12.7492,
2005-12-14,12.8049,
2005-12-15,12.9233,
2005-12-16,12.9074,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,12.8862,
2005-12-20,12.7780,
2005-12-21,12.6488,
2005-12-22,12.5809,
2005-12-23,12.6514,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,12.6818,
2005-12-28,12.8173,
2005-12-29,12.7311,
2005-12-30,12.5945,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,12.5611,
2006-01-03,12.6593,
2006-01-04,12.8048,
2006-01-05,12.7896,
2006-01-06,12.8747,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,12.7264,
2006-01-10,12.7967,
2006-01-11,12.8396,
2006-01-12,12.8411,
2006-01-13,12.7633,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,12.7999,
2006-01-17,12.7318,
2006-01-18,12.8537,
2006-01-19,12.7208,
2006-01-20,12.6655,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,12.9257,
2006-01-24,12.9061,
2006-01-25,12.8901,
2006-01-26,12.8954,
2006-01-27,12.7495,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,12.6060,
2006-01-31,12.6536,
2006-02-01,12.6313,
2006-02-02,12.6048,
2006-02-03,12.6599,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,12.5459,
2006-02-07,12.5267,
2006-02-08,12.6411,
2006-02-09,12.5742,
2006-02-10,12.5331,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,12.5189,
2006-02-14,12.5227,
2006-02-15,12.5267,
2006-02-16,12.4804,
2006-02-17,12.4045,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,12.4563,
2006-02-21,12.4266,
2006-02-22,12.5123,
2006-02-23,12.5086,
2006-02-24,12.4873,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,12.4158,
2006-02-28,12.4192,
2006-03-01,12.5128,
2006-03-02,12.4825,
2006-03-03,12.6756,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,12.7264,
2006-03-07,12.7668,
2006-03-08,12.7874,
2006-03-09,12.7596,
2006-03-10,12.7900,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,12.7771,
2006-03-14,12.8362,
2006-03-15,12.8062,
2006-03-16,12.8682,
2006-03-17,12.9582,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,13.0431,
2006-03-21,13.1254,
2006-03-22,13.0777,
2006-03-23,13.0483,
2006-03-24,13.0640,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,13.0923,
2006-03-28,13.2993,
2006-03-29,13.2175,
2006-03-30,13.2021,
2006-03-31,13.2164,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,13.1342,
2006-04-04,13.2558,
2006-04-05,13.3743,
2006-04-06,13.5928,
2006-04-07,13.5292,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,13.4727,
2006-04-11,13.3939,
2006-04-12,13.3713,
2006-04-13,13.3924,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,13.4858,
2006-04-19,13.4777,
2006-04-20,13.5691,
2006-04-21,13.5783,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,13.6637,
2006-04-25,13.7273,
2006-04-26,13.8962,
2006-04-27,13.8464,
2006-04-28,13.9376,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,13.9863,
2006-05-03,13.8354,
2006-05-04,13.8305,
2006-05-05,13.9476,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,13.9336,
2006-05-09,13.9067,
2006-05-10,13.8997,
2006-05-11,13.7831,
2006-05-12,14.1559,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,14.3195,
2006-05-16,14.2006,
2006-05-17,14.1936,
2006-05-18,14.3155,
2006-05-19,14.2069,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,14.3659,
2006-05-23,14.3921,
2006-05-24,14.5415,
2006-05-25,14.3307,
2006-05-26,14.2738,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,14.1970,
2006-05-30,14.4242,
2006-05-31,14.4888,
2006-06-01,14.4502,
2006-06-02,14.3967,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,14.5907,
2006-06-06,14.5332,
2006-06-07,14.4761,
2006-06-08,14.5044,
2006-06-09,14.4051,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,14.2954,
2006-06-13,14.4362,
2006-06-14,14.4123,
2006-06-15,14.3926,
2006-06-16,14.3903,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,14.3988,
2006-06-20,14.4316,
2006-06-21,14.5030,
2006-06-22,14.3617,
2006-06-23,14.3354,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,14.3069,
2006-06-27,14.3947,
2006-06-28,14.3168,
2006-06-29,14.2898,
2006-06-30,14.3818,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,14.3439,
2006-07-04,14.1524,
2006-07-05,14.2558,
2006-07-06,14.1342,
2006-07-07,14.1273,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,13.9803,
2006-07-11,14.0044,
2006-07-12,13.9995,
2006-07-13,14.0822,
2006-07-14,14.0098,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,13.7935,
2006-07-18,13.7465,
2006-07-19,13.6443,
2006-07-20,13.7472,
2006-07-21,13.7855,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,13.8262,
2006-07-25,13.7579,
2006-07-26,13.7250,
2006-07-27,13.8908,
2006-07-28,13.8433,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,13.8731,
2006-08-01,14.0301,
2006-08-02,14.0894,
2006-08-03,14.0353,
2006-08-04,14.0136,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,14.0302,
2006-08-08,13.9712,
2006-08-09,13.9849,
2006-08-10,13.9912,
2006-08-11,13.8336,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,13.7402,
2006-08-15,13.8136,
2006-08-16,13.7839,
2006-08-17,13.8552,
2006-08-18,13.8399,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,13.9646,
2006-08-22,13.8559,
2006-08-23,13.8841,
2006-08-24,13.9877,
2006-08-25,13.9304,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,14.0484,
2006-08-29,13.9131,
2006-08-30,13.9488,
2006-08-31,13.9814,
2006-09-01,13.9873,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,13.9487,
2006-09-05,13.9132,
2006-09-06,13.9478,
2006-09-07,14.0423,
2006-09-08,13.9874,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,14.0227,
2006-09-12,14.0519,
2006-09-13,13.9602,
2006-09-14,13.9773,
2006-09-15,13.8991,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,13.8105,
2006-09-19,13.8190,
2006-09-20,13.8691,
2006-09-21,13.9229,
2006-09-22,14.2301,
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,14.0960,
2006-09-26,14.0542,
2006-09-27,13.9348,
2006-09-28,14.0424,
2006-09-29,13.9283,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,13.9573,
2006-10-03,13.9963,
2006-10-04,14.0170,
2006-10-05,14.0115,
2006-10-06,13.9686,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,13.9450,
2006-10-10,13.8758,
2006-10-11,13.8713,
2006-10-12,13.7494,
2006-10-13,13.6526,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,13.5788,
2006-10-17,13.6140,
2006-10-18,13.5728,
2006-10-19,13.5838,
2006-10-20,13.6572,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,13.5857,
2006-10-24,13.6267,
2006-10-25,13.6005,
2006-10-26,13.5881,
2006-10-27,13.6442,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,13.6996,
2006-10-31,13.6580,
2006-11-01,13.7048,
2006-11-02,13.8073,
2006-11-03,13.8385,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,13.7444,
2006-11-07,13.7936,
2006-11-08,13.8680,
2006-11-09,13.8705,
2006-11-10,14.0444,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,14.0236,
2006-11-14,13.9386,
2006-11-15,13.9102,
2006-11-16,13.8814,
2006-11-17,13.9598,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,14.1014,
2006-11-21,14.0643,
2006-11-22,14.1064,
2006-11-23,14.2040,
2006-11-24,14.4273,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,14.4648,
2006-11-28,14.5733,
2006-11-29,14.4907,
2006-11-30,14.5299,
2006-12-01,14.5310,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,14.6635,
2006-12-05,14.5153,
2006-12-06,14.4379,
2006-12-07,14.4017,
2006-12-08,14.4508,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,14.2452,
2006-12-12,14.3665,
2006-12-13,14.3549,
2006-12-14,14.2954,
2006-12-15,14.1390,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,14.0884,
2006-12-19,14.2576,
2006-12-20,14.2822,
2006-12-21,14.2727,
2006-12-22,14.2948,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,14.3194,
2006-12-28,14.3493,
2006-12-29,14.2899,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,14.3174,
2007-01-03,14.2453,
2007-01-04,14.2145,
2007-01-05,14.2598,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,14.2411,
2007-01-09,14.2353,
2007-01-10,14.3508,
2007-01-11,14.2656,
2007-01-12,14.1702,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,14.1662,
2007-01-16,14.2419,
2007-01-17,14.1508,
2007-01-18,14.1170,
2007-01-19,14.1376,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,14.0596,
2007-01-23,14.2864,
2007-01-24,14.2132,
2007-01-25,14.1959,
2007-01-26,14.2458,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,14.2965,
2007-01-30,14.3767,
2007-01-31,14.3060,
2007-02-01,14.2944,
2007-02-02,14.2932,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,14.1480,
2007-02-06,14.1162,
2007-02-07,14.1976,
2007-02-08,14.2671,
2007-02-09,14.2457,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,14.2895,
2007-02-13,14.3128,
2007-02-14,14.3227,
2007-02-15,14.3619,
2007-02-16,14.3707,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,14.4302,
2007-02-20,14.4302,
2007-02-21,14.4244,
2007-02-22,14.3809,
2007-02-23,14.4746,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,14.5531,
2007-02-27,14.7419,
2007-02-28,14.7395,
2007-03-01,14.8333,
2007-03-02,14.7366,
2007-03-03,.,No value available
2007-03-04,.,No value available
2007-03-05,14.6824,
2007-03-06,14.5901,
2007-03-07,14.6524,
2007-03-08,14.6508,
2007-03-09,14.6872,
2007-03-10,.,No value available
2007-03-11,.,No value available
2007-03-12,14.6452,
2007-03-13,14.7636,
2007-03-14,14.7436,
2007-03-15,14.7408,
2007-03-16,14.8685,
2007-03-17,.,No value available
2007-03-18,.,No value available
2007-03-19,14.8268,
2007-03-20,14.7769,
2007-03-21,14.7213,
2007-03-22,14.6928,
2007-03-23,14.6611,
2007-03-24,.,No value available
2007-03-25,.,No value available
2007-03-26,14.6139,
2007-03-27,14.7190,
2007-03-28,14.7856,
2007-03-29,14.7628,
2007-03-30,14.6566,
2007-03-31,.,No value available
2007-04-01,.,No value available
2007-04-02,14.7577,
2007-04-03,14.6824,
2007-04-04,14.6628,
2007-04-05,14.7161,
2007-04-06,.,No value available
2007-04-07,.,No value available
2007-04-08,.,No value available
2007-04-09,.,No value available
2007-04-10,14.7730,
2007-04-11,14.7417,
2007-04-12,14.8563,
2007-04-13,14.9044,
2007-04-14,.,No value available
2007-04-15,.,No value available
2007-04-16,14.8689,
2007-04-17,14.9174,
2007-04-18,14.9298,
2007-04-19,14.9820,
2007-04-20,14.9227,
2007-04-21,.,No value available
2007-04-22,.,No value available
2007-04-23,14.8822,
2007-04-24,14.9029,
2007-04-25,14.9591,
2007-04-26,14.8712,
2007-04-27,14.9392,
2007-04-28,.,No value available
2007-04-29,.,No value available
2007-04-30,14.8724,
2007-05-01,.,No value available
2007-05-02,14.8404,
2007-05-03,14.8377,
2007-05-04,14.7795,
2007-05-05,.,No value available
2007-05-06,.,No value available
2007-05-07,14.8068,
2007-05-08,14.6982,
2007-05-09,14.6773,
2007-05-10,14.6237,
2007-05-11,14.6079,
2007-05-12,.,No value available
2007-05-13,.,No value available
2007-05-14,14.6299,
2007-05-15,14.6542,
2007-05-16,14.6321,
2007-05-17,14.5671,
2007-05-18,14.5893,
2007-05-19,.,No value available
2007-05-20,.,No value available
2007-05-21,14.5121,
2007-05-22,14.4538,
2007-05-23,14.5358,
2007-05-24,14.5511,
2007-05-25,14.5314,
2007-05-26,.,No value available
2007-05-27,.,No value available
2007-05-28,14.5285,
2007-05-29,14.5726,
2007-05-30,14.5465,
2007-05-31,14.4675,
2007-06-01,14.4303,
2007-06-02,.,No value available
2007-06-03,.,No value available
2007-06-04,14.4504,
2007-06-05,14.5752,
2007-06-06,14.6357,
2007-06-07,14.6527,
2007-06-08,14.6683,
2007-06-09,.,No value available
2007-06-10,.,No value available
2007-06-11,14.5952,
2007-06-12,14.5709,
2007-06-13,14.5877,
2007-06-14,14.5257,
2007-06-15,14.4789,
2007-06-16,.,No value available
2007-06-17,.,No value available
2007-06-18,14.4109,
2007-06-19,14.4533,
2007-06-20,14.3924,
2007-06-21,14.5261,
2007-06-22,14.5233,
2007-06-23,.,No value available
2007-06-24,.,No value available
2007-06-25,14.5665,
2007-06-26,14.5828,
2007-06-27,14.6391,
2007-06-28,14.5508,
2007-06-29,14.5956,
2007-06-30,.,No value available
2007-07-01,.,No value available
2007-07-02,14.6447,
2007-07-03,14.6346,
2007-07-04,14.6669,
2007-07-05,14.6976,
2007-07-06,14.6781,
2007-07-07,.,No value available
2007-07-08,.,No value available
2007-07-09,14.6362,
2007-07-10,14.7447,
2007-07-11,14.9278,
2007-07-12,14.8755,
2007-07-13,14.8249,
2007-07-14,.,No value available
2007-07-15,.,No value available
2007-07-16,14.8350,
2007-07-17,14.8452,
2007-07-18,14.8389,
2007-07-19,14.7986,
2007-07-20,14.8706,
2007-07-21,.,No value available
2007-07-22,.,No value available
2007-07-23,14.8770,
2007-07-24,14.9051,
2007-07-25,14.8501,
2007-07-26,14.9891,
2007-07-27,15.0162,
2007-07-28,.,No value available
2007-07-29,.,No value available
2007-07-30,14.9419,
2007-07-31,14.9419,
2007-08-01,15.0056,
2007-08-02,14.9351,
2007-08-03,14.9940,
2007-08-04,.,No value available
2007-08-05,.,No value available
2007-08-06,15.2056,
2007-08-07,15.1140,
2007-08-08,15.0641,
2007-08-09,15.0798,
2007-08-10,15.0930,
2007-08-11,.,No value available
2007-08-12,.,No value available
2007-08-13,14.9992,
2007-08-14,14.9889,
2007-08-15,15.0136,
2007-08-16,15.1017,
2007-08-17,15.0673,
2007-08-18,.,No value available
2007-08-19,.,No value available
2007-08-20,14.9111,
2007-08-21,15.0077,
2007-08-22,14.9397,
2007-08-23,14.9575,
2007-08-24,15.0780,
2007-08-25,.,No value available
2007-08-26,.,No value available
2007-08-27,15.0424,
2007-08-28,15.1526,
2007-08-29,15.1371,
2007-08-30,15.1052,
2007-08-31,15.1357,
2007-09-01,.,No value available
2007-09-02,.,No value available
2007-09-03,15.0377,
2007-09-04,14.9896,
2007-09-05,15.0273,
2007-09-06,15.1404,
2007-09-07,15.1476,
2007-09-08,.,No value available
2007-09-09,.,No value available
2007-09-10,15.3518,
2007-09-11,15.3368,
2007-09-12,15.3988,
2007-09-13,15.3994,
2007-09-14,15.4122,
2007-09-15,.,No value available
2007-09-16,.,No value available
2007-09-17,15.4319,
2007-09-18,15.4278,
2007-09-19,15.3759,
2007-09-20,15.4278,
2007-09-21,15.3938,
2007-09-22,.,No value available
2007-09-23,.,No value available
2007-09-24,15.4363,
2007-09-25,15.4828,
2007-09-26,15.4212,
2007-09-27,15.4563,
2007-09-28,15.4901,
2007-09-29,.,No value available
2007-09-30,.,No value available
2007-10-01,15.5834,
2007-10-02,15.4391,
2007-10-03,15.4878,
2007-10-04,15.3879,
2007-10-05,15.3476,
2007-10-06,.,No value available
2007-10-07,.,No value available
2007-10-08,15.2825,
2007-10-09,15.2212,
2007-10-10,15.3275,
2007-10-11,15.3499,
2007-10-12,15.3577,
2007-10-13,.,No value available
